zu,en,src_text,trg_text,Cosine_Score
"[ 0.12172295 -0.33622175  0.258443   ... -0.05734028  0.22555247
  0.25355998]","[ 0.00778594 -0.0007077   0.00053992 ...  0.00284386  0.00279296
  0.00283432]",Ezisematheni1.,Economy,0.7883593
[1.0226214  0.09786786 0.05833082 ... 1.1284492  1.0668591  0.99238324],"[ 0.04857101 -0.00149948  0.0119548  ...  0.03604041  0.0321744
  0.03151397]","Umnotho UHlelo Lokwakha Kabusha Nokuvuselela Umnotho olwethulwa nguMongameli u-Cyril Ramaphosa emhlanganweni wokuhlala ngokuhlanganyela kwezindlu zombili zePhalamende ngoLwesine, mhla ziyi-15 Mfumfu 2020, ludinga yonke imikhakha ukuthi ikhweze imikhono isebenze ngokubambisana ukuzinzisa umnotho weth Uhlelo lwakhelwe embonweni ofanayo owasungulwa kubanjiswene nabo emphakathini - uhulumeni, ezabasebenzi, amabhizinisi kanye nezinhlangano zomphakathi - ngokubonisana kanzulu ngemininingwane ezinyangeni ezimbalwa ezedlul Kunezinhlaka ezine eziseqhulwini ezesekela lolu hlelo lokuvuselela umnotho, olokuqala kungukukhishwa kwengqalasizind Uhlaka lwesibili oluseqhulwini ukunweba umthamo wokuphehlwa kogesi ngokuthi uhulumeni asheshise ukuqaliswa kokusebenza koHlelo Oludidiyelwe Lwezinsiz Uhlaka olusemqoka lwesithathu ilolo lwemizamo yokusungula imisebenzi nokusekela izindlela zokuziphilisa kwabant Uhlaka lwesine lugxile ekukhuleni kwezimboni lapho uhulumeni ezosekela ukukhula emikhiqizweni yalapha kuleli lizwe kanye nokwenza ukuthi ukuthunyelwa kwemikhiqizo yaseNingizimu Afrika kwamanye amazwe ibe sezingeni lokuncintisan Lezi zinhlaka eziseqhulwini ezikhonjiwe zizofaka isandla ekwakheni ukuzithemba nokubeka iNingizimu Afrika ezingeni lotshalomali nokukhula komnotho kulandela ukukhungatheka okudalwe ubhubhane lwesifo segciwane le-Corona (i-COVID-19).","The Economic Reconstruction and Recovery Plan that President Cyril Ramaphosa presented to a Joint Hybrid Sitting of Parliament on Thursday, 15 October 2020, requires all sectors to roll up their sleeves and work together to stabilise our econom",0.7953182
"[ 0.28226787  0.06360345 -0.17172167 ...  1.2564768   0.68478304
  1.5628878 ]","[ 2.6349504e-02  5.9888777e-03 -3.0369272e-05 ...  4.8611436e-02
  2.5459332e-02  4.0907692e-02]","Ukuqinisekisa ukuqashwa njalo kokuqaliswa kokusebenza kohlelo, iKhabhinethi ikuvumile ukusungulwa koMkhandlu Obhekene Nokuvuselelwa Komnotho Kuzwelonk USihlalo womkhandlu kuzoba uMongameli futhi amanye amalungu kuzoba yiPhini likaMongameli, uNgqongqoshe eHhovisi likaMongameli kanye nabo bonke oNgqongqoshe Beqoqo Lezomnoth Umkhandlu uzohlangana njalo ngenyanga ukubheka ukuqaliswa kokusebenza kohlelo lokwakha kabusha nokuvuselelwa komnotho kanye nokuhlangana nokubanjiswene nabo emphakathini kuMkhandlu Wokuthuthukiswa Komnotho Nezabasebenzi Kuzwelonke Isimo Senhlekelele Kuzwelonke Ukunwetshwa kweSimo Senhlekelele Kuzwelonke siye kumhla ziyi-15 Lwezi 2020, ngokoMthetho Wokulawulwa kweZimo Zenhlekelele, wangowezi-2002 (Umthetho wama-57 wangowezi-2002), kuzovumela uhulumeni ukuthi aqhubeke nokunciphisa ukubhebhetheka kwegciwan Ngesikhathi iNingizimu Afrika isesimeni lapho kunokwehla okukhulu ekusulelekeni nasekubhebhethekeni kwe-COVID-19 ezinyangeni ezedlule, igciwane lisalokhu linath Njengoba izwe lijwayela 'indlela entsha' yokuphilisana ne-COVID-19 kanye nokuqubuka kabusha kwegciwane okungenzeka, iKhabhinethi liyaphinda futhi linxusa bonke abantu baseNingizimu Afrika ukuthi baqhubeke nokulandela imithetho yezempilo yokugqokwa kwezifonyo, ukuqhelelana kanye nokuhlale njalo uhlanza izandla ngamanzi nensipho noma ukusebenzisa isibulali-magciwane esine-alcoho Lezi izona ndlela zokuzivikela ezikhona ukuze sizivikele thina, imindeni yethu kanye nabathandiweyo bethu ekusulelekeni nge-COVID-19.","To ensure the regular monitoring of the implementation of the plan, Cabinet approved the setting up of the National Economic Recovery Counci The council will be chaired by the President and comprises the Deputy President, Minister in The Presidency and all the Ministers in the Economic Cluste The council will meet monthly to oversee implementation of the economic reconstruction and recovery plan and also to interface with the social partners in the National Economic Development and Labour Counci 2.",0.852074
[0.62168545 0.8051779  2.0386796  ... 1.0278     0.7332199  0.61076295],"[ 1.5248436e-02  1.5677782e-02 -6.5370346e-05 ...  3.2496277e-02
  4.2403683e-02  3.0613843e-02]","IKhabhinethi lifisela bonke abasuleleke ngegciwane kubandakanya uNgqongqoshe wethu Wezempilo, uDkt uZweli Mkhize kanye nonkosikazi wakhe, uDkt u-May Mkhize, ukululama okusheshay IKhabhinethi liphinde futhi lifisa ukubonga bonke abasebenzi bezempilo abahamba phambili ngokuzibophezela nokuzinikela okuholele ekukhuleni kwezinga lokululama ku-COVID-19 kuleli zwe kwaba ngaphezu kwama-90% nokugcine izinga labashonayo kuma- Ukugxila ekugcineni Ukuphepha ezindaweni zasemakhaya IKhabhinethi leseka ngokugcwele umsebenzi wamaphoyisa aseNingizimu Afrika wokubopha labo abenza ubugebengu obesabekayo ezweni lethu obubandakanya ukubulawa nokulinyazwa kwabalimi kanye nabasebenzi basemapulazini ezweni lonkan Umphakathi wabalimi uyingxenye ebalulekile emnothweni wethu, ukugetshengwa kwamapulazi akusabisi kuphela ukuphepha kwabalimi nabasebenzi basemapulazini kodwa nokuvikeleka kokudla kwezw Uhulumeni usheshisa ukuqaliswa kokusebenza kweSu Lokuphepha Kwezindawo Zasemakhaya ukuze abhekane nezidingo zokuvikelwa kwemiphakathi yasezindaweni ezisemakhaya kanye nokweseka ukuthuthukiswa kwezenhlalo nezomnoth IKhabhinethi linxusa isizwe ukuthi sisize Uphiko Lwezamaphoyisa eNingizimu Afrika (i-SAPS) ekulweni nobugebengu ngokuba yingxenye yezinkundla zomphakathi zamaphoyisa nokubika ubugebengu esiteshini samaphoyisa esiseduzane, ngokushayela inombolo yamahhala Yokuqeda Ubugebengu i-Crime Stop ethi- 08600 10111, ngokuthumela i-SMS engavezi ukuthi ithunyelwe ngubani eyaku- Crime Line kunombolo ethi- 32211 noma usebenzise i-App ebizwa nge-MySAPS - yamahhala, esetshenziselwa ukubika ubugebengu efakwa komakhalekhukhwini besimanje - ukuze ulume indlebe amaphoyisa ngobugebengu kodwa ungazivezanga ukuthi unguban Kumele sisebenze ngokubambisana ukuqeda ubugebengu emiphakathini yakithi futhi senze izwe lethu liphephe kuwowonke umuntu Ukulwa nenkohlakalo IKhabhinethi iyakwamukela ukuboshwa kwabantu abasolwa ngokubandakanyeka emacaleni ahlukene enkohlakalo, ukukhwabanisa, ukushushumbisa imali kanye nokweb La macala abandakanya, phakathi kwamanye, lawo ahlobene nokuxhashazwa kwezimali ze-COVID-19 zokusiza umphakathi, ukuthengwa okungahambanga ngendlela kwezinsizakusebenza zokuzivikela ze-COVID-19, ihlazo elihlobene nomsebenzi wezindlu zetsheboya kanye nokuhluleka ukubika noma ukuhambisa umbiko kuMnyango Wokuqoqwa Kwentela eNingizimu Afrik IKhabhinethi libonga futhi liyayeseka yonke imizamo yokubuyisa izimali zikahulumeni kubo bonke abenze lokukhwabanis","of coexisting with COVID-19 and a possible resurgence, Cabinet once again urges all South Africans to continue adhering to the health protocols of wearing masks, practising social distancing and frequently washing hands with water and soap or using an alcohol-based sanitise These are the only preventive measures available to protect ourselves, our families and loved ones from contracting COVID-19.",0.81133616
[0.36990193 1.6574448  0.5800183  ... 1.3990331  0.60258985 1.5547222 ],"[ 1.4033867e-02 -9.8738325e-05  5.9372657e-03 ...  2.9584670e-02
  3.5355084e-02  2.9390588e-02]","Ukuboshwa kwakamuva kuqinisekisa ukuthi akekho ongaphezu komthetho futhi kubonisa ukuzinikela kukahulumeni ukujezisa labo abaqhubeka nokuphula umthetho ngokuphanga abantu baseNingizimu Afrika abahluphekayo usizo abaludingayo nokusizwa nguhulumen IKhabhinethi licela umphakathi ukuthi ubambe iqhaza ngokubika labo abenza lobu bugebengu kwabophiko lokugcinwa komthetho noma ngokushayela ucingo inombolo yamahhala Yokulwisana Nenkohlakalo ku-0800 701 70 Udlame Olubhekiswe Kwabobulili Obuthile nokubulawa Kwabesifazane (i-GBVF) Isihlava se-GBVF kanye nokuhlukunyezwa kwabantwana, uMongameli u-Ramaphosa akusole njengobhubhane lwesibili olulandela i-COVID-19, sisalokhu sibhubhisa emiphakathini yakithi futhi kumele senze konke okusemandleni ukusiqed USomqulu Wamalungelo ofakwe kuMthethosisekelo waseNingizimu Afrika wangowe-1996 ubeka ngokuqonde ngqo ukuthi wonke umntwana unelungelo lokuvikelwa ekuphathweni kabi, ukunganakwa, ukuhlukunyezwa noma ukululazw IKhabhinethi icela bonke abantu baseNingizimu Afrika ukuthi basebenze ngokubambisana nabophiko lwezokugcinwa komthetho ekuqinisekiseni ukuthi bonke abantu ababuthakathaka - ikakhulukazi abantu abadala, abesifazane nezingane - bavikelekile odlameni nasekuhlukunyezwen Isigameko sakamuva samantombazane amabili aneminyaka eyisishiyagalombili ubudala (angamawele) aseMpumalanga, okusolwa ukuthi ebehlukunyezwa ngubaba wabo, siyaphazamisa kakhulu futhi siyakhathaz","There are four priority areas that underpin this economic recovery plan, the first being a massive roll-out of infrastructur The second priority area is to expand energy generation capacity with government accelerating the implementation of the Integrated Resource Pla The third key area is that of an employment stimulus to create jobs and support livelihood The fourth area focuses on industrial growth where government will support growth in local production and make South African exports more competitiv",0.77122724
[1.3005853  2.3829846  0.05144014 ... 1.5258712  1.4363989  2.3359222 ],[0.00753463 0.05924927 0.00015121 ... 0.0365916  0.0277795  0.02998834],"Enye yamantombazane ibike ngalesi sehlakalo kuthisha wayo esikoleni futhi kumele sincome indlela isikole esisukume ngayo okuholele ekuboshweni komsolw Njengesizwe esihlonipha umthetho futhi esithanda ukuthula, kumele sonke sibambane ekukhuzeni lobu bugebengu obusabekayo ngendlela engenazwelo ebafanele Inkululeko yabezindaba Iminyaka engama-43 yenkululeko yabezindaba, eyaziwa ngelokuthi yi-Black Wednesday eNingizimu Afrika, yakhunjulwa ngoMsombuluko, mhla we-19 Mfumfu 2020.","Cabinet fully supports the work of our South African police in arresting those committing heinous crime in our country which includes the killing and maiming of farmers and farm workers throughout the countr The farming community is an integral part of our economy, and crime on farms poses a threat not only to the personal safety of farmers and farmworkers but also to the country s food securit",0.7174758
"[ 0.9157684  -0.04307815  0.10431665 ...  0.82373816  1.2896259
  1.4668182 ]",[0.00454575 0.01126986 0.00133188 ... 0.01783464 0.04523555 0.02497287],"Lolu suku lusikhumbuza ukubaluleka kwenkululeko yokukhuluma ngokukhululeka ekusomqulu wamalungelo, okubandakanya, inkululeko yabezindaba njengengxenye ebalulekile, kuntando yeningi yomthethosisekel",The identified priority areas will contribute towards building confidence and placing South Africa on a new path for investment and economic growth following the devastation caused by the Coronavirus Disease (COVID-19) pandemi,0.6237904
[0.1667238  0.15412839 0.22732195 ... 1.0061357  0.7261029  1.7583346 ],[0.01792372 0.00091013 0.00648346 ... 0.00039971 0.02523584 0.00712212],"Usuku Lwenkululeko Yabezindaba iluphawu lokuvinjelwa kwamaphephandaba amaningi nokuboshwa kwabahleli bawo mhla ziyi-19 Mfumfu 1977 ngamaphoyisa esikhathi sobandlululo, ngenxa yokuthi adalula unya olwalwenziwa umbuso wengcindezel Abezindaba basaqhubeka nokubamba iqhaza elibalulekile ekujabuliseni, ekufundiseni kanye nokulethela umphakathi ulwazi, kanye nokuchaza ngezici zempilo zenhlalo nomnotho kanye nepolitik Abezindaba basalokhu bebaluleke kakhulu ekubambisaneni nabo ukuqinisa ukubusa ngentando yeningi nokugqugquzela amalungelo omthethosisekelo ezakhamuzi zakith Inkululeko yokwenza umsebenzi wabo uza nesibophezelo sokuqinisekisa ukuthi babika ngokulunga nangendlela efanele zikhathi zonk IKhabhinethi ihlonipha zonke izintatheli ezalahlekelwa izimpilo zazo ngezikhathi ezinzima ze-COVID-19, futhi iyazinikela ukuhlonipha nokuphakamisa inkululeko yokukhuluma, okubandakanya inkululeko yabezindaba ezweni lethu Izivivinyo zokuphela konyaka IKhabhinethi lifisela isigidi esi-1 058 699 (isigidi esisodwa nezinkulungwane ezingamashumi ayisihlanu nesishiyagalombili namakhulu ayisithupha namashumi ayisishiyagalolunye nesishiyagalolunye) sabafundi beBanga le-12 inhlanhla njengoba beqala ukulungiselela izivivinyo zokugcina okulindeleke ukuthi ziqale mhla wesi-5 Lwezi 2020 zize ziphele mhla we-15 Zibandlela 2020.","The extension of the National State of Disaster to 15 November 2020, in terms of the Disaster Management Act, 2002 (Act 57 of 2002), will enable government to further minimise the spread of the viru",0.68002367
"[ 0.5666173   0.06110603 -0.05313078 ...  1.1026013   0.8651738
  1.4728689 ]","[ 0.02443808 -0.00015067  0.09827756 ...  0.00678569  0.03038288
  0.04846868]","Kulo nyaka uMnyango Wemfundo Eyisisekelo ubhalise inani eliphezulu kakhulu labafundi beBanga le-12 abazobhala izivivinyo zabo zokugcin Kulandela ukuphazamiseka konyaka kwezemfundo ngenxa ye-COVID-19, iKhabhinethi inxusa bonke abazali nabanakekeli ukuthi beseke izingane zabo ngalesi sikhathi esibalulekil Ikilasi likamatikuletsheni langowezi-2020 liyanxuswa ukuthi lisebenzise izinsizakufunda ezihlinzekwe nguhulumeni ngokusebenzisa umkhankaso obizwa nge-Woza matrics 2020 Catch-Up Campaign (ezitholakala ku- wozamatriccza kanye naku- #Wozamatrics) ukuzilungiselela izivivinyo zalo zokuthola Isitifikethi seBanga le-12 Kuzwelonk Izinqumo zeKhabhinethi1.",Cabinet once again wishes to thank all the frontline health workers for their commitment and dedication which led to the increase in the country s COVID-19 recovery rate to over 90% and keeping our fatality rate at,0.69887125
[0.90244424 0.5705993  0.04236693 ... 1.0159217  0.6583598  1.3313289 ],"[ 0.04393066  0.00086169 -0.0003153  ...  0.02919163  0.03882258
  0.02351927]","Ukwesekwa kwemboni yalapha ekhaya yetshensimbi (i-ferrochrome) IKhabhinethi ikuvumile ukungenelela okuningi ukuze kusekelwe ukukhiqizwa kwe-ferrochrome lapha ekhaya kanye nomkhakha wamanani ayo enteng Izindlela zokungenelela zibandakanya ukwethulwa okuhlongoziwe kwentela yemikhiqizo ethunyelwa kwamanye amazwe yetshe lensimbi i-chrome, ukusetshenziswa kwamandla obuchwepheshe obufanele uma kwenziwa insimbi, kanye nokwamukela ubuchwepheshe bokusebenzisa ukushisa ukuphehla ugesi kanye nokuziphehlela uges Umkhakha walapha ekhaya we-ferrochrome ungumkhiqizi omkhulu kakhulu emhlabeni we-ferrochrome futhi iwona kuphela umkhiqizi wensimb Iwona umphakeli omkhulu wensimbi embonini yezimot Izingenelelo ezihlongoziwe zaqoqwa ndawonye ithimba lomsebenzi elihlanganisa iminyango Yezimbiwaphansi Nezamandla, Wezohwebo, ezeziMboni Nokuncintisana, Wezamabhizinisi kaHulumeni kanye noMnyango Wezezimali Kuzwelonke Inqubomgomo Yentsha Kuzwelonke (i-NYP): 2020-2030 IKhabhinethi iyivumile i-NYP 2020-2030 yesithathu ebuyekeziwe, okuyinqubomgomo yemikhakha ehlukene eyasungulwa ngabamele iminyango kahulumeni, izinhlangano zomphakathi, izikhungo zemfundo ephakeme kanye nezinhlangano zamabhizinis Ingena esikhundleni se-NYP 2015-2020, ezophelelwa isikhathi ekupheleni kukaZibandlela 2022.","Cabinet wishes all those infected by the virus including our Minister of Health, Dr Zweli Mkhize and his wife, Dr May Mkhize, a speedy recover",0.6749334
