zu,en,src_text,trg_text,Cosine_Score
"[ 0.75136906 -0.18148273  0.56773514 ...  0.9511405   1.2535934
  2.051472  ]","[ 0.02223134 -0.00417907  0.02322545 ...  0.01763066  0.04087362
  0.06619424]",Ukuqaliswa kwezinhlelo zikahulumeni ezisemqoka IKhabhinethi iye yanconywa ngemiphumela yemibiko yesigamu sesine sonyaka (Masingana-Ndasa 2015).,Cabinet was appraised on the outcomes reports for the fourth quarter (January-March 2015).,0.8017663
"[ 0.5455463  -0.0322218   1.3858253  ...  0.62588847  0.700195
  1.0650097 ]","[ 0.02685    -0.00104054 -0.00020114 ...  0.01309706  0.0482614
  0.04716365]",IKhabhinethi yenelisekile ngenqubekelaphambili eseyenziwe lolu hlelo lusebenz Amalungu eKhabhinethi azoba nemihlangano nabezindaba kanye nalabo abathintekayo ukuzochaza ngenqubekelaphambili yokusetshenziswa kwemiphumela yesigamu sesin Eminye imininingwane ebanzi ngalokhu iyomenyezelwa ngokushesha okukhulu uma lokhu kuhlelwa sekuphothuliw IKhabhinethi iyakwemukela ukuqokwa kwabakhiqizi bamandla kagesi ovuselelekayo abayi-13 ngesikhathi sewindi lesine likahulumeni Lohlelo Lokuthengwa Kwamandla Kagesi Ovuselelekayo Kubakhiqizi Abazimel Laba bakhiqizi bamandla kagesi avuselelekayo (amandla elanga kanye nomoya) bazohlinzeka ngogesi wokwengeza ongamamegawathi ayi-1 084 ukwesekela isiphehli sikazwelonke bese kusizakala izwe ukuthi likwazi ukusondela kancane ekutheni libe namandla kagesi angapheli nelikwazi ukuzihlinzeka ngawo isikhathi esid,Cabinet welcomed the selection of 13 renewable energy producers during the fourth window of government s Renewable Energy Independent Power Producer Procurement Programm These renewable energy producers (solar and wind power energy) will supply an additional 1 084 megawatts in support of the national grid and thus help the country to move closer towards a long-term sustainable energy suppl,0.8134626
[0.8808668  0.11087808 3.7217479  ... 0.86062807 0.92741054 1.9080322 ],"[ 0.01238946 -0.00062481  0.07424106 ...  0.02764747  0.00619022
  0.02305185]","IKhabhinethi iyayemukela Imiphumela Yokucwaningwa Kwamabhuku Kohulumeni Bezindawo Kwezi-2013-2014 futhi ikushayela ihlombe ukusebenza kahle komasipala okubonise ukwenza kangcono okuqhubekayo cishe kuyona yonke imiphumela yokucwaningwa kwezinhlaka zomasipal Kube ngama-96% onke izikhungo ebezicwaningwa (okubalwa kuzo omasipala kanye nezikhungo ezingaphansi komasipala) eziye zaletha izitatimende zazo zezimali ngesikhathi nokubonisa ukuthi ziya ngokuya ziba ngcono kakhulu uma ubheka ukuthi ngonyaka wezimali wezi-2012/13 kwaba ngama-93% kwase kuthi ngonyaka wezimali wezi-2007/08 kwaba ngama-78%.Lo mbiko uveza ukuthi kunemizamo ebanzi eye yenziwa ukulwa nokusetshenziswa kwezimali ngendlela engafanel Kanti okuye kwaphawuleka kuye kwaba ukukhula kwenani lomasipala nezikhungo ezingaphansi komasipala abathole imibiko engenalo ugcobho kusukela kwabangama-30 ngonyaka wezimali wezi-2012/13 kuya kwabangama-58 ngonyaka wezimali wezi-2013/14, kanti babeyisikhombisa kuphela omasipala ngonyaka wezimali wezi-2007/08 ababebonisa ukuthi sengathi bayela ngakhona ekuphatheni ngendlela kanye nasekuphatheni kahle izimali ngendlela efanelOmasipala kanye nezikhungo okucwaningwe amabhuku azo zathola imibiko engenalo ugcobho njengamanje babalelwa ku-76% wemali isiyonke esetshenziswe ohulumeni bezindawo kule mali ababelwe yona eyizigidigidi ezingama-R315.","Cabinet welcomes the 2013-2014 Local Government Audit Outcomes and applauds the performance of municipalities that showed a consistent improvement in almost all aspects of municipal-audit outcome An overwhelming 96% of auditees (municipalities and municipal entities) submitted their financial statements on time, which is a major improvement from 93% in 2012/13 and 78% in 2007/08.The report recognises that a concerted effort was made to address irregular expenditur Notable is the significant increase in the number of municipalities and municipal entities with unqualified audits from 30 in 2012/13 to 58 in 2013/14, with only seven in 2007/08 pointing to a steady trend towards good governance and sound financial managemenAuditees with financially unqualified opinions now account for 76% of the total local government expenditure budget of R315 billio This means that almost eight out of every 10 rand spent by local government is spent by entities with financially unqualified statementOf the 335 municipalities and entities audited, 102 improved, 194 remained constant, 27 regressed while two were new and 10 were still outstandin This reinforces more efficient and accountable basic service delivery in line with the",0.8991525
[0.43235323 0.01971865 0.15831627 ... 1.1485538  0.6674821  1.046053  ],[0.00998646 0.05292536 0.09614401 ... 0.02741803 0.02283068 0.05221643],"Lokhu ngamanye amazwi kusho ukuthi cishe ukuba amarandi ayisishiyagalombili emarandini ayishumi asetshenziswe ngohulumeni bendawo asetshenziswe ngohulumeni bendawo abanemibiko emihle yezimali, engenalo ugcobhKubona bonke omasipala kanye nezikhungo ezingama-335 ezacwaningelwa amabhuku azo, omasipala kanye nezikhungo eziyi-102 ezenza kangcono kunakuqala, eziyi-194 zangaguquka zama lapho zimi khona, kwathi ezingama-27 zabuyela emuva kwase kuthi ezimbili zazizintsha kanti eziyi-10 bezisasel Lokhu kuphushela phambili umkhankaso wokusebenza ngokuzinikela kanye nokukwazi ukuphendula ngokusebenza kwezimali zomphakathi nokuhambisana kahle kakhulu nenqubo ethi","Cabinet affirms its confidence in the National Prosecuting Authority (NPA) to effectively execute its duties as mandated by our Constitution despite the recent change in its leadershiThe NPA remains steadfast in its work, and has the relevant structures and systems in place to continue to promote a crime-free societ In 2014 the organisation improved its conviction rate at all court levels with 9per cent (273 641 cases) at district courts, 76 per cent (27 246 cases) at regional courts and 88 per cent (911 cases) at all high court",0.7771801
"[ 0.29390842 -0.36583745 -0.7109092  ...  0.17303579  0.21173806
  0.3265744 ]","[ 1.8055100e-02 -2.1603037e-04  1.7893808e-05 ... -2.1716887e-04
  1.3063085e-02  7.6728743e-03]",Azibuyele Emasisweni .,Back to Basics,0.6848832
[0.4598763  0.19225371 0.10858159 ... 0.76420957 0.8518058  0.8560425 ],"[ 0.00498634 -0.00079762  0.00369421 ...  0.02015278  0.02002491
  0.00272601]","IKhabhinethi iyakwemukela ukuthi njengengxenye Yohlelo Lokuthi Azibuyele Emasisweni, kuzoqashelwa kakhulu omasipala abangama-50 abaye bathola imibiko engemihle, ikakhulukazi laba abangama-25 asebethole imibiko engemihle iminyaka emihlanu edlulIKhabhinethi ithanda futhi ukuzwakalisa ukungenami kwayo ngalabo omasipala abasaqhubeka nokuqasha abantu abangenazo izicucu ezifanele nokwenza ukuthi ishaywe indiva indlela yokuphatha kahle umsebenz UNgqongqoshe Wokwengamelo Ngokubambisana kanye Nezendabuko, ngokusebenzisana nomasipala, uzolusheshisa uhlelo lokusombulula lezi zinkinga Izinqumo zeKhabhinethi eziqavile IKhabhinethi igunyaze Uhlelo Oluyicebo Lokujika Izinto Kwisikhungo Seposi eNingizimu Afrika (i-SAPO).","approac Cabinet welcomes that as part of the Back to Basics Strategy, special attention will be given to the 50 municipalities that received disclaimed audit opinions, particularly the 25 that received disclaimed opinions for the past five yearCabinet also expresses its concern over those municipalities that continue to employ unqualified people and thereby undermine good governance practice The Minister of Cooperative Governance and Traditional Affairs, working with the municipalities, will expedite the process of resolving these issues",0.8860297
"[ 0.08807982  0.07440768 -0.11682168 ...  1.0086827   0.8280383
  1.2728306 ]",[0.01693974 0.02819922 0.0055278  ... 0.04266804 0.03730579 0.02764642],"Lolu hlelo lukwazile ukusiza ngokuthi kuhlonzwe izinkinga futhi lwakwazi nokuvela namacebo amasha nanqala angakwazi ukusiza ukushintsha izinto zime ngononina kule nkampan Njengamanje kunohlelo olusha lwebhizinisi olwenziwayo ukunciphisa ukwethembela kakhulu kwibhizinisi lokuthuthwa kwezincwadi ukuze i-SAPO ikwazi ukuba nezindlela ezixubile nezisimeme ukungenisa imal IKhabhinethi inethemba elikhulu lokuthi leli cebo lizoyiqhubela phambili i-SAP UNgqongqoshe Womnyango Wezengqalasizinda Yezokuxhumana Nezinsizakalo Zeposi, ngokubambisana nabaphathi be-SAPO, bazobamba umhlangano okhethekile nabemithombo yezindaba ukuchaza kabanzi ngalolu hlel IKhabhinethi igunyaze ukwethulwa kombiko wokuqala weNingizimu Afrika ngokuphunyeleliswa Komqulu wase-Afrika Ngamalungelo kanye Nenhlalakahle Yabantwana (weminyaka yezi-2000-2013), nobekwe ezithebeni zePhalamend Lo mbiko watholakala uvela Kwikomidi Longoti base-Afrika Ngamalungelo kanye Nenhlalakahle Yabantwan IKhabhinethi iziphasisile izindlela zokubusa ukuqinisekisa ukuba khona kwendlela ehlanganisa konke, elandelekelayo neyenza ukuthi wonke umuntu abambe iqhaza ekwenzeni ukuthi Umqulu wase-Afrika Ngamalungelo kanye Nenhlalakahle Yabantwana uyahambisana namalungelo angokomthethosisekelo abantwanUkwethula kombiko waseNingizimu Afrika kuhambisana nemithetho kanye nezibopho eziyizivumelwano zamazwe omhlab Lo mbiko-ke uphinda futhi udlale indima njengesikali sokuzibheka ukuthi ngabe sesihambe ibanga elingakanani thina njengesizwe ekuhlonishweni kwamalungelo kanye nenhlalakahle yabantwana Isimo seKhabhinethi ezindabeni ezisematheni","Cabinet commends the successful hosting of the World Economic Forum (WEF) Africa in Cape Town last week, which reaffirms that the country is a world-class international destination for high profile event WEF Africa provided a platform for government to showcase South Africa as an investment and business destination, which is critical to meeting the objective of the National Development Plan (NDP).Cabinet also welcomes the significant role played by the media sector in ensuring that information from this critical event was carried across various platforms to allow issues to resonate with South AfricanSouth Africa s credit rating at BBB by Fitch Ratings reaffirms that the country remains open to foreign investment and further demonstrates government s commitment to prudent fiscal managemen Meanwhile, the issues raised by Fitch are receiving government s attention at the highest leve",0.83460766
[0.24819632 0.01831865 0.08739708 ... 1.3702726  0.6979968  1.0889418 ],[0.00647167 0.00085259 0.04460503 ... 0.02245543 0.0161574  0.02593282],"IKhabhinethi ikushayela ihlombe ukuqhutshwa ngempumelelo Kwesithangami Somhlaba Sezomnotho (i-WEF) e-Afrika eKapa ngesonto eledlule, nokuwubufakazi obugcwele obuthi leli lizwe libalwa nahamba phambili emhlabeni ekusingatheni imicimbi eseqopheleni eliphezul I-WEF yase-Afrika ihlinzeke ngenkundla efanele kuhulumeni ukuthi akwazi ukhangisa ngeNingizimu Afrika njengendawo okungatshalwa kuyo izimali kanye nendawo engahanjelwa ngenjabulo ngabamabhizinisi, nokuyinto ebaluleke kakhulu ekuhlangabezaneni nezinhloso Zohlelo Lokuthuthukiswa Kwezwe (i-NDP).IKhabhinethi futhi iyayemukela indima edlalwe umkhakha wabezindaba ekuqinisekiseni ukuthi ulwazi ngalesi sithangami sibalulekile lwaphumela kuzona zonke izinhlaka ukuvumela ukuthi izinto okwabikwa ngazo zikwazi ukuthinta bonke abantu baseNingizimu AfrikUkubekwa kweNingizimu Afrika yi-Fitch Ratings ibe sezingeni elingu-BBB kuqinisekisa khona ukuthi izwe lisavulelekile kubatshalizimali bangaphandle futhi kukhombisa ukuzibophezela kukahulumeni ekuphathweni kwezimali ngobuhlakan Khonamanjalo, izinto ezabekwa yi-Fitch uhulumeni usazibheka esigabeni esikhulu phezul IKhabhinethi iyakwemukela ukwethulwa kwe-Media Landscape 2014","Celebrating 20 Years of South Africa s Media, which captures various aspects of the inspiring past 21 years in which media have played a critical rol Each chapter considers the media landscape from 1994 and reflects on how far we have come, while considering future challenge Most of the stakeholders agree that much has been achieved in this disciplinCabinet urges those in the media, academia, civil society and government to read Media Landscape 2014, which provokes informed debate and discussion on the 20 years of the media in a democratic South Afric The publication offers an objective and honest account of the country s media secto In the drafting process it fostered strong collaboration between government and the media industry, through leaders and civil society organisation",0.8164911
[0.05432155 0.0540044  1.6779715  ... 0.98686016 0.9616899  0.99152684],"[ 1.6020946e-02  4.0672699e-06 -1.4550924e-04 ...  1.1973037e-02
  2.2693930e-02  1.6544977e-02]","Celebrating 20 Years of South Africa s Media, nekhuluma ngeminxa eminingi eyahlukene ngesikhathi esidlule kuso esigqugquzelayo esiminyaka engama-21 eyedlule lapho abezindaba bedlale indima ebalulekile khon Isahluko ngasinye sibheka isikhathi sabezindaba kusukela ngonyaka wezi-1994 futhi iveza nokuthi sisuka kuphi, bese futhi sibheka izinselelo zangomus Izinhlaka eziningi ezibambe iqhaza kulo mkhakha ziyavuma ukuthi kuningi osekuzuziwe kule ndimIKhabhinethi ikhuthaza abezindaba, izifundiswa, umphakathi wonkana kanye nohulumeni imbala ukuthi bayifunde i-Media Landscape 2014, nevusa ukuthi kube nempikiswano ngezinto esinolwazi ngazo kanye nanokuthi kube nengxoxo ngeminyaka engama-20 yabezindaba eNingizimu Afrika ebuswa ngentando yening Le ncwadi ibeka uhlangothi olungachemile futhi nolunokwethembeka lwabezindaba kuleli lizw Ngenkathi le ncwadi isahlanganiswa, yenza ukuthi kwaba namaxhama okuxhumana aqinile phakathi kukahulumeni nabezindaba ngezinhlangano zabaholi kanye nalezo zomphakath IKhabhinethi iqinisekisa ukulwethemba kwayo Uphiko Lwezokushushisa Lukazwelonke (i-NPA) ukuthi luzowenza ngendlela efanele umsebenzi walo njengalokhu ibalulwe nguMthethosisekelo, naphezu koshintsho oluye lwenzeka ebuholini bayI-NPA isazibophezele emsebenzini wayo, futhi inezinhlaka nezinhlelo ezifanele ukuqhubeka nokukhuthaza umphakathi ongahlaselwe wubugebeng Ngonyaka wezi-2014 le nhlangano iye yakhuphula kakhulu izinga layo lokushushisa ngempumelelo kwagwetshwa abantu kuwona wonke amazinga ezinkantolo kanti lokhu ikwenze ngempumelelo engama-9 (amacala ayizi-273 641) ezinkantolo zesifunda khona kube, ama-76% (amacala ayizi-27 246) ezinkantolo zesifundakazi kwase kuba ngama-88% (amacala angama-911) kuzona zonke izinkatolo eziphakem IKhabhinethi iyakwemukelwa ukukhishwa Kocwaningo lokuqala lwaseNingizimu Afrika Mayelana Nokucwaswa nobelugxile kakhulu emicabangweni abantu abanayo Ngegciwane Lesandulelangculazi (i-HIV) kanye Nengculazi (i-AIDS) kuhlanganisa nesifo sofuba (i-TB) Kwingqungquthela yaseNingizimu Afrika Yesi-7 Yengculazi, nokumanje iyaqhubeka e-Durba Ucwaningo Ngokucwaswa, nokungolunye lwezincwaningo ezinkulu kakhulu emhlabeni, luhlinzeka ngezinto ezintsha nezibambekayo kanye nezinhlelo zokulwa nokucwaswa kanye nokukhishwa inyumbazane kwabantu abaphila ne-HIV kanye ne-T IKhabhinethi iyakwemukela ukuphumelela Kwesonto Lokuvikelwa Kwabantwana (i-CPW) futhi isakugcizelela namanje ukuthi inkunzi isematholeni futhi ikhuthaza imiphakathi ukuthi ibavikele abantwana bangabi yizisulu zokunganakwa kanye nokuhlukunyezw Kanti futhi iKhabhinethi ithanda ukubonga kakhulu kuzona zonke izikhungo zikahulumeni, umphakathi wonkana kanye nalabo okubanjiswene nabo ezinhlelweni ezithinta ezenhlalo yomphakathi abasebenza ngokukhulu ukuzimisela nokuzikhandla ngisho nangemuva kokuba i-CPW isidlulile ukuqwashisa imiphakathi mayelana nokuvikelwa kwabantwana beth","Cabinet approved that the feedback received on South Africa s initial report on the implementation of the African Charter on the Rights and Welfare of the Child (2000-2013), be tabled in Parliamen This report was received from the African Committee of Experts on the Rights and Welfare of the Chil Cabinet endorsed the governance mechanisms to ensure an integrated, coherent and participatory approach to the implementation of the African Charter on the Rights and Welfare of the Child in compliance to the constitutional rights of childreSubmission of South Africa s report is in line with international treaty laws and obligation This report also serves as a barometer on how the nation is progressing on upholding children s rights and well-being",0.7855538
"[ 0.9527418  -0.00669521  4.397012   ...  0.777713    1.5145574
  1.9479545 ]","[ 0.02929731 -0.0025347   0.10938367 ...  0.06290096  0.02836586
  0.07488327]","IKhabhinethi iyakwemukela ukushintsha kwezinto ngamandla kwa-Telkom nokuyinkampani lapho uhulumeni eneqhaza alibambile khona, ngoba unamashezi alinganiselwa kuma-40%.","Cabinet welcomes the strong turnaround at Telkom in which government is a major shareholder, owning a 40% stak The company s turnaround has led to strong growth in revenue and a dividend for the first time since 2011 of 245 cent",0.79644835
