zu,en,src_text,trg_text,Cosine_Score
"[ 0.97229224 -0.23632535  0.38564235 ...  1.1458067   1.352995
  2.4611323 ]","[ 0.02572083 -0.00024372  0.00483864 ...  0.01104143  0.02291093
  0.07485956]","Isitatimende Somhlangano Ojwayelekile WeKhabhinethi owabanjelwa e-Union Buildings, ePitori, ngoLwesihlanu mhla ziyi-13 kuZibandlela 2019 Izindaba Ezisematheni1.","Statement on the Cabinet Ordinary Meeting held at Union Buildings, Pretoria on Friday, 13 December 20191.",0.82715786
"[ 0.418639    0.05748632 -0.2584366  ...  1.3686451   0.5142341
  0.5617137 ]","[ 0.02245648  0.00170542 -0.00024905 ...  0.04143729  0.0303412
  0.01664303]","Inkampani yakwa-Eskom IKhabhinethi liyeseka ngokuphelele imizamo okuhloswe ngayo ukuqinisekisa ukuthi ugesi uyatholakala ngaso sonke isikhathi ezweni leth Mayelana nalokhu-ke, iKhabhinethi seliyalele uNgqongqoshe Wezamabhizinisi Kahulumeni ukuthi axoxisane noMphathi Omkhulu uMnu Andre de Ruyter ukuze aqale ukusebenza ngaphambi kosuku obelubekiwe phambilin UMnu de Ruyter, ebambisene nethimba labaphathi, uzothatha izinyathelo ezisheshayo zokulungisa izinkinga eziphathelene nokuphathwa kwenkampani yakwa-Eskom, nokungaphathwa kahle kwezimali, futhi kusenjalo abuyisele isimo kwesejwayelekile emisebenzini yansukuzonke eyenziwa yile nkampan Lokhu kubandakanya ukubhekana ngqo nomsebenzi omkhulukazi osalele emuva wokulungiswa kwezinsiza-kusebenza nengqalasizinda esigugile eziteshini eziphehla amandla kagesi futhi kulungiswe izinkinga kanye nezimo eziphathelene nokungakheki kahle kwengqalasizinda ezingadala umonakalo omkhulu eziteshini eziphehla amandla kagesi, i-Medupi kanye neKusil IPhini likaMongameli, u-David Mabuza uzobiza isiThangami Sokuhlela Ngobunyoninco Esizobhekana Nezinkinga Zamandla Kagesi futhi Sithathe Izinyathelo Ezisheshayo, okuyisithangami esesivuselelwe kabusha, esibandakanya uNgqongqoshe Wezezimali uTito Mboweni; uNgqongqoshe Wezezimbiwa Nezamandla uGwede Mantashe kanye noNgqongqoshe Gordha","Issues in the environmentEskomCabinet fully supports all efforts meant to ensure electricity supply certainty in our countr In this regard, Cabinet has mandated Public Enterprises Minister Pravin Gordhan to negotiate with the Chief Executive Officer Mr Andre de Ruyter to commence his duties earlier than the set datMr de Ruyter together with his management team will immediately deal with the concerning issues of governance, lack of financial management as well as stabilize the operations of Esko",0.8734666
[0.14460061 0.04947246 0.3336996  ... 0.86872894 0.77072114 0.86204785],"[ 0.00722527 -0.00054348  0.00310176 ...  0.01410272  0.03912405
  0.03402599]","Leli thimba lizobhekana ngqo nanoma yiziphi izinselele eziphathelene nokuphakelwa kwamandla kagesi kulel Ugesi ovuselelekayo uzodlala indima esemqoka kakhulu ekuphakelweni kwamandla kagesi kuleli, ngenhloso yokulekelela imizamo yenkampani yakwa-Eskom yokuphakela ugesi ezweni Uhlelo Lokuhlunyeleliswa Nokuvuselelwa Kwesimo Sezimali Senkampani Yezindiza yaseNingizimu Afrika (i-SAA) Kuleli viki eledlule inkampani yakwa-SAA ifakwe ngaphansi koHlelo Lokuhlunyeleliswa Nokuvuselelwa Kwesimo Sezimali Ebhizinisin IKhabhinethi liyathemba ukuthi lolu hlelo lokungenelela luzolekelela ekuhleleni kabusha le nkampani kazwelonke yezindiza luyibeke esimweni sokuthi ibe yinkampani enohlonze futhi esesimweni sokuncintisana ngempumelelelo nezinye izinkampani zezindiza, futhi ngokuhamba kwesikhathi iphinde ithole ukwethenjwa yibo bonke abantu baseNingizimu Afrika futhi ihehe nezinkampani ezizosebenzisana nayo ngokuthi zithenge amasheya kuyon IKhabhinethi likwamukele ngezandla ezimhlophe ukuqokwa kukaNgoti Wohlelo Lokuhlunyeleliswa Nokuvuselelwa Kwesimo Sezimali Ebhizinisini uMnu Les Matuson wenkampani i-Matuson Associate","The team will deal with any challenges to our energy supply in the countrRenewables will play a key role in our energy supply to complement the efforts of Esko South African Airways (SAA) Business RescueThe SAA was this past week placed under Business Rescu Cabinet is confident that this intervention will assist in repositioning the national airline into a stronger, competitive entity that with time will gain confidence of all South Africans and attract equity partnerCabinet has welcomed the appointment of the Business Rescue Practitioner Mr Les Matuson from the Matuson Associate",0.86146337
"[ 0.09591766 -0.07600714 -0.0485735  ...  1.101234    0.865954
  0.31519124]",[0.01525088 0.00440306 0.00313806 ... 0.02450513 0.02338769 0.01317908],"Uzosebenzisana neziNkampani Zabantu Abamnyama ezizomenyezelwa ngokuhamba kwesikhath Inkampani yakwa-SAA izothola usizo lwezimali oluvela kuhulumeni olwengeziwe oluyizigidigidi ezimbili zamarandi ngenhloso yokufaka isandla ekuhlelweni kabusha okunohlonze okuzokwenziwa kule nkampani yezindiz Futhi, nalezo zinkampani ezikhona njengamanje eziboleka abakwa-SAA izimali nazo zizohlinzeka ngemali engeziwe eyizigidigidi ezimbili zamarand IKhabhinethi liyathemba ukuthi lolu xhasomali luzobuyisa isithunzi sale nkampani yezindiza futhi lugweme ukufadalala kwayo okungaba nomthelela omubi kakhulu kubagibeli, abahlinzeki bempahla nezinsizakalo, kanye nabanye ebambisene nabo kulo mkhakha wezindiza, ikakhulukazi abasebenzi bay UNgqongqoshe Gordhan uzohlinzeka iKhabhinethi njalo, futhi ngokuqhubekayo, ngemibiko yenqubekelaphambili eseyenziwe oHlelweni Lokuhlunyeleliswa Nokuvuselelwa Kwesimo Sezimali sale nkampani Izikhukhula IKhabhinethi lidlulisa amazwi enduduzo kulabo abalahlekelwe yizihlobo zabo ngenxa yezikhukhula zakamuva ezikhahlameze izingxenye zezwe ezihlukahluken Uhulumeni uhola uhlelo lokungenelela olumkhakha-mningi ngokusebenzisa iSizinda Sikazwelonke Sokuphathwa Kwezinhlekelele ukuze kubhekwane nomonakalo omkhulu odalwe yilezi zikhukhul IKhabhinethi lilwamukela ngezandla ezimhlophe usizo oluvela ezinhlanganweni ezihlukahlukene ezihlinzeka ngosizo oluphuthumayo lokubhekana nalesi sim Ukuthuthwa kwabantu asebengondinga sithebeni besuswa ezakhiweni kanye nasezindaweni ezicekeleke phansi beyohlaliswa emahholo omphakathi kuwuphawu olubonisa umoya wobuntu boqob IKhabhinethi liyawunxusa umphakathi ukuthi ukulalele lokho okushiwo ezixwayisweni nezeluleko eziphathelene nesimo esibi sezul Ayingozi enkulu kubantu amanzi ageleza ngesivinini esikhulu, futhi abashayeli kanye nabantu abahamba ngezinyawo bayanxuswa ukuba bacophelele kakhulu futhi bakugweme ngokuphelele ukusebenzisa imizila nemigwaqo enganywe yizikhukhul Labo bantu abahlala ezindaweni eziphansi, ezisengcupheni yokuhlaselwa yizikhukhula ezivela emifuleni nasemadanyini agcwele ngokweqile, bayaxwayiswa ukuthi bacophelele futhi basuke ngokushesha baye ezindaweni eziphephile uma bebona izimpawu zokuqala zezikhukhul Ungabeki impilo yakho engcupheni ngokubhukuda emadanyini nasemifuleni ngenkathi kuna izimvula ezinkulu Isikhathi Samaholidi KaKhisimusi IKhabhinethi lifisela bonke abantu baseNingizimu Afrika amaholidi kaKhisimusi aphephile nonyaka omusha onempumelel Njengabantu bakuleli kumele siqhubeke nokubonisa umoya wobuntu kubantu bakithi eNingizimu Afrika kanye nasezivakashini ezihambele kuleli ngalesi sikhathi sentokoz IKhabhinethi liyabanxusa bonke abantu baseNingizimu Afrika ukuthi bahloniphe imithetho yomgwaqo ngenkathi besendleleni beya ezindaweni abazochitha kuzona amaholidi futhi baqhubeke nokwenzanjalo esikhathini sonkana samaholidi kaKhisimus Kungumthwalo osemahlombe ethu sonke ngothi lwethu ukunciphisa isibhicongo sezingozi zomgwaq","He will work with the Black Partners that will be announced in due coursThe SAA will receive an additional R2 billion in financial assistance from government to contribute towards the radical restructuring of the airlin Also, the existing SAA lenders will provide an additional R2 billioCabinet is confident that this intervention will restore the reputation of the airline and prevent the collapse which would have had a negative impact on passengers, suppliers and other partners in the aviation sector and importantly, the workforcMinister Gordhan will report progress regarding this Business Rescue intervention to Cabinet on a regular basi FloodingCabinet sends condolences to those who lost their loved ones as a result of the recent floods experienced in various parts of the countrGovernment is coordinating a multidisciplinary intervention through the National Disaster Management Centre to respond to the devastation caused by these floodCabinet welcomes the support of various organisations in providing rapid relief effort",0.84304124
[1.0943501  0.5077231  0.05591121 ... 1.8636818  1.1968316  1.1436846 ],[0.01991664 0.01338723 0.00205192 ... 0.01223343 0.04149109 0.00119376],"Ukuziphatha kahle emgwaqeni kubandakanya ukugwema utshwala uma sizoshayela izimoto zethu, sihloniphe umkhawulo obekiwe wesivinini somgwaqo, futhi sibacabangele nabanye abasebenzisi bomgwaqo, kubandakanya nabantu abahamba ngezinyaw Masibambisane ekusindiseni imiphefumulo yabantu emgwaqeni #LiveBeyondDezemba #Arrive Aliv Isiqalile","Responsible behaviour on the road includes no drinking and driving, driving within the speed limits, being considerate for other road users, including pedestrian",0.78519136
"[ 1.0241861  -0.27498373 -0.2323755  ...  0.4086387   0.9556498
  1.2841022 ]","[ 0.01096299 -0.00075249 -0.00017729 ...  0.00738283  0.01551667
  0.00513854]",iMikhankaso Kahulumeni Yokuqinisekisa Ukuphepha Ngesikhathi Samaholidi KaKhisimusi,Safer Festive Season Operations,0.7130817
"[ 0.30816948  0.33503142 -0.18620251 ...  1.1769285   0.89732105
  0.7290312 ]",[0.00964316 0.04876093 0.00356704 ... 0.0203488  0.03099297 0.04533786],"njengoba uMbutho Wamaphoyisa aseNingizimu Afrika (i-SAPS) uphume ngezinkani kulesi sikhathi samaholid Izakhamuzi zakuleli ziyakhuthazwa ukuthi zisebenzise uhlelo-kusebenza lukamakhalekhukhwini i-MySAPS App, okuwuhlelo-kusebenza oluyingqayizivele futhi olungolokuqala ngqa ukusetshenziswa kuleli zwekazi lase-Afrik Lolu hlelo-kusebenza lukamakhalekhukhwini olusha luvumela izakhamuzi ukuthi zikwazi ukuxhumana kahle namaphoyisa ngokuthi zihlinzeke ngolwazi oluphathelene nobugebengu ngaphandle kokudalula amagama azo, futhi luyazilekelela izakhamuzi ukuthi zikwazi ukuthola kalula ukuthi sikuphi isiteshi samaphoyisa esiseduzane kanye nezikhungo okutholakala kuzona usizo lwamaphoyisa, futhi loluhlelo-kusebenza luvumela nezisulu zobugebengu ukuthi zithumele imiyalezo esheshayo uma zihlangabezana nesimo esiphuthumayo futhi zidinga usizo ngokushesh IKhabhinethi liyabanxusa futhi nabazali kanye nabalondolozi bezingane ukuba baqinisekise ukuthi abazishiyi zodwa izingane ngalesi sikhathi samaholid IKhabhinethi liyabakhuthaza abantu baseNingizimu Afrika ukuthi bazibandakanye kulokho okubizwa phecelezi nge-Sho t Left ngokuthi bavakashele izindawo zakuleli ezidumile eziheha abavakashi futhi basekele nemicimbi yakulel Ukusebenzisa izinkampani zokuvakasha ezibhaliswe ngokusemthethweni noma abaphelezeli bezivakazi abarejistiwe kuzoqinisekisa ukuphepha kwezivakashi futhi kwenze ukuba zikuthokozele kakhulu ukuvakasha kwaz Imininingwane yabaphelezeli bezivakashi abarejistiwe iyatholakala kumawebhusayithi amahhovisi ezokuvakasha ezifundazweni ezihlukahlukene Imiphumela kaMatikuletsheni yowezi-2019 IKhabhinethi lidlulisa amazwi okubonga kothisha, abafundi kanye nabazali ngokubambisana kwabo nohulumeni ekuqinisekiseni ukuthi kuphothulwa ngempumelelo ukuhlolwa kukamatikuletsheni kowezi-2019.","has already started with the South African Police Service (SAPS) out in force during this perio Citizens are encouraged to use the MySAPS mobile App, which is the first of its kind on the African continenThe new App allows citizens to interact with law-enforcement officials more effectively by providing tip-offs anonymously, finding nearest police stations and facilities, and allowing a victim of crime to send messages instantly during an emergencCabinet also appeals to parents and guardians to ensure that children are not left unattended during this timCabinet encourages South Africans to take a Sho t Left by visiting local attractions and support domestic event The use of registered tour operators or tourist guides will ensure safety and enhance travel experience Details of registered tourist guides can be found on the various Provincial Tourism Office website 2019 National Senior Certificate (NSC) Examination resultsCabinet thanks teachers, learners and parents for working with government to ensure the successful conclusion of the 2019 NSC Examination Results will be announced on the evening of 7 January 2020 and matriculants are encouraged to visit the website of the Department of Basic Education (wweducatiogoza) or register via SMS by sending their ID number and Exam number to 35658 to get their result",0.88032866
"[ 0.48614794  0.03127501 -0.191781   ...  1.2380663   0.5600826
  1.900302  ]","[ 0.01891345 -0.00178924 -0.00011724 ...  0.00913493  0.00502346
  0.03322417]",Imiphumela izomenyezelwa kusihlwa mhla ziyisi-7 kuMasingana 2020 futhi abafundi bakamatikuletsheni bayakhuthazwa ukuthi bavakashele iwebhusayithi yoMnyango Wezemfundo Eyisisekelo (wweducatiogoza) noma babhalise nge-SMS ngokuthumela izinombolo zabo zomazisi kanye nenombolo yokubhalisela ukuhlolwa ku-35658 ukuze bathole imiphumela yab,"The Department of Social Development will at a later stage unpack the two proposed billCabinet approved the submission of the Expropriation Bill of 2019 for public commen The Bill has been enhanced by inputs from the extensive consultation with the public and from different formation Once passed into law, the Bill will provide uniform procedures to be followed when effecting the expropriatio It provides a legal framework for government departments and other organs of state in the three spheres of government to apply uniform land and other infrastructure expropriation procedure Cabinet approved the publication of the draft Upstream Petroleum Resources Development Bill for public commen",0.7443008
[ 0.9698475 -0.2242705 -0.2955736 ...  0.010546   0.3087972  0.5301516],"[ 2.4446864e-02  2.0125718e-03 -5.9312930e-05 ...  3.0648924e-02
  1.8339014e-02  2.8849397e-02]",Izinqumo ZeKhabinethi6.,"(3) The cost recovery mechanism for blending of biofuel (4) The Biofuels subsidy mechanism for biofuels farmer support and biofuel manufacturer s suppor (5) the selection criteria for biofuel projects requiring a subsid The framework document can be accessed through the Department of Energy website: wwenerggoz National Security CouncilCabinet approved the re-establishment of the National Security Council to streamline the coordination of all the security related work of the countr The council will be responsible for the approval of the National Security Strategy, the National Intelligence priorities of the country and National Intelligence Estimate",0.36357394
[0.58209836 0.02564438 1.7823449  ... 0.82256556 0.4500592  0.72764903],"[ 0.02832438 -0.00111122 -0.00019515 ...  0.03008913  0.02380256
  0.02980795]","Uhlaka Lomthethonqubo Wokulawula Imikhiqizo Yezibaseli Ezenziwe Ngezinto Zemvelo IKhabhinethi lilugunyazile uHlaka Lomthethonqubo Wokulawula Imikhiqizo Yezibaseli Ezenziwe Ngezinto Zemvelo, oluzoqalisa ukusebenza kweQhingasu Lezimboni Lemikhiqizo Yezibaseli Ezenziwe Ngezinto Zemvel Izibaseli ezenziwe ngezinto zemvelo zamukelekile emhlabeni wonke jikelele njengezibaseli ezikhiqiza ikhabhoni encane ezingasetshenziswa esikhundleni sezibaseli ezijwayelekil Lezi zibaseli zihlanganiswa nemikhiqizo yezibaseli embiwa phansi ejwayelekile, futhi lokhu kwenzelwa ukunciphisa izingcolisi-moya ezikhiqizwa ngamafutha ezithuth Lolu hlaka luhlinzeka ngemikhakha emihlanu okumele ilawulwe, (1) iNqubo-kusebenza yemikhiqizo eluhlaz Le nqubo-kusebenza inciphisa ubungozi bohlelo lwemikhiqizo yezibaseli ezenziwe ngezinto zemvelo ukuze kuqinisekiswe ukutholakala kokudla okwanel (2) Imithethonqubo yokuxuba ephoqelekile ukuze kulethwe ukuqiniseka ngemfuno-sidingo yemikhiqizo yezibaseli ezenziwe ngezinto zemvel","Cabinet decisionsBiofuels Regulatory FrameworkCabinet approved the Biofuels Regulatory Framework, which will give effect to the implementation of the Biofuel Industrial Strateg Biofuels are internationally recognised as immediate less carbon-intensive substitut They blend fuel for conventional mineral fuels so as to reduce air pollutant from the use of transport fueThe framework provides five areas to be regulated namely (1) the feedstock Protoco The protocol mitigates the risk of the biofuels programme towards food securit (2) The mandatory blending regulations so as to create certainty of biofuels deman",0.86102784
