zu,en,src_text,trg_text,Cosine_Score
"[ 0.95123446 -0.22108221  0.05397362 ...  0.9189938   1.2968571
  1.3209363 ]",[0.01058964 0.00087134 0.00423191 ... 0.01402189 0.00869461 0.02905181],"IKhabhinethi labamba umhlangano walo ngoLwesithathu, mhla zingama-26 kuNhlangulana 2019 e-Tuynhuys eKap Izindaba Ezisematheni1.","Cabinet met on Wednesday, 26 June 2019 at Tuynhuys in Cape Tow Issues in the environment 1.",0.8605743
"[ 0.550367    0.08865373 -0.22250907 ...  1.046419    1.8688674
  0.65979815]","[ 0.00770884 -0.00263882  0.0030817  ...  0.02770327  0.04342701
  0.01605669]",Inkulumo Echaza Ngesimo Sezwe (i-SoNA),State of the Nation Address (SoNA),0.7893697
[1.1444255  0.2006584  0.25977248 ... 0.9744729  0.8530963  2.0269043 ],"[ 0.00994234 -0.00018567  0.00294822 ...  0.03229869  0.02410697
  0.02921582]","I-SoNA yokuqala kaMongameli Cyril Ramaphosa yehlandla lokuphatha lesithupha lombuso wentando yeningi labantu, ebanjwe ngesonto eledlule, ikhuthaze futhi yafaka ugqozi kuzo zonke izakhamizi zaseNingizimu Afrika ukuthi zisebenzele ukufezekisa ikusasa elinempumelelo kumuntu wonk I-SoNA yowezi-2019 iphendla indlela yokuqaliswa kokusebenza kwegunya elanikezwa iqembu elibusayo okhethweni ngabantu bakulel","President Cyril Ramaphosa s first SoNA of the sixth democratic administration last week, inspired and galvanized all South Africans to work towards a shared prosperous futur SoNA 2019 charts the course for the implementation of the electoral mandate received by the governing party from our peopl This sets out how working together, we will improve the lives of South Africans and grow the economy for our country, by addressing the persistent realities of unemployment, poverty and inequalit President Ramaphosa s call for a new social compact requires the contribution of all South Africans working together to overcome our challenges and place the country on a path of greater growt This includes expanding the industrial sector, strengthening the mining industry, supporting the agricultural sector, improving the skills base of our youth and making it easier for tourists to visit the countr As South Africans, we must continue to encourage and support local industries and buy local product The hard work that government will undertake is anchored in seven key priorities that it will pursue over the next five years, and give effect to the National Development Plan (NDP) and our drive to attain Vision 2035.",0.7886332
[0.49547315 0.47510388 0.00797602 ... 1.4699974  0.8641043  1.194513  ],"[-0.00019689 -0.00042189  0.0010821  ...  0.02533566  0.02288115
  0.03390057]","Lokhu kukubeka ngokucacile ukuthi ngokusebenzisana, sizozithuthukisa kanjani izimpilo zezakhamizi zaseNingizimu Afrika futhi sikhulise umnotho wezwe lethu, ngokubhekana ngqo nezinkinga ezilokhu ziqhubeke njalo zokuntuleka kwamathuba omsebenzi, ububha kanye nokungalingan Isicelo sikaMongameli Ramaphosa sokuthi kube nesivumelwano esisha somphakathi wonkana sidinga ukuthi zonke izakhamizi zaseNingizimu Afrika zifake isandla futhi zisebenzisane ukunqoba izinselele esibhekene nazo njengezwe, futhi silikhulise ngamandla izwe leth","us reparing the economy and reparing the broken parts of our state machinery in the implementation of the electoral mandat This will lead us to achieve the South Africa we want and the South Africa of our dreams as encapsulated in Vision 2030 of the ND Cabinet calls on all social partners, business, labour, civil society and political formations, to reinforce their collaborative efforts in making our country a better place for all and take shared responsibility for accelerating the country s growth trajector On our part as government we will redouble and triple our endevours as directed by the President to remove an impediments to the growth of our economy and build the capacity of our state organs to deliver to our peopl During July, respective Ministers will table their Budget Vote statements, in which practical plans will further be unveiled in order to realise the vision that the President has put before the natio 2.",0.79993796
"[ 0.19607943 -0.29297104  0.08617824 ...  1.086864    1.1486257
  0.83328956]","[ 2.7280957e-02  3.6547929e-03 -6.4573924e-06 ...  2.6828449e-02
  2.1697182e-02  4.2122535e-02]","Lokhu kubandakanya ukwelula nokukhulisa umkhakha wezimboni, ukuqinisa imboni yezimayini, ukweseka umkhakha wezolimo, ukukhulisa isibalo sentsha yakuleli enamakhono kanye nokwenza kube lula ukuthi zikwazi ukuvakashela kuleli izivakashi ezivela kwamanye amazw Njengezakhamizi zaseNingizimu Afrika, kumele siqhubeke nokukhuthaza izimboni zakuleli futhi sithenge imikhiqizo eyakhiwe kulel","Take Action, Inspire change, Make every day a Mandela Day , by taking collective action against povert South Africans can participate in active citizenship by joining their communities and various organisations that will undertake initiatives to eradicate hunger and homelessness, build safer communities and ensure that children have access to educatio Let us all participate in this global initiative named after one of our iconic leaders and build sustainable programmes that last beyond the month of Jul Let us take action, inspire change and make every day a Mandela Day Messages",0.75257367
"[ 0.4528734  -0.13345397  4.5355287  ...  1.4763054   0.6453457
  2.5776975 ]","[-0.00037148 -0.00036354  0.03575989 ...  0.01239229  0.0459597
  0.0426632 ]","Umsebenzi onzima ozokwenziwa nguhulumeni wakhelwe phezu kwezinhlelo eziyisikhombisa eziseqhulwini ezizoqhutshwa nguhulumeni kule minyaka emihlanu ezayo, ukuze kuqaliswe ukusebenza koHlelo Lokuthuthukiswa Kwezwe (i-NDP) kanye nempokophelo yethu yokufinyelela kwiNhloso-mbono yowezi-2030.","The roundtable is viewed in tandem with a future event, to take place on the margins of the Tokyo International Conference on Africa s Development (TICAD) to be held from 28 to 30 August 2019 in Yokohama, Japa Japan is South Africa s fifth largest export partner and ninth largest import partne South Africa s participation is guided by the following key pillars: Advancing national interest to attain domestic objectives; Enhancing the African Agenda and promoting Africa s sustained development; Influencing the global multilateral architecture; and Advancing the agenda of the South through strengthening South-South Cooperation and North-South Dialogu 2.",0.69431174
"[ 0.48657364  0.03238523 -0.0746066  ...  1.819321    1.4528283
  2.3083458 ]","[ 0.0103178   0.00125328 -0.00020112 ...  0.03187902  0.02487749
  0.04348553]","Inkulumompendulwano nge-SoNA igqamise ukubaluleka kokuthi sivuselele umnotho futhi silungise izingxenye eziphukile ezinhlakeni zombuso ukuze siqalise ukusebenza kwegunya esalinikezwa okhethwen Lokhu kuzoholela ekufinyeleleni kuNingizimu Afrika esiyifisayo, neNingizimu Afrika esiphupha ngayo njengoba lokhu kuqukethwe kwiNhloso-mbono yowezi-2030 ye-ND","The June Youth Month is a stark reminder of the role played by our youth in creating conditions that led to our freedo The President s SoNA puts the growing of the economy and the creation of jobs for our young people at the epicenter of the Sixth administration s wor The President engaged with various sectors of young people including those living with disabilities, youth in business, in the arts environment and academia prior to his SoNA organised by the National Youth Development Agency under the theme:",0.76249564
"[ 0.16073065 -0.0645057   0.01423676 ...  0.766594    0.8961623
  1.5461743 ]","[ 0.00993847  0.00289808 -0.00049567 ...  0.0166137   0.03845977
  0.01503289]","IKhabhinethi linxusa bonke okubanjiswene nabo emphakathini, abamabhizinisi, abasebenzi, izinhlangano zomphakathi kanye nezinhlangano zezepolitiki, ukuthi baqinise imizamo yabo yokubambisana nokusebenzisana ukuze senze izwe lethu libe yindawo engcono kumuntu wonke futhi sibambe iqhaza ngokuhlanganyela ekusheshiseni ukukhula kwezw","Summi President Cyril Ramaphosa will also lead a delegation of officials and South African business executives in a roundtable discussion with leading Japanese business executive The roundtable will aim to promote awareness of opportunities for trade and investment in South Africa, address the concerns of potential Japanese business partners, and identify and develop potential trade and investment lead The roundtable is being executed in partnership with the Business Council for International Understanding (BCIU), a leading American international business foundation, and the Japanese External Trade Organisation (Jetro).",0.6990699
"[ 0.42729828 -0.03029963 -0.28821024 ...  1.8332932   0.6176161
  0.9424526 ]","[ 0.01071454  0.00115031 -0.00022718 ...  0.02877572  0.0200703
  0.00762179]","Ngasohlangothini lwethu njengohulumeni, sizoyiqinisa ngokuphindaphindiwe imizamo yethu, ngokomyalelo esiwunikezwe nguMongameli, wokuthi kususwe izithiyo ezivimbela ukukhula komnotho wezwe futhi sihlinzeke izinhlaka zombuso ngezinsizakusebenza kanye namandla namakhono afanelekile ukuze zikwazi ukuhlinzeka abantu bakithi ngezinsizakalo abazidingay NgoNtulikazi, oNgqongqoshe bazokwethula izitatimende ZamaVoti Ezabelomali zabo ngokwahlukahlukana kwabo, lapho bezokwenaba khona kabanzi ngezinhlelo eziphathekayo futhi ezinohlonze ezizosetshenziswa ukufezekisa inhlosombono ebekwe nguMongameli phambi kwesizw","This Presidential Youth Dialogue reaffirmed the continued difficulties and challenges faced by our youth that needs urgent intervention by our governmen In this regard we want to confirm that various government programmes, including the Department of Basic Education s Second Chance Programme, the National Youth Service and the Youth Employment Service initiative, go a long way in preparing our youth for the work environmen We nonetherless need to double and triple our efforts as a country in creating the much needed jobs for our young peopl For us to do so it is incumbent upon us to ignite the growth of our economy as directed by our Presiden We know it will not be easy, we know there will not be quick solutions turning around the economy but we also know that it must be done for the sake of our country and our yout Cabinet calls on all sectors to take their cue from the President and to actively engage young people in working together to find practical solutions to challenges they experienc We will also do our part in improving the performance of our economy to create jobs for our young people Reconfiguration of government",0.80444944
"[ 0.38176635 -0.03351623  0.33276272 ...  0.50804883  0.44624686
 -0.00279068]","[ 0.0074164  -0.00353452  0.0013166  ...  0.004825    0.01315479
  0.00997838]",Inyanga Yentsha,Youth Month,0.9255911
"[ 0.5103459   0.04049958 -0.0313438  ...  0.8680066   1.02267
  0.7924801 ]","[ 2.1934858e-02  1.4467752e-02 -4.1051953e-05 ...  1.2145193e-02
  3.4700390e-02  1.4507547e-02]","INyanga kaNhlangulana, okuyiNyanga Yentsha, iyisikhumbuzo esikhulu seqhaza elabanjwa yintsha yakuleli ekwakheni izimo ezaholela enkululekweni yeth I-SoNA kaMongameli ibeka ukukhula komnotho nokudalwa kwamathuba omsebenzi aqondiswe kubantu abasha emnyombweni womsebenzi ozokwenziwa nguhulumeni ngehlandla lokuphatha leSithupha, izwe lethu libuswa nentando yeningi labant UMongameli wabonisana futhi wafakana imilomo nabantu abasha abavela emikhakheni ehlukahlukene, kubandakanya labo abanokukhubazeka, intsha esemkhakheni wezamabhizinisi, emkhakheni wezobuciko nowezifundiswa ngaphambi kokwethula i-SoNA yakhe, ezingxoxweni ezabe zihlelwe wuPhiko Lukazwelonke Lokuthuthukiswa Kwentsha ngaphansi kwesiqubulo esithi:","Mr Botha Msila, a South African sports fan, who has arrived in Egypt in time for the start of the opening of the 2019 Africa Cup of Nation Mr Msila, who mainly hitch-hiked from Cape Town, was assisted by sports broadcaster, Mr Robert Marawa, to secure a flight from Kenya to Cairo to support Bafana Bafan South African singer and songwriter Ms Sho Madjozi, who won the Best New International Act Award at the 2019 BET Awards in Los Angeles, US A team of six South African undergraduate students (from the University of Cape Town and the University of the Witwatersrand) who won first prize against 13 teams at the International Supercomputing Conference in Frankfurt, GermanThe team was under the supervision of the Council for Scientific and Industrial Research s Centre for High Performance Computing, which is an initiative of the Department of Higher Education, Science and Technology, and is one of the three pillars of South Africa s cyberinfrastructure syste The Junior Springboks, whose fighting spirit led to them claiming the bronze medal at the World Rugby Under-20 ChampionshiCabinet wished the following all the best:",0.8072276
"[ 0.7342942  -0.1353704  -0.08363792 ...  0.65943617  1.039898
 -0.05146395]","[ 0.0125517   0.02671606 -0.00066924 ...  0.00668285  0.02221753
  0.00510652]","""Iminyaka engama-25 yentando yeningi labantu - sibungaza ukushabasheka kwentsha"".",celebrating youth activism .,0.6251657
"[ 0.3373002  -0.19367585 -0.12243848 ...  0.6656608   0.5960467
  1.2597783 ]","[ 2.3226479e-02  5.9728418e-04 -4.9546998e-05 ...  3.5533000e-02
  7.2024241e-03  1.2764309e-02]","Lezi zingxoxo phakathi kukaMongameli nabantu abasha zaphinde zagcizelela ubunzima obulokhu buqhubeke njalo kanye nezinselele ebhekene nazo intsha yakuleli, ezidinga ukuthi uhulumeni wakuleli angenelele ngokuphuthumay","Stephan Lofven, to the conferenc The Minister of Employment and Labour, Mr Thulas Nxesi, accompanied the President and also led the tripartite delegation that participated in different committees of the conference and plenary discussions that discussed the report of the International Labour Organisation s Director-Genera Important outcomes of the conference included a joint Centenary Declaration of the partie In addition, the conference adopted a new Convention on Violence and Harassment in the Workplace designed to enhance the protection of vulnerable worker These outcomes are important in setting international benchmarks and guidelines to raise and defend labour rights and standard Cabinet decisions",0.67293084
"[ 0.24701527 -0.08235832 -0.09305754 ...  1.2075218   1.0831716
  0.556745  ]",[0.02641724 0.02427101 0.00178953 ... 0.04381012 0.04246152 0.03961467],"Maqondana nalokhu-ke sifisa ukuqinisekisa ukuthi izinhlelo zikahulumeni ezinhlobonhlobo, kubandakanya noHlelo Lwethuba Lesibili LoMnyango Wezemfundo Eyisisekelo, uPhiko Lukazwelonke Olubhekelela Izidingo Zentsha kanye nohlelo Lokuqashwa Kwentsha, zenza umsebenzi omkhulu impela ukulungiselela intsha yethu umsebenz",To this end Cabinet commits to work with all sectors of our South African society including the private sector Tax Season The revenue generated from income tax ensures government has the capacity to provide much-needed services and social support to millions of less fortunate communitie Cabinet encourages South Africans to prepare their tax submission for the 2018/19 tax seaso Appropriate and efficient revenue collection enables government to ensure fiscal sovereignt Taxpayers who are registered for eFiling or use the new South African Revenue Service s MobiApp can file their income tax returns from 1 July 2019.,0.70555514
