zu,en,src_text,trg_text,Cosine_Score
"[ 0.12172295 -0.33622175  0.258443   ... -0.05734028  0.22555247
  0.25355998]","[ 0.00612392 -0.00153038 -0.00046525 ...  0.00483031  0.01196474
  0.01050531]",Ezisematheni1.,The main contributors to,0.6484122
"[ 0.30137444 -0.27085385 -0.16971838 ...  0.32507882  0.8440371
  0.30438992]","[ 0.00603077 -0.00213661 -0.00047155 ...  0.01474402  0.01121547
  0.00783831]",Ukungqubuzana phakathi kwe-Russia ne-Ukraine,Russia-Ukraine conflict,0.90638125
"[ 0.23370191 -0.13065726 -0.09965169 ...  0.4674205   1.1631747
  0.8373086 ]","[ 0.01051983 -0.00154731 -0.00071516 ...  0.01270606  0.02259489
  0.01420845]",IKhabhinethi lisalokhu likhathazeke kakhulu ngokunqubuzana okuqhubekayo phakathi kwezwe lase-Russia nelase-Ukrain,Cabinet remains deeply concerned by the ongoing Russia-Ukraine conflic,0.90591764
"[ 0.70284253 -0.1402065  -0.21416546 ...  0.52678734  0.45931146
  1.5342188 ]","[ 0.02163804 -0.00158013  0.00541325 ...  0.00553475  0.01963603
  0.02114052]",Umphumela kwezenhlalo-mnotho odalwa ilokhu kungqubuzana uyalimaza kakhulu futhi umthelela wakho uzozwakala emhlabeni jikelel,The socio-economic cost of the conflict is devastating and its impact will be felt around the worl,0.8226353
"[ 0.43033773  0.14712116 -0.18346421 ...  0.03677548  0.8676712
  1.4332961 ]","[ 0.00477147 -0.00198348 -0.00038299 ... -0.00136154  0.0241154
  0.05762968]","IKhabhinethi licela amanxusa ukuthi axoxisane aphume nesisombululo futhi lincenga bonke ababandakanyekayo ukuthi bagcine futhi bavikele amalungelo abantu, futhi bagcine izibopho zabo ngokomthetho wamazwe omhlaba kanye nomthetho wobuntu wamazwe omhlab","Cabinet calls for a negotiated diplomatic solution and urged all parties to uphold and protect human rights, and abide by their obligations in terms of international law and international humanitarian la",0.8964319
"[-0.1334752  -0.3845576   0.02321836 ...  0.7575652   0.87244236
  0.6908601 ]","[ 0.00118603 -0.00018646 -0.00063455 ... -0.00165913  0.00761614
  0.00496093]",Uhulumeni uyaqhubeka nokusiza izakhamuzi zaseNingizimu Afrika,continue working with its social partners,0.65474224
"[ 0.32781386 -0.07039542  1.424886   ...  0.83076423  0.93044126
  1.1816714 ]","[ 0.01185048 -0.00085517  0.00497278 ...  0.0327561   0.02196178
  0.04010149]",ukuthi zihambe e-Ukraine futhi iningi labo selibuyile ekhay Sikhathazekile futhi ngokungaphathwa kahle kwabantu base-Afrika abazama ukweqa imingcele ngalesi sikhath,Government continues to assist South African citizens to leave Ukraine and a number of them have since returned hom We have also expressed our concern at the ill treatment of Africans trying to cross international borders during this tim,0.8509595
[0.35244688 0.36787137 0.15780567 ... 1.0103575  1.014227   0.7167772 ],"[ 0.0051504  -0.00056946  0.04342701 ...  0.02347034  0.03634677
 -0.00283646]",Sikholwa ukuthi amazwe asathuthuka kumele athokozele ukwabelana ngemibono namandla ezikhungweni eziphethwe umhlab Ngakho-ke iNingizimu Afrika yeseka uhlelo lokusebenza lomhlaba olulinganayo kanye noguquko ezikhungweni zamazwe amaningi ukuthi agqugquzele ukulingan,We believe that developing countries must enjoy a greater share of voice and influence in institutions of global governanc South Africa therefore advocates for a more equitable international system and for the reform of multilateral institutions to promote greater equalit,0.8438531
"[ 0.54063827 -0.4961555  -0.19211255 ...  0.91857755  1.5152453
  1.1936438 ]","[-0.0007426  -0.00120664  0.00581879 ...  0.01753058  0.00780254
  0.01363772]",INgqungquthela Yotshalomali yaseNingizimu Afrika (i-SAIC),South Africa s annual growth,0.6754582
"[ 1.3692514  -0.21714455  0.3930651  ...  0.9450808   1.2065393
  1.7715361 ]",[0.01049078 0.00175668 0.01375685 ... 0.02430225 0.01003687 0.03337477],"INingizimu Afrika izosingatha i-SAIC yesine ngoLwesine, mhla zingama-24 kuNdasa 2022 e-Sandton Convention Centre eGol Ingqungquthela iyingxenye yomkhankaso wotshalomali kahulumeni ukuheha imali eyi-Rtrillion eminyakeni emihlanu, futhi iheha izihambeli eziphuma eNingizimu Afrika nasemhlabeni jikelele ukuzoxoxisana ngamathuba otshalomal","South Africa Investment Conference (SAIC) South Africa will host its fourth SAIC on Thursday, 24 March 2022 at the Sandton Convention Centre in Johannesbur The conference is part of government s investment drive to attract Rtrillion over five years, and it attracts delegates from South Africa and worldwide to discuss investment opportunitie Since the first investment conference in 2018, South Africa has attracted R774 billion in commitments across a wide range of economic sector Of the 152 investment announcements made previously, 45 projects have already been complete A further 57 projects are currently under constructio",0.85149103
[0.5035266  0.09991532 0.0932447  ... 1.0790685  0.30003533 0.65271425],"[ 0.01180506 -0.00064697 -0.00058206 ...  0.01696779  0.02722935
  0.03549512]","Kusukela ngengqungquthela yokuqala yotshalomali ngowezi-2018, iNingizimu Afrika isithole izethembiso zotshalomali eziyizigidigidi ezingama-R774 kulolonke uchungechunge lwemikhakha yezomnoth Lolu tshalomali olusha luzosisiza ukuthi sikhulise umnotho, sisungule imisebenzi edingekayo futhi sithuthukise izimpilo zabantu","The inaugural Presidential Imbizo of 2022 provides a platform for the President to engage with communities on their experiences of daily life and service delivery by governmen Citizens will also engage directly on their proposals on how we can grow South Africa together, without leaving anyone behin",0.7132009
"[ 1.5987562  -0.02365164  0.13995142 ...  0.9174163   0.8946454
  1.8209962 ]",[0.02482489 0.00301801 0.00053305 ... 0.02591358 0.0244434  0.04936528],Ezakamuva ngeSifo segciwane le-Corona (i-COVID-19),Update on the Coronavirus Disease (COVID-19),0.9074544
"[ 0.5700578   0.00974594 -0.04998154 ...  0.9813375   1.0541917
  1.0740627 ]","[ 0.00740622 -0.0005071   0.00012212 ...  0.02386314  0.030086
  0.03266943]","IKhabhinethi liyayibonga imizamo yezwe ekulweni ne-COVID-19 kodwa laxwayisa ukuthi impi ayikapheli, futhi lanxusa bonke abantu baseNingizimu Afrika ukuthi bahlale beqaphile futhi baqhubeke nokuzivikela ukunqanda ukubhebhetheka kwegciwane elibulalay","Cabinet acknowledged the country s efforts towards the fight against COVID-19 but cautioned that the battle is not yet over, and urged all people in South Africa to remain vigilant and continue protecting themselves to stop the spread of the deadly viru",0.92572916
"[ 0.7006972  -0.04215314  6.64135    ...  0.46581864  0.6612316
  1.7348361 ]","[ 0.01373453 -0.00080924  0.12655286 ...  0.01566115  0.01775135
  0.01189969]",IKhabhinethi lithokozele ukuthi icishe ibe izigidi ezingama-32 imithamo yomgomo we-COVID-19 esikhishiwe futhi amaphesenti angama-42 abantu abadala sebegome ngokuphelel,Cabinet is pleased that almost 32 million COVID-19 vaccine doses have been administered and that over 42 percent of our adult population is fully vaccinate,0.8911211
