zu,en,src_text,trg_text,Cosine_Score
"[ 0.48181853 -0.13245678 -0.04942271 ...  0.10733213  0.27789938
  0.4361804 ]","[ 1.4703200e-03  1.5400524e-03 -1.6742346e-05 ...  1.3212212e-04
  2.0074197e-03  5.9239520e-03]",Izindaba Ezisematheni1.,MESSAGES 1.,0.80125237
"[ 1.63995779e+00  1.83428125e-03 -1.01889875e-02 ...  1.03988457e+00
  1.10804677e+00  1.97843409e+00]","[ 0.03677363 -0.00095062  0.00016494 ...  0.00786104  0.00158966
  0.00297727]",Ukusatshalaliswa Komgomo Wesifo Segciwane i-Corona (i-COVID-19),Tropical Cyclone Idai,0.6532277
[0.47297332 0.46209908 0.62470543 ... 0.7589076  1.0230999  0.55889475],"[ 0.03093737 -0.00137626  0.01133246 ...  0.00014105  0.02546483
  0.01111867]",IKhabhinethi lithokozile ngokuthi Isigaba sesibili sohlelo lokusatshalaliswa komgomo eNingizimu Afrika luqale kahle futhi izinkulungwane zabantu abafanelekile sezigonyiw,Coronavirus Disease (COVID-19) vaccine roll-out Cabinet is pleased that Phase 2 of South Africa s vaccine roll-out programme commenced smoothly and that thousands of eligible people have already been vaccinate,0.82628167
[0.68077344 0.24462944 0.02950154 ... 1.0530257  1.6616309  1.4563072 ],"[ 2.1411857e-02 -9.4936237e-05 -4.0524313e-04 ...  2.0293407e-02
  4.4773858e-02  3.1027978e-02]","Zonke izikhungo zokugoma ezweni sezikulungele ukusiza labo asebezitholile izikhala zokugom IKhabhinethi likhumbuza bonke abantu abaya ezikhungweni zokugoma ukuba balandele imithetho yezempilo emisiwe yokugqoka isifonyo, ukusebenzisa isibulali-magciwane nokuqhelelana nabantu ukuze bazivikele bona kanye nabanye abant Lezi zikhungo zingatholakala ku-: https://sacoronavirucza/2021/05/12/active-vaccination-sites/.","All vaccination sites across the country are ready to assist those who have been allocated a vaccination slo Cabinet reminds everyone visiting the vaccination sites to adhere to the strict health protocols of wearing a mask, sanitising and social distancing to protect themselves and other These sites can be found at: https://sacoronavirucza/2021/05/12/active-vaccination-sites/.",0.90325916
"[ 0.881543   -0.0202633   0.23871684 ...  1.1275979   1.0878706
  1.6848567 ]","[ 0.05115171 -0.00065928  0.02687198 ...  0.02560475  0.05392066
  0.01121047]","Njengoba sisondela ekufinyeleleni esibalweni sabantu okumele bahlinzekelwe ngokwezempilo bebonke, iKhabhinethi likhuthazekile ngokuthi abantu abangaphezu kwezigidi ezimbili sebebhalisile ngokoHlelo Lwezobuchwepheshe Lokubhalisela Ukugomela i-COVID-19 (i-EVDS)","As we edge closer to achieving universal health coverage, Cabinet is encouraged that over two million people have already registered on the COVID-19 Electronic Vaccination Data System (EVDS) https://vaccinenrolhealtgoz",0.88106024
"[ 2.2134109   0.03825765 -0.20066082 ...  0.6962231   1.4152929
  0.84577054]","[ 4.8539542e-02  3.2151516e-03 -3.4015564e-05 ...  8.7403450e-03
  3.9074741e-02  7.2723934e-03]",ku-https://vaccinenrolhealtgoz,Ms Irene Nomalungelo Mpolweni as DG at the Department of Military Veteran Enquiries: Ms Phumla Williams,0.69447213
"[ 0.42820624 -0.14381021 -0.26637578 ...  1.3048041   1.1649191
  1.1355045 ]","[ 0.00814966 -0.00158171  0.0003164  ...  0.02301863  0.01958916
  0.03088892]","Ukuqinisekisa ukuthi akekho umuntu osala ngaphandle, kunezindlela eziningi ezingasetshenziswa ngabantu ukuze babhalis IKhabhinethi linxusa bonke abantu abaneminyaka engama-60 nangaphezulu ukuthi babhalise ku-EVD Amalungu emindeni nabangani babantu abaneminyaka engama-60 nangaphezulu banxuswa ukuba bakhuthaze futhi babasize ukubhalis","To ensure that no one is left behind, a number of platforms are available for people to registe Cabinet calls on all those who are 60 years and older to register on the EVD Family members and friends of persons who are 60 years and older are urged to encourage and help them to registe",0.91249114
"[ 0.8143406   0.43509415 -0.10750408 ...  0.56720674  1.1325794
  1.5500206 ]","[ 0.04851994 -0.01142011  0.00091843 ...  0.02329996  0.01181248
  0.03026449]",Abantu bangasebenzisa i-WhatsApp ukubhalisa ngokuthumela igama elithi 'Register' ku-0600 123 456 noma ushaye u-*134*832*Inombolo Kamazisi bese ugcina ngo#.,to 0600 123 456 or through SMS by dialing *134*832*ID number#.,0.8449937
"[ 0.9461491  -0.14257826 -0.05433476 ...  1.1789792   0.57512003
  2.7987242 ]","[ 0.03282093  0.00404589 -0.00060429 ...  0.0376858   0.0251807
  0.06816575]",Lezi zinhlelo zisetshenziswa mahhala kuwo wonke amanethiwekhi omakhalekhukhwini aseNingizimu Afrik Abantu bangabhalisa ngokushayela inombolo yamahhala eqondene nalolu hlelo ethi: 0800 029 999.,This service is free on all South African mobile network People can also register by calling the toll-free hotline: 0800 029 999.,0.8758064
[0.5914336  0.38924128 3.6307385  ... 0.91928804 1.3679717  1.3987578 ],[0.00711659 0.01105919 0.07960919 ... 0.02079817 0.03823282 0.03199395],"IKhabhinethi liqhubekile nokukhumbuza izakhamuzi zaseNingizimu Afrika ngokuqubuka ihlandla lesithathu kobhubhane futhi lagcizelela ukubaluleka kokuvikela ukudluliseka kwe-COVID-19 ngokulandelisisa izindlela zokunqanda ukudluliseka kwegciwane ngaphandle kwemithi, ezingukugqoka isifonyo emphakathini, ukuqhelelana nabantu emphakathini ngebanga okungenani eliyimitha nesigamu, nokuvama ukugeza izandla ngensipho namanzi noma usebenzise isibulali-magciwane esine-alcohol engama-70%.","Cabinet further reminded all South Africans of the imminent third wave and reiterated the importance of preventing the transmission of COVID-19 by strictly adhering to the non-pharmaceutical interventions of wearing a mask in public, maintaining a social distance of at least 1,5 metres, and frequently washing hands with soap and water or using a 70% alcohol-based sanitise",0.9100385
