zu,en,src_text,trg_text,Cosine_Score
"[ 0.6701362  -0.24158905  0.1687347  ...  0.92439854  0.8213665
  1.8383198 ]","[ 0.00772758 -0.00160873  0.00303267 ...  0.01328479  0.01036697
  0.04398402]","IKhabhinethi yabamba umhlangano wayo ngoLwesithathu mhla ziyi-13 kuMandulo 2017 e-Tuynhuys, eKapa Izindaba Ezisematheni Ezomnotho1.","Cabinet met on Wednesday, 13 September 2017, at Tuynhuys, Cape Town Issues in the environment Economy1.",0.8645501
[0.44783854 0.05824148 0.8714442  ... 1.0889515  1.1134254  1.612036  ],"[ 0.00918588 -0.00010697  0.01168623 ...  0.02231998  0.02722146
  0.0206288 ]","IKhabhinethi izwakalise ukuthokoza kwayo ngokukhula kweSamba Somkhiqizo Wezwe (i-GDP) ngama- ekoteni yesibili yowezi-2017, osekwenze ukuba leli lizwe liphume kwinzikamnotho ebeselingene kuyon Izibalo ezibonisa lokhu zikhishwe wuphiko Lwezezibalo eNingizimu Afrika (i-Stats SA) ngeviki eledlule, futhi lokhu kusho ukuthi umnotho ukhule ngama- uma kuqhathaniswa nesikhathi sifanayo ngonyaka odlule Nakuba iKhabhinethi ingathandi ukuphanga umdaka lingakani, iyakholelwa ukuthi izwe seliqalile ukubona izinkomba zokuqala zokusimama komnotho okwakhelwe phezu kwesisekelo esiqinile soHlelo Olunamaphuzu Ayisishiyagalolunye, okuhloswe ngalo ukukhulisa umnotho waseNingizimu Afrika futhi kudalwe namathuba omsebenzi adingeka kakhulu kulelLokhu sekuholele ekwethulweni kwezizinda zomnotho ezine kanye nokukhula kwemikhiqizo yezolimo engakalungiswa ethunyelwa emazweni angaphandle, ngama-1 ngonyaka kusukela ngowezi-201 Uhlelo Losozimboni Abamnyama selusekele imiklamo engama-62, ehehe utshalomali oluvela emkhakheni ozimele olungamarandi angamabhiliyoni angama-26 futhi kuze kube manje seludale namathuba omsebenzi ayizi-19 859.","Although cautiously optimistic, Cabinet is convinced the country is seeing the first positive signs of what is hopefully the start of the country s economic recovery firmly built on the implementation of the Nine-Point Plan, which aims to grow the South African economy and create much-needed jobThis has resulted in the launch of four industrial parks and the rise in net exports of agricultural raw products on average by 1 a year since 201 The Black Industrialist Programme has supported 62 projects that have attracted R26 billion in private-sector investment and created 19 859 jobs to dat To support localisation, 21 products and sectors have been designated for local productioOperation Phakisa has so far unlocked an estimated R2billion in investment in the oceans economy, with Government contributing R15 billion of this amoun Although the investments are mainly in infrastructure development in ports, marine manufacturing in particular boatbuilding, aquaculture and scientific surveys in the oil and gas sector, several Government departments have made substantial contributions to ensure the growth of this secto A total of 6517 jobs had been created in the various sector",0.8492855
[ 0.4484083 -0.0044593  0.3041914 ...  1.2790513  0.7112196  0.864341 ],"[ 0.02107669 -0.00025395  0.00984755 ...  0.03824869  0.03140528
  0.04864525]","Ngenhloso yokweseka ukulungiswa kwemikhiqizo kuleli, kuhlonzwe imikhiqizo nemikhakha engama-21 ezokhiqizwa futhi ilungiswe ngaphakathi kulelKuze kube manje, umkhakhanso we-Operation Phakisa usuvule amathuba otshalomali olulinganiselwa kumabhiliyoni angama-2amarandi emkhakheni wezomnotho wasolwandle, futhi kulesi sisamba uhulumeni ufake utshalomali olungamarandi angamabhiliyoni ayi-15.Nakuba utshalomali lugxile ikakhulukazi emkhakheni wezokuthuthukiswa kwengqalasizinda yezikhumulo zemikhumbi, nowemikhiqizo yasolwandle, ikakhulukazi ukwakhiwa kwezikebhe, nowokufuywa nokulinywa kwezilwane nezitshalo zasolwandle kanye nezingcwaningo zesayensi emkhakheni wemikhiqizo kawoyela negesi yemvelo, iminyango kahulumeni isifake isandla esibonakalayo impela emizamweni yokuqinisekisa ukukhula kwalo mkhakh Sekudaleke amathuba omsebenzi ayizi-6 517 emikhakheni ehlukahluken 4.","The summit sets an important milestone towards building stronger solidarity and cooperation among emerging markets and developing countries to implement the 2030 Agenda for Sustainable Development South Africa s partnership in BRICS is premised on advancing the country s national interests, promoting regional integration and advocating a more inclusive global governance system Total bilateral trade between South Africa and other BRICS countries amounted to US$29 billion last yea South Africa s biggest export destination within BRICS remains China, followed by India, Brazil and Russi The same pattern is also evident in imports, with China remaining the biggest source of South African import Even though South Africa has abundant natural resources, it is critical to implement beneficiation programmes to support our industrialisation policy The adoption of the BRICS Xiamen Declaration and Action Plan highlighted the strong foundation that BRICS has made in terms of establishing institutional mechanisms for tangible cooperation Cabinet is honoured that South Africa is the incoming Chair of BRICS and entrenches its aim at the forefront to build on the BRICS programme of development and prosperity for partner countries, as it prepares to host the 10th BRICS Summit in 2015.",0.8214001
[1.3385664  0.06980949 0.6960044  ... 1.1895057  1.0973822  1.8960148 ],"[ 0.02735047 -0.00024257  0.01883628 ...  0.03546956  0.02334822
  0.05977642]","IKhabhinethi ithanda ukugcizelela phezu kwekhwela eliqondiswe kuyo yonke imikhakha yomphakathi, ikakhulukazi uhulumeni, amabhizinisi kanye nezinhlangano zomphakathi wonkana, lokuba kwakhelwe emfuthweni omuhle wokukhula komnotho otholakale ngekota yesibili yonyaka ukuze kuqhutshekelwe phambili namazinga aphakeme entuthuko nokukhula komnotho, futhi ngalokho kuvinjelwe nokulahleka kwamathuba omsebenzi UNgqongqoshe Wezezimali, uMnu Malusi Gigaba, uyaqhubeka nokufakana imilomo nemikhakha ehlukahlukene mayelana nohlelo lokusebenza lokuqinisekisa ukukhula komnotho okubandakanya bonke abantu, futhi kulindeleke ukuba lokhu kukhuthaze ukwethenjwa kwaleli lizwe ngabatshalizimal UNgqongqoshe uzohlinzeka ngemininingwane ethe xaxa ngalokhu ngenkathi ethula iSitatimende Senqubomgomo Yesabelomali Sesikhathi Esimaphakathi ePhalamende mhla ziyi-18 kuMfumfu 2012.","Cabinet reiterates calls to all sectors of society, particularly government, business and civil society, to build on the positive momentum gained during the second quarter to sustain higher rates of economic growth and development, and to help save jobs The Minister of Finance, Mr Malusi Gigaba, continues to engage with various sectors on the inclusive economic growth action plan, which is set to inspire confidence in the countr The Minister will further unpack this when he delivers the Medium Term Budget Policy Statement in Parliament, Cape Town, on 25 October 2012.",0.8730076
"[ 0.11611693 -0.15609631 -0.17127879 ... -0.02829314  0.60063934
 -0.08550256]","[-0.00165077 -0.00182919  0.00029696 ...  0.00688394  0.01865615
  0.00284679]",Isikhungo esihlinzeka ngezinsizakalo i-InvestSA One Stop Shop,InvestSA One Stop Shop,0.841347
"[ 0.4647076  -0.2829726  -0.07497516 ...  0.23337962  0.5193595
  0.697051  ]","[ 2.7837446e-02 -9.0510712e-04  7.6247743e-05 ...  1.2641499e-02
  1.0796236e-02  1.0902573e-02]",saseNtshonalanga Kapa1.,Western Cape1.,0.7321296
"[ 0.31801054  0.0206602  -0.05620762 ...  1.2672515   0.91123027
  0.863185  ]","[-0.00040199 -0.00041304  0.00245365 ...  0.02619461  0.02988373
  0.01841314]","IKhabhinethi ikushayela ihlombe ukwethulwa kwesikhungo esihlinzeka ngezinsizakalo ezihlukahlukene ngaphansi kophahla olulodwa, i-InvestSA One Stop Shop, okungesokuqala ngqa ukwethulwa esifundazwenUMongameli Jacob Zuma wasethula ngokusemthethweni lesi sikhungo esifundazweni saseNtshonalanga Kapa futhi wagcizelela ukuthi uhulumeni usazibophezele ngempela ukwenza ngcono isimo sokutshalwa kwezimali eNingizimu Afrika, njengoba iyizwe elihlinzeka ngamathuba amahle kakhulu kulabo abanesifiso sokutshala izimali zabo kuleli Lesi sikhungo sizokwenza kube lula ukwenza ibhizinisi kuleli futhi sinciphise nezindleko zalokhu ngokuhlinzeka ngosizo nomhlahlandlela onohlonze kubatshalizimali kanye nokunciphisa izihibe ezibangelwa wukungalawulwa kahle kwenqubo yokwenza ibhizinisi kuleli futhi kususwe nezithiyo ezivimbela noma ezibambezela ukwenziwa kwebhizinisi ngokushesha I-InvestSA One Stop Shop Kahulumeni yethulwa ngoNdasa kulo nyaka futhi ngokusebenzisa uMnyango Wezohwebo Nezezimboni (i-dti), kuzosungulwa izikhungo ezinjengalesi kuzo zonke izifundazwe zakuleli eziyisishiyagalolunye","Cabinet commended the launch of the first provincial InvestSA One Stop ShoPresident Jacob Zuma officially launched the InvestSA One Stop Shop in the Western Cape and affirmed government s commitment to improving the investment climate in South Africa, which is an attractive destination for potential investors The InvestSA One Stop Shop lowers the cost of doing business and eases doing business in the country by providing strategic guidance, reducing regulatory inefficiencies and cutting red tape for investors Government s National InvestSA One Stop Shop was launched in March this year and through the dti, InvestSA One Stop shops will be established in all nine provinces",0.8770549
"[ 2.0698211  -0.24233013 -0.15848805 ...  0.89521915  0.76935434
  1.5430604 ]",[0.04572381 0.00353704 0.01365644 ... 0.0123466  0.01578312 0.01954382],njengoba esokuqala sesisunguliwe eNtshonalanga Kapa kuzolandela iKwaZulu-Natali ne-Gauten Umgubho weminyaka emihlanu kwasungulwa uHlelo Lokuthuthukiswa Kwezwe (i-NDP)1.,first in the Western Cape and followed by KwaZulu-Natal and Gauteng respectivel 5th Anniversary of the National Development Plan (NDP)1.,0.88578653
"[ 0.49479628 -0.14163318  0.18712825 ...  1.0482253   1.1605474
  1.6648084 ]","[ 0.01050296 -0.00046492  0.00948812 ...  0.04629715  0.03513928
  0.03185902]","IKhabhinethi nayo njengabantu baseNingizimu Afrika igubha ukuhlangana kweminyaka emihlanu kwasungulwa i-NDP, eyamukelwa ngokusemthethweni yiPhalamende mhla ziyi-12 kuMandulo 2012 njengohlelo olungumhlahlandlela onohlonze wokuthuthukiswa kwenhlalo-mnotho kuleli, okuhloswe ngalo ukubhekana ngqo nezinselelo ezintathu ezinkulu: ububha, ukuntuleka kwamathuba omsebenzi kanye nokungalingani okukhona kuleli, ngaphambi kokuba kufike unyaka wezi-203 Njengomhlahlandlela ophokophele ekuchumeni kwezwe, i-NDP ingeyabo bonke abantu baseNingizimu Afrika futhi imele amathemba nezifiso zayo yonke imikhakha yemiphakathi yakuleli, zokuphila eNingizimu Afrika engcono kakhulu kunakuqala IKhabhinethi iyabanxusa bonke abantu baseNingizimu Afrika ukuba bayeseke ngokuphelele iNhloso-mbono yowezi-2030 eshiwo ku-ND INgqungquthela ye-BRICS1.","Cabinet joins South Africans in celebrating the 5th Anniversary of the NDP, which was adopted by Parliament on 12 September 2012 as the country s socio-economic development blueprint to tackle the triple challenge of poverty, unemployment and inequality by 203 As the country s roadmap towards prosperity, the NDP belongs to all South Africans and represents the hopes and aspirations from all sectors of society, for a better South Africa Cabinet calls on all South Africans to rally behind the NDP Vision 2034.",0.8822956
"[ 0.8826333  -0.23212588  0.39056754 ...  1.1629916   1.3415269
  2.5249038 ]","[ 0.03119349 -0.00224153  0.02618331 ...  0.01805096  0.03015309
  0.06065631]","IKhabhinethi iyiphawulile iNgqungquthela yesi-9 ye-Brazil, Russia, India, China kanye neNingizimu Afrika (i-BRICS) ebanjwe ngempumelelo enkulu e-Xiamen kwelase-China kusukela mhla zi-3 kuya kumhla zi-5 kuMandulo 2017 ngaphansi kwesiqubulo esithi:","Cabinet noted a successful 9th Brazil, Russia, India, China and South Africa (BRICS) Summit, held in Xiamen in the People s Republic of China (PRC) from 3 to 5 September 2017 under the theme:",0.9068629
