xh,en,src_text,trg_text,Cosine_Score
"[ 1.0043194  -0.04171861  0.13574208 ...  1.0796871   0.9224368
  2.164014  ]","[ 0.02508908 -0.00085161  0.0106153  ...  0.04813345  0.04238714
  0.05191562]","Izigqibo zeKhabhinethi ezingundoqo IKhabhinethi iziphumezile izicwangciso zokumisela i-Operation Phakisa yeNgqungquthela yezeMigodi, eza kukhangela uluhlu lweengxaki ezibambekayo eziyimiqobo ekukhuleni nasekuphehleni kweli candel IiNgqungquthela yezeMigodi iza kuqulunqa izicwangciso isebenzisana namanye amahlakani ukuzama ukulwa imingen IiNgqungquthela yezeMigodi yeeveki ezine kucetywe ukuba iza kubanjwa ngeyeDwarha ngowama-2012.","Key Cabinet decisions Cabinet approved the plans to set up the Operation Phakisa Mining Lab, which will identify a set of concrete problems that are limiting the growth and developmental impact of the secto The Mining Lab will also collaboratively develop plans to overcome these challenge A four-week Mining Lab is scheduled for October 2012.",0.8685508
"[ 0.629786   -0.07388641 -0.23593652 ...  0.7281022   0.9300723
  3.2114758 ]","[ 0.02796023 -0.00469652  0.00274448 ...  0.01417854  0.02226625
  0.09790619]",IKhabhinethi ikuvumile ukupapashwa kwidrafti yesiCwangciso-qhinga soQoqosho lweeNtlobontlobo zeziPhili luze uluntu luhlomle kus Esi sicwangciso-qhinga sihamba isithuba esiyiminyaka eli-14 esiphela ngowama-2030.,Cabinet approved the publishing for public comments of the draft Biodiversity Economy Strateg The strategy covers the period of 14 years ending 2030.,0.85867345
"[ 0.22284305  0.04113996 -0.22943103 ...  0.8614131   0.65563154
  0.8434054 ]","[ 2.0959213e-02  7.4210027e-03 -8.0379963e-05 ...  1.0784602e-02
  1.7261453e-02  3.5997752e-02]","Esi sicwangciso-qhinga sineenjongo zokunyusa igalelo elenziwa zizintlobo-ntlobo zeziphili kwisambuku semveliso yelizwe ngeli thuba silondoloza indalo yelizw IKhabhinethi ikuvumile ukupapashwa kwesicwangciso-sikhokelo esiyidrafti neendlela yokuqulunqa iGalelo eliFunwayo loMzantsi Afrika eliGqitywe siSizwe ukuze uluntu luhlomle ngalo kunye nokuba kuboniswane namahlakani phambi koku ingeniswe kwiNgqungquthela yesiCwangciso-sikhokelo seZizwe eziManyeneyo ngokuGuqu-guquka kweMozulo (i-UNFCC)Esi sicwangciso-sikhokelo kwakuba kuvunyelenwe ngaso siza kuba yinxalenye yesivumelwano somthetho phantsi kwe-UNFCC, esiza kwamnkelwa eParis, eFrance ngeyoMnga ngowama-201 Imithetho esayilwayoIKhabhinethi ikuvumile ukupapashwa kwale Mithetho isayilwayo ilandelayo ukuze uluntu luhlomle ngayo: UMthetho osaYilwayo we-Arhente yokuLawulwa kweMida (i-BMA) wowama-2015, oneenjongo zokuseka i-BMA eza kuzama ukuthathela ingqalelo imiba yokhuseleko xa kuhanjwa kunqunyulwa imida, yokuqhuba urhwebo kunye nokhuseleko lesizwe, ngokweziumelwano uMzantsi Afrika onazo nale ngingqi, nelizwekazi i-Afrika kunye namazwe ngamazwUmbutho onegunya omnye wokugcina umthetho kwimida uza namathuba eenkonzo ezingatyi mali, kwakunye nokhuseleko olungcono nolawulo lweendawo eziyimidUMthetho-sihlomelo osaYilwayo weeMbacu, wowama-2015, onenjongo yokudala inkqubo esebenzayo neluncedo yokufaka izicelo zimbacu ezifuna iindawo yokukhuselwIKhabhinethi ikwamnkele kwakhona ukungeniswa kwale Mithetho isaYilwayo ePalamente: OoRhulumente baseKhaya: uMthetho-sihlomelo osaYilwayo woloNyulo looMasipala, wowama-2015, olungisa uMthetho wooRhulumente baseKhaya: uMthetho woloNyulo wooMasipala, ngowama-2000 (uMthetho uNombolo 27 wowama-2000).Izilungiso zisabela kwimiba ethile ngeenjongo zokuqinisekisa ukuba amalungiselelo kanye nolonyulo uqobo loorhulumente basekhaya ngowama-2016 azinamagingxi-gingx","The strategy seeks to increase biodiversity s contribution to the Gross Domestic Product whilst conserving the country s ecosysteIt will among other things, focus on enhancing growth in both wildlife and ecotourism sector Cabinet approved the publishing for public comments of the draft framework and approach for the formulation of South Africa s Intended Nationally Determined Contribution for consultation with stakeholders ahead of its submission to the United Nations Framework Convention on Climate Change (UNFCCC).The framework once fully consulted will form of the legal agreement under the UNFCCC, which will be adopted in Paris, France in December 201 BillsCabinet approved the publishing of the following Bills for public comments: Border Management Agency",0.85998106
"[ 0.6710555   0.2659951  -0.26093614 ...  0.55995387  0.4362792
  1.6230351 ]",[0.03309859 0.02508672 0.00768076 ... 0.03905873 0.02460298 0.04824217],"UMthetho-sihlomelo osaYilwayo we-Inshorensi yabaNgaphangeliyo, wowama-2014.","and calendar of activities for Women s Month, which leads to a year-long programmThe Women s Day event on 9 August 2015 will take place at Sasolburg, Free State, which will also be marked by President Jacob Zuma s release of the first Status of Women Report15 also marks the 59th anniversary of the Women s March to the Union Buildings against pass laws, kick-starting the build-up to the 60th anniversary in 2012.",0.60671806
[0.5107324  0.22419722 0.67857414 ... 1.0419257  1.3361703  2.8118355 ],"[ 2.4219821e-03  5.2316701e-03 -3.1777021e-05 ...  3.7632748e-02
  2.1844268e-02  8.0382228e-02]","Esi sisilungiso sesibini kuMthetho we-Inshorensi yabaNgaphangeliyo wowama-2001 (uMthetho uNombolo 63 wowama-2001).Wakuba lo Mthetho usaYilwayo uphunyeziwe, uza kwandisa ixesha loku lokuhlawulwa kwezimali kumntu lowo ebelilungu le-UIF lisuka kwiinyanga ezisibhozo liye kwezili-12 wandise nexesha lowo ulilungu le-UIF anokufaka ngalo ibango lisuke kwiinyanga ezintandathu linye kwezili-1 Imisitho ezayo IKhabhinethi iwuphumezile umxholo weNyanga yabaseTyhini wowama-2015:","This is the second amendment to the Unemployment Insurance Act, 2001 (Act 63 of 2001).Once the Bill is passed, it will amongst others extend the period of payments of benefits to the contributor from eight to 12 months and extend the period in which a contributor can lodge a claim from six months to 12 months Upcoming events Cabinet approved the 2015 Women s Month theme:",0.88681716
"[ 0.57618636 -0.31952253 -0.17593704 ...  0.5308011   1.0817966
  1.0544753 ]","[ 0.00987816 -0.0045148   0.00172674 ...  0.00787339  0.02230072
  0.03627593]","AbaseTyhini, beManyene ekuQhubeleni uMzantsi Afrika Phambili","Women, United in Moving South Africa Forward",0.84270054
"[ 1.0767947  -0.15127288  0.05339792 ...  0.77120763  1.08865
  2.3017774 ]",[0.02354    0.00629051 0.00059563 ... 0.03865939 0.02003275 0.05822671],"kunye noluhlu lwemisitho yeNyanga yabaseTyhini, oluza kuphela liyinkqubo yonyaka wonkUmsitho woSuku lwabaseTyhini ngomhla we-9 ngeyeThupha uza kubanjelwa eSasolburg, eFreyistatha, oza kuphawulwa nangokukhutshwa kweNgxelo yokuqala ngeMeko yabaseTyhini nguMongameli uJacob ZumUnyaka wowama-2015 uza kuphawula isikhumbuzo seminyaka engama-59 yomNgcelele wabaseTyhini owawusiya kwiZakhiwo zoMdibaniso esilwela imithetho yamapasi, esiza kuba ngamalungiselelo okuqala esikhumbuzo seminyaka engama-60 ngowama-2016.","(NWU) Mafikeng Campus on 1 Augus She will be accompanied by the North West MEC for Education, Ms Maphefo Matsemela, and the NWU s Vice Chancellor, Prof Dan Kgwad The event will be attended by thousands of learners, university students, scientists and members of the communitThe theme for NSW 2015 is",0.7647133
[0.9549393  0.05541362 0.18435302 ... 0.9558977  1.3436544  1.2888267 ],[0.04845149 0.00351837 0.02861945 ... 0.00719554 0.02116432 0.07391894],"UMphathiswa wezeNzululwazi nobuChwepheshe, uNksz Naledi Pandor, uza kuphehlelela iVeki yeSizwe yezeNzululwazi (i-NSW) eza kuqhutyelwa (ukusuka ngomhla woku-1 ukuya kowe-8 kweyeThupha ngowama-2015) kwiDyunivesiti yaseMntla Ntshona (i-NWU) kwikhampasi eseMafikeng ngomhla woku-1 kweyeThuph Uza kube ephelekwe nguMphathiswa wezeMfundo wePhondo laseMntla Ntshona, uNksz Maphefo Matsemela, kunye neNgqonyela yase-NWU, uNjing Dan Kgwad Lo msitho uza kuzinyaswa ngamawaka abafundi, abafundi abasedyunivesiti, oosonzululwazi kunye noluntu ngobubanzUmxholo we-NSW yowama-2015","The Minister of Science and Technology, Ms Naledi Pandor, will launch National Science Week (NSW) taking place from 1 to 8 August",0.7995706
"[ 1.4622792  -0.1928124  -0.10851326 ...  0.542622    0.6732385
  0.22499153]","[ 3.6818612e-02 -1.6760241e-03  3.6536192e-05 ...  5.5382604e-04
  2.1202857e-02  1.1231975e-03]",nguNyaka weLitha kunye nobuChwepheshe obusekelwe kwiLith,International Year of Light and Light-based Technologies .,0.84248006
"[ 1.0892663   1.0714988  -0.03242721 ...  0.79005325  1.330719
  0.9797519 ]","[ 0.02646829  0.02264583 -0.00024676 ...  0.02796511  0.02925191
  0.02522127]","Ilitha kunye nokubaluleka kwalo ekuphuculeni ubomi liza kuboniswa lisebenza ngeendlela ezininzi ezifana nokusetyenziswa kwalo kwi-laser kwezempilo, utyando lokongulwa kwemehlo, ukuvelisa kwimizi-mveliso, ukutshisela iintsimbi zeemoto kunye nemitha yokukhusela esetyenziselwa ukuthintela ukuqhekezISebe lezeNzululwazi nobuChwepheshe, lisebenzisa iBhunga lezoPhando lwezobuNzululwazi noShishino (i-CSIR), lityale imali kwi-photonics","Light and its significance in improving lives will be showcased in different forms such as the application of laser in health, cataract surgery, industry manufacturing, car welding and security beams for deterring burglarThe Department of Science and Technology has, through the Council for Scientific and Industrial Research (CSIR), invested in photonics",0.89665127
