xh,en,src_text,trg_text,Cosine_Score
"[ 0.50820786  0.07818968 -0.27824757 ...  0.871801    0.61950505
  0.8477002 ]","[ 2.8828699e-02  1.7505744e-04 -9.3492454e-05 ...  2.7259836e-02
  4.6505842e-02  2.3183852e-02]",Uluvo lweKhabhinethi kwimiba ebalulekileyo kwiimeko ezigqubayo nezingundabamlonyeni IKhabhinethi yamkela ukusungulwa koMqulu weeNkonzo zikaRhulumente kwaye incoma iimanyano zeenkonzo zikarhulumente noRhulumente njengomqeshi kwizibophelelo ezenziwe ngalo Mqul	Lo Mqulu wazisa imigangatho yeenkonzo kwakwiinkonzo karhulumente neemanyano zabasebenzi bakarhulumente zibonakalisa ukuzinikela ekuxhaseni kwazo imigangatho yeenkonz,"Cabinet welcomes the launch of the Public Service Charter and commends public service unions and the State as the employer on the commitments made through this CharteThe Charter introduces service standards within the public service with public service unions pledging their commitment to support the service standard Cabinet notes that many sectors are currently or have been engaged in wage negotiation Cabinet welcomes settlements that have been reached in some sectors and takes note of continuing negotiations in other Cabinet recognises that in a democracy, workers have the right to strik Cabinet emphasises that such right must be exercised in a non-violent manner and in full compliance with the la There is a responsibility on trade union leaders, employers and the state s security services to ensure that the law is upheld, that provocative actions are avoided and that industrial action is conducted in a peaceful manneCabinet calls on all parties to use their efforts to settle negotiations as soon as possible and to avoid protracted dispute Such expeditious settlements will help to reduce the costs to the economy and promote the achievement of the county s jobs and growth goal Cabinet acknowledged the second Annual Mining Lekgotla that was held last wee The Lekgotla presented another opportunity for the key role players in the mining industry to continue engaging in finding lasting solutions to the challenges that afflict this secto Under the leadership of the Deputy President Kgalema Motlanthe government also continues to support the framework agreement and its implementation for a sustainable and stable mining",0.74720275
[0.38019824 0.13681251 0.3914577  ... 0.76863265 0.8135121  0.5792247 ],"[ 0.01254477  0.00256742 -0.00018715 ...  0.03315232  0.04673679
  0.05148883]","IKhabhinethi iqaphela ukuba amacandelo amaninzi akwiingxoxo zothethathethwano ngonyuso lwemivuzo okanye ebekade ekuz IKhabhinethi yamkela izivumelwano ekufikelelwe kuzo kwamanye amacandelo kwaye iqaphela ukuba iingxoxo zothethathethwano zisaqhubeka kwamany IKhabhinethi iqonda ukuba kulawulo lwentando yesininzi, abasebenzi banelungelo lokugwayimb IKhabhinethi igxininisa ukuba ilungelo elinjalo kufanele lisetyenziswe ngendlela engenadushe nokuthotyelwa komthetho ngokupheleley	Kukho uxanduva olujongene neenkokeli zeemanyano, abaqeshi neenkonzo zokhuseleko zikarhulumente lokuqinisekisa ukuba umthetho ugciniwe, kwaye amanyathelo axhokonxayo kufanele aphetshwe nentshukumo yokugwayimba yenziwa ngendlela enoxol	IKhabhinethi ihlaba ikhwelo kuwo onke amaqela ukuba asebenzise iinzame zawo afikelele kwisivumelwano seengxoxo ngokukhawuleza kwaye aphephe iimbambano ezithatha ixesha elid Izivumelwano ezikhawulezayo ezinjalo ziza kunceda ekunciphiseni iindleko kwezoqoqosho kwaye zikhuthaze ukufikelela kwiinjongo zelizwe zemisebenzi nohlum IKhabhinethi ivume iLekgotla yezeMigodi yoNyaka yesibini ebibanjwe kwiveki epheliley Le Lekgotla ize nelinye ithuba lokuba abadlala indima ebalulekileyo nabachaphazelekayo kwishishini lezemigodi baqhubeke ukuzibandakanya ekufumaneni izisombululo eziza kusebenza ixesha elide kwimingeni ehlupha eli candel Phantsi kwesikhokelo sikaSekela Mongameli uKgalema Motlanthe urhulumente usekwaqhubeka nokuxhasa isivumelwano senkqubo-sikhokelo nokufezekiswa kwaso ukuze kubekho icandelo lezemigodi elomeleleyo nelizinziley Kwingabula-zigcawu ekhokelela kwiMinyaka engama-20 yeNkululeko ngomhla wama-27 kuTshazimpunzi wama-2014, iKhabhinethi ihlaba ikhwelo kubemi bonke boMzantsi Afrika ukuba bakhumbule imbali yethu kwaye babhiyozele iinkcubeko zethu ezohlukileyo ngexesha leNyanga yaMagugImibhiyozo yalo nyaka iza qatshelwa phantsi komxholo othi: ""Ukuzuza kwakhona, ukuBuyisela nokuBhiyozela aMagugu Ethu aPhilayo .","cluster munition The ratification of the Convention is in line with South Africa s commitments to upholding human rights and humanitarian law when engaging in war far Cabinet approved the submission of the report on the Audit of Registered State Land and a desktop analysis of Private Land Ownership in South Africa, by the Chief Surveyor-General to ParliamenLand information is critical to the success of all land developments in the countr The purpose of the audit of registered state land is to determine how much land is owned by the state, what it is used for and who the occupants/users arThis will be used to enhance the integrity of the land register, which would serve as the basis for enhanced land planning and administration, including other functions relating to property portfolio management and improved delivery of service Cabinet approved the South African Mint Company s designs for the 2013 R2 (1/4 oz) commemorative 24 ct gold coin series and the 2013 R1 (1/10 oz) commemorative 24 ct gold coin serieThe design of the 2013 R2 gold coin will feature the San language and the design of the 2013 R1 gold coin will be the 3rd pollinator",0.85568666
"[ 1.6669197  -0.071863    0.00598166 ...  0.7100127   1.2157328
  1.7834711 ]",[0.02668949 0.00510256 0.0110136  ... 0.02760322 0.03448775 0.02951383],"Imibhiyozo yoSuku lwaMagugu iza kubanjelwa kwiBala lezeMidlalo iSisa Dukashe eMdantsane, kuMasipala oMbaxa weSixeko iBuffalo, kwiPhondo leMpuma Koloni ngomhla wama-24 kweyoMsintsi wama-2013.","Reclaiming, Restoring and Celebrating Our Living Heritage .The Heritage Day celebrations will take place at Sisa Dukashe Stadium in Mdantsane, Buffalo City Metro Municipality, Eastern Cape province on 24 September 2013.As part of the 20 Years of Freedom campaign, the national communication partnership will see the launch of",0.81318116
"[ 0.61085194 -0.10298362 -0.06375499 ...  0.13101643  0.50677264
  0.9108857 ]","[ 0.00252182 -0.00077172 -0.00013216 ...  0.02164774  0.04011568
  0.04892422]","Njengenxalenye yephulo leMinyaka engama-20 yeNkululeko, intsebenziswano kunxibelelwano lwesizwe iza kuqaphela ukusungulwa kuka","secto In the build-up to the 20 Years of Freedom on the 27 April 2014, Cabinet calls on all South Africans to commemorate our history and celebrate our diverse cultures during Heritage Mont This year s celebrations will be marked under the theme:",0.70288455
"[ 1.1762762  -0.47244373  0.05738254 ...  0.13393547  0.5024655
  0.05019535]","[ 0.02357342 -0.00152503 -0.0039668  ...  0.00395794 -0.00212351
  0.00780254]",Lwesihlanu weNkululeko,Freedom Friday,0.82810867
"[ 0.53394705 -0.08215527 -0.11268124 ...  1.0405512   1.2197483
  1.2502164 ]",[0.00174264 0.00109729 0.00020544 ... 0.002036   0.03752065 0.02979772],"ngomhla wama-20 kweyoMsintsi wama-2013, oza kubonelela ngeqonga kubemi boMzantsi Afrika lokuba baxabise inkululeko yethu elwelwe nzima ukuqinisekisa ukuba izizukulwana ezizayo ziza kukwazi ukuxhamla kulawulo lwethu lwentando yesininzi olusaphuhlay	Ngenyanga yoMsintsi, ukuxhasa iinzame zokhenketho lwethu lwasekhaya, iKhabhinethi ikhuthaza abemi boMzantsi Afrika ukuba batyelele iziza zamagugu ukuze sizikhumbuze ngohambo lwethu oluya enkululekwen","on 20 September 2013, which will provide a platform for South Africans to cherish our hard-fought freedom to ensure that future generations are able to benefit from our developmental democracDuring September, in support of our domestic tourism efforts, Cabinet encourages South Africans to visit heritage sites to remind us of our journey to freedo",0.8988893
"[ 0.5056673  -0.18191393  0.40426925 ...  1.0612314   1.447101
  1.8771669 ]","[ 1.0920445e-02 -5.7823545e-05  2.2396992e-03 ...  2.2092691e-02
  3.4063511e-02  6.0230453e-02]","Kananjalo, baxhase amagugu ethu endalo ngokutyelela imimandla emiselwe ukubuka ubuhle bendalo simahla ukususela ngomhla we-9 ukuya kowe-13 kweyoMsintsi kowama-2013 njengenxalenye yemibhiyozo yonyaka wesi-8 weVeki yeePaki zeSizwe zoMzantsi Afrika esingathwa rhoqo ngonyak (iSANParks).","Also, to support our natural heritage by visiting national parks free of charge from 9 to 13 September 2013 as part of the 8th annual South African National Parks (SANParks) Wee Cabinet encourages all parents and guardians to support their children in the preparation for the upcoming Annual National Assessments (ANA) in literacy and numeracy that takes place between 10 and 13 September 2013.Parents and guardians must ensure that they engage with the 2013 ANA results as this serves as an important diagnostic tool of learners",0.7996217
"[ 0.9594887  -0.07039832  0.3331092  ...  1.044258    1.2029363
  2.6171515 ]","[ 0.01540767 -0.00063347  0.0067019  ...  0.05070917  0.0534872
  0.06790294]",IKhabhinethi ikhuthaza bonke abazali nabagcini babantwana ngokusemthethweni ukuba baxhase abantwana babo kumalungiselelo azayo oHlolo loNyaka lweSizwe (ANA) kubuchule bokufunda nokubhala kunye nezibalo olubanjwa phakathi komhla we-10 nowe-13 kweyoMsintsi kowama-2013.,"strengths and weaknesseIn preparation for the upcoming ANA parents, guardians and learners are urged to use the tools provided by the Department of Basic Educatio These can be accessed on the Department's websit Cabinet extends a message of support to the South Africa National Defence Force soldiers deployed in the eastern Democratic Republic of the Congo for the period 13 June 2013 to 31 March 2014.",0.7738887
"[ 0.66139036  0.00642985 -0.1753951  ...  0.63056123  0.9800685
  1.1069899 ]","[ 0.00851912 -0.00051501  0.00754069 ...  0.01318934  0.01237966
  0.05839645]","Abazali nabagcini babantwana ngokusemthethweni kufuneka baqinisekise ukuba bayaxoxa ngeziphumo ze-ANA zowama-2013 njengoko oku kusebenza njengesixhobo sokuxilonga amandla okufunda nobubhetyebhetye babafundEkulungiseleleni i-ANA ezayo, abazali, abagcini babantwana ngokusethethweni nabafundi bayakhuthazwa ukuba basebenzise izixhobo abazinikwe liSebe lezeMfundo esiSisek Zona zingafunyanwa kwiwebhusayithi yeSebe kule dilesi: (wweducatiogoza).","Key Cabinet discussions and decisions Cabinet received a report on the results of the Management Performance Assessments Tool (MPAT) of national and provincial departments for the 2012/13 financial yea The report is another tool that seeks to improve the quality of services provided by the department It assesses the four broad management areas namely supply chain management; human resource management; strategic planning and service delivery improvemen The assessment is done on three levels, self-assessment; then a moderated process by the internal audit and finally moderated by a team of independent moderatorThe report will be further unpacked by the Department of Performance Monitoring and Evaluation during a scheduled launch of the MPAT next week in Cape Tow Cabinet received and approved the first quarter reports for 2013/14 on the implementation of Delivery Agreements for the Outcome These reports will be unpacked during a planned series of media briefings for each of the 12 Outcome Cabinet noted the report from the",0.76390886
"[ 0.53747123 -0.10582744  0.34088442 ...  1.5160937   1.5413264
  2.9778051 ]","[ 6.3679637e-03  5.6364469e-04 -6.4557338e-05 ...  2.8878139e-02
  4.2689275e-02  4.1599609e-02]",IKhabhinethi ivakalisa umyalezo wenkxaso kumajoni oMkhosi woKhuselo weSizwe woMzantsi Afrika atyalwe empuma yeDemocratic Republic of the Congo ukususela kumhla we-13 kweyeSilimela kowama-2013 ukuya kowama-31 kweyoKwindla wama-2014.,"Rosh Hashanah has profound significance for the Jewish Community in that it marks the beginning of a process of self-examination and reflection culminating in Yom Kippur, the Day of Atonemen Cabinet expresses its condolences to Minister Mthethwa and his family on the passing away of his mother Ms Nurse Gumbi on 3 September 2013.",0.69203794
