xh,en,src_text,trg_text,Cosine_Score
"[ 0.9244152  -0.17763077  0.41087505 ...  0.91908836  1.18653
  1.1769267 ]","[ 0.00329197 -0.00266095  0.01129348 ...  0.01654137  0.02072862
  0.01544842]","IKhabhinethi ibibambe intlanganiso ngoLwesithathu, umhla wesi-5 kweyoMsintsi 2018 eTuynhuys, eKap","Cabinet met on Wednesday, 5 September 2018 at Tuynhuys, Cape Tow",0.8889464
"[ 0.9350657  -0.00781715 -0.11431357 ...  0.2783163   0.45753944
  0.90221626]","[ 0.00980163 -0.0033715  -0.00078007 ...  0.00912488 -0.0017333
  0.03020796]",Imiba engundaba-mlonyeni1.,Issues in the environment1.,0.60525507
"[ 0.35362872 -0.27351162  0.04781264 ...  0.18021682  0.16536537
  0.01162013]","[ 0.00778594 -0.0007077   0.00053992 ...  0.00284386  0.00279296
  0.00283432]",Imiba yezoqoqosho,Economy,0.86998844
"[ 0.6669364  -0.11474577  3.431175   ...  1.2828215   1.1696461
  0.84296095]","[ 0.03148618 -0.00038071  0.0827465  ...  0.04289683  0.02295318
  0.0172188 ]","IKhabhinethi ihlaba ikhwelo kuwo onke amacandelo aseMzantsi Afrika ukuba axhase amaphulo akhokelwa ngurhulumente okukhwezela uhlumo loqoqosho emva kokuba kukhutshwe iinkcukacha-manani ezibonisa ukuba uqoqosho lweli lwehle nge- kwikota yesibini lisuka ku-6% ohlaziweyo wekota yokuqal Nangona amanye amacandelo oqoqosho lweli, afana necandelo lezemigodi, elezokwakha nelezezimali abonakalise ukukhula, umthamo akhule ngawo khange wanele ukunceda amanye amacadelo, ingakumbi icandelo lezolim","Cabinet calls on all sectors of South Africa to rally behind government-led initiatives to boost economic growth following the release of growth figures showing our economy contracted by zero point 7 per cent in the second quarter from a revised -percent in the first quarte Although some sectors of the economy, such as mining, construction and finance, recorded an improvement in growth, this was insufficient to offset fully the contraction in other sectors, in particular the agricultural secto",0.8925617
"[ 1.5637673e-01  4.4743365e-04 -9.4205933e-03 ...  1.1376020e+00
  7.3098344e-01  6.4941835e-01]",[0.02486125 0.00077405 0.00241894 ... 0.03236265 0.03485564 0.01249538],"Kwicala lezenkcitho, umthamo uwonke weempahla ezithunyelwa kumazwe angaphandle wona wongezekile, kodwa nawo uphinde wathotywa lizinga lenkcitho yamakhaya elehlileyo kwakunye nokuphunguka kweemveliso ezilungele ukuthengisw Umthamo wemali etyalwe zinkampani zabucala unyukile, ngelithuba otyalwe ngurhulumente wehlil Imeko efuna ukuba mbana kuqoqosho lwehlabathi kunye neziphumo zemveliso yelizwe yonyaka (i-GDP) zifuna ukuba urhulumente akhawulezise ukususa imiqobo ethintela ukuhluma koqoqosho abe ngaxeshanye enika inkxaso kubantu namakhaya angathathi ntwen Uqoqosho luhlume ngesantya solovane kule minyaka mine idluliley Oku kubonakalisa indima edlalwe zimeko ezingaphezu kwamandla ethu ezifana nembalela ebithwaxe icandelo lezolimo kunye namaxabiso aphantsi eemveliso zorhwebo kwakunye nendlela olumi ngayo uqoqosho lweli, izinto ezo zithe zathibaza amaphulo otyalo-mali nawokudala imisebenz Urhulumente uzimisele ukutshintsha inkqubo yokukhutshwa nokunikezelwa kwee-visa ukuze kuncedakale incadelo lezokhenketho, ukuqukunjelwa kwemithetho ebalulekileyo yezemigodi nezimbiwa ukuze kuxhaswe icandelo lezemigodi futhi kulungiswe nemeko engazinzanga yezimali kumashishini karhulument","Economic growth has slowed down significantly over the last four year This reflects factors such as drought conditions in the agricultural sector and low commodity prices but also domestic structural constraints, which have discouraged investment and employment creatio Government has committed, to amongst others, a complete overhaul of the visa system to support the tourism sector, the finalisation of key mining legislation to support the mining sector and further stabilise the finances of State-owned enterprise The upcoming job and investment summits, as well as the proposed government stimulus package, will provide details on reforms needed to drive growt",0.8572833
"[ 0.6725283   0.0190174  -0.23268266 ...  1.0538812   1.0817827
  1.3350507 ]",[0.01883321 0.00048401 0.00772309 ... 0.04391261 0.02003489 0.03825021],"Ezi ngqungquthela zizayo, eyezemisebenzi neyotyalo-mali, kwakunye noncedo lwezezimali oluvela kurhulumente, ziza kunika iinkcukacha ezicacileyo ngotshintsho ekufuneka lwenziwe ukuze kukhwezelwe uqoqosh IKhabhinethi iyamxhasa urhulumente kwiphulo lakhe lokuqinisekisa ukuba imali zakhe zisetyenziswa ngobunono futhi isicwangciso-sikhokelo sezimali zikarhulumente siza kunikezelwa kwiNtetho yoMgaqo-nkqubo woHlahlo Lwabiwo-mali lwesiGaba esiPhakathi (i-MTBPS)","Cabinet was briefed on progress made in the management of discipline of public-service employees conducting business with an organ of stat Promoting just and fair administration actions by senior government officials is a critical part of building an open and accountable government, as envisaged in the Constitution of the Republic of South Africa of 1996 and the building of a capable state as envisioned in the National Development Plan (NDP): Vision 2031.",0.7622228
[0.96402407 0.36601883 0.14786209 ... 1.3854035  1.6808813  1.4755456 ],"[ 6.6878195e-03  1.2219707e-03 -3.8315677e-05 ...  3.3544280e-02
  1.7606873e-02  3.9873342e-03]","Utyelelo lwelizwe lase-United Kingdom (e-UK) IKhabhinethi nayo njengoMongameli Cyril Ramaphosa iyalwamkela utyelelo lwaseburhulumenteni oluqhube kakuhle yiNkulumbuso uTheresa May yase-UK, equka iGreat Britain kunye neNorthern Irelan Olu tyelelo luza kuza neziphumo ezincumisayo eMzantsi Afrika ngokuthi kuqiniswe ubudlelwano borhwebo phakathi kwala mazwe kunye notyalo-mal I-UK lelinye lamazwe angaphandle atyala imali eninzi eMzantsi Afrik Iinkampani zaseBritain ezikweli lizwe zingama-650.","United Kingdom (UK) and Northern Ireland visit Cabinet joins President Cyril Ramaphosa in welcoming the successful working visit by Prime Minister Theresa May of the UK of Great Britain and Northern Irelan It will yield improved benefits for South Africa through strengthened bilateral trade and investmen The UK is one of the largest foreign investors in South Africa, with over 650 British firms present in our marke During the bilateral engagements, potential partnerships and efforts were discusse Prime Minister May also handed over the SS Mendi Bell to South Africa s Commander-in-Chief, President Ramaphosa, and the people of South Africa, to commemorate the sacrifice of over 600 South Africans who perished when the SS Mendi sank in the English Channel over 100 years ago Forum on China-Africa Cooperation (FOCAC) Summit Cabinet considered the Beijing Action Plan (2019-2021), which details the outcomes of the FOCAC Summit co-chaired by President Ramaphosa and Chinese President Xi Jinpin To build the China-Africa comprehensive strategic and cooperative partnership, China committed to implementing 10 cooperation plans with Afric These are in the areas of industrialisation; agricultural modernisation; infrastructure; financial services; green development; trade and investment facilitation; poverty reduction and public welfare; public health; people-to-people exchanges, and peace and securit Over the period, cooperation between the two sides will be underpinned by the theme:",0.77495074
"[ 0.42658535  0.12768589 -0.13366683 ...  1.7507676   1.3062261
  2.1102164 ]",[0.00607111 0.0152881  0.07267558 ... 0.02900624 0.00604071 0.02903168],"Ngethuba kubanjwe iindibano phakathi kwala mazwe, kuye kwagadlwa nezivumelwano ekunokungenwa kuzo kunye namanye amaphulo alulutho kula mazwe omabinINkulumbuso uMay waye wanikezela ngeNtsimbi ye-SS Mendi kwiNkumanda ePhethe imiKhosi Jikelele, uMongameli Ramaphosa nakubantu boMzantsi Afrika, njengesikhumbuzo sabemi beli loMzantsi Afrika abanikezela ngobomi babo basweleka ngethuba i-SS Mendi izika e-English Channel kwisithuba seminyaka engaphaya kwe-100 eyadlulayo 3.","In 2016 and 2017, the Department of Public Service and Administration identified public-service employees registered as suppliers on the Central Supplier Database, as supplied by National Treasur Departments were requested to create awareness, to verify information and to report progress with implementation on the steps taken against transgressor By the end of April 2018, 96% of all SMS members submitted their disclosures using the eDisclosure System Cabinet was briefed on progress made on the National School of Government (NSG) Funding Mode Cabinet approved a suit of mandatory and compulsory training programmes to be piloted by the NSG to undertake rapid capacity development interventions and to professionalize the public servic The direct payment for compulsory programmes to the NSG by relevant employing departments from their training budgets was also approve This will lead to a developmental public administration that goes further in attaining Vision 2030 of the NDP by",0.7476782
"[ 0.07678462  0.5387986  -0.23971619 ...  0.81035686  0.7549896
  0.5048487 ]","[ 0.00109281 -0.00110729  0.01644976 ...  0.02238015  0.04249103
  0.04663029]","INgqungquthela yeNtsebenziswano Phakathi kwe-China ne-Afrika (i-FOCAC) IKhabhinethi isiqwalasele isiCwangciso sokuSebenza saseBeijing (sowama-2019-2021), esicacisa iziphumo zeNgqungquthela ye-FOCAC apho uMongameli Ramaphosa noMongameli Xi Jinping waseChina bebebambisene njengoosihlal Ukuze kwakhiwe izivumelwano ezigcweleyo zentsebenziswano neziqiqisisiweyo phakathi kwe-China ne-Afrika, ilizwe laseChina lizibophelele ekuphumezeni izicwangciso zokusebenzisana ezili-10 nelizwekazi le-Afrik La ngamacandelo ekufuneka kuphuhliswe amashishini kuwo: ukuphuculwa kwezolimo; iziseko ezingundoqo zophuhliso; iinkonzo zezimali; uphuhliso olungeyongozi kokusingqongileyo; ukuqaliswa korhwebo notyalo-mali; ukuliwa kwendlala kunye neenkonzo zoluntu zezentlalontle; iinkonzo zoluntu zezempilo; izivumelwano zokwabelana ngezimvo nokunye phakathi kwabantu baseChina nabeli lizwekazi, kunye noxolo nokhuselek Ngokuhamba kwexesha, intsebenziswano phakathi kweChina neli lizwekazi iza kusekelwa phantsi komxholo othi: iChina ne-Afrika: Sisebenzela intsebenziswano emandla phakathi kwale mimandla apho sinamaphupha nekamva elinye ngokusebenzisa izivumelwano zentsebenziswano ezilulutho kuyo yomibini le mimandla","Cabinet approved the publication of the White Paper on Science, Technology and Innovation of 2018, for public commen The Minister of Science and Technology, Ms Mmamoloko Kubayi-Ngubane, will provide a full briefing in due course Cabinet also approved the publication of the National Protected Areas Expansion Strategy (NPAES) for public commen The NPAES is a 20-year strategic plan aligned to the NDP, focusing on expanding the protected areas estate, with specific focus on economic growth, transformation and sustainabilit The NPAES highlights how scarce human and financial resources can be efficiently and effectively allocated to achieve cost-effective protected area expansion, ecological sustainability and resilience to climate chang South Africa s protected area network includes world heritage sites, national parks, nature reserves, special nature reserves, protected environments, marine protected areas, mountain catchment areas, specially protected forest areas, and forest nature reserves Cabinet approved South Africa s Negotiating Positions for the 13th Meeting of the Conference of Contracting Parties to the Ramsar Convention on Wetlands (Ramsar COP 13) to be held in Dubai, United Arab Emirates, from 21 to 29 October 2011.",0.82450944
[0.3973914  0.20295915 0.3215751  ... 0.7973221  0.8514303  0.8582605 ],"[ 0.03122174 -0.00044608  0.0054427  ...  0.03220025  0.03211069
  0.02783592]","Ixabiso lamafutha ezithuthi IKhabhinethi iyavuyiswa kukungenyuki kwexabiso lamafutha ezithuthi kule nyanga, into leyo enike abantu abasebenzisa izithuthi zikawonke-wonke, abaqhubi-zithuthi kunye nabathengi umtyhi wokuphefumla wethutyana, ngethuba iSebe lezeMandla (i-DoE) lisagwadla amanye amaceb Imiba yezehlabathi efana nokunyuka kwexabiso le-oli ekrwada kunye nemeko engentlanga kumazwe asahlumayo zibangele ukuba ixabiso lamafutha ezithuthi linyuke ngokukhawuleza eMzantsi Afrika ukusukela ngekaTshazimpunzi kulo nyakIKhabhinethi ixhalabile kukunyuka kwamaxabiso kunye neziphumo ezibi zoku kubathengi ngokubanzi, kuquka nemeko yokunyuka kwamaxabiso njengoko abavelisi nabo benyusa amaxabiso into leyo ethi ichaphazele namaxabiso abekwa zivenkile ezinkulu, phakathi kwezinye izintEmva kokuba ethathele le miba ingqalelo, uMphathiswa wezaMandla uMnu Jeff Radebe, uye wathatha inyathelo lokungenelela egameni likarhulumente ezama ukukhusela uluntu ekuthwaxweni yingxaki yokunyuka kakhulu kwamaxabiso amafutha ezithuth Uchatha owongeziweyo kwixabiso lamafutha ezithuthi ziisenti eziyi-ngelitha kulungiselelwa ukuba ikwazi ukwenyuka imali eyenziwa zigaraji zize zona zikwazi ukunyusa imivuzo yabasebenzi, abafana nabasebenzi abatha ipetroli ezigarajNgexesha apha uqoqoqsho lweli luthwaxwa ngumbhodamo owenzeka kwiqoqosho lwehlabathi, iKhabhinethi iyavuyiswa zindaba zokuba eli linge lenziwe nguMphathiswa uRadebe alizikuchaphazela ipokotho karhulumente njengoko esebenzise imali ibisele egciniwe ilalisele ukunyuka kwexabiso lamafutha ezithuthi","Cabinet has expressed concern about increases and the detrimental effects on the general consumer, including amongst others, effects relating to the inflationary impact as producers pass on the increases to the retail secto Taking this into account, the Minister of Energy, Mr Jeff Radebe, made a special intervention on behalf of government to cushion the public against yet another steep increase in the fuel price, with the exception of the cents per litre increase in the retail margin of petrol to cater for the annual salary increases of employees, such as petrol attendants, at fuel station At a time when the economy is being impacted by global headwinds, Cabinet is pleased that this intervention has no impact on the fiscus as it uses funds that are already in the fuel-pricing structure Land reform",0.8479928
