xh,en,src_text,trg_text,Cosine_Score
"[ 1.1349045  -0.08910076  0.11055495 ...  1.1666476   0.87308556
  1.1483095 ]","[ 0.03465604 -0.00172666 -0.00061506 ...  0.0248805   0.02856664
  0.04928175]",Ukuphunyezwa kweenkqubo zikarhulumente ezingundoqo IKhabhinethi iyamkele iNtetho engoBume beSizwe kaMongameli Jacob Zuma ayenze ngoLwesine umhla we-11 kweyoMdumb Le ntetho ibonise indlela mayelana nokusebenza kwenkqubo karhulumente yokungena endimen,"This annual celebration demonstrates the support and gratitude to the men and women of the SAND President Zuma will address the opening of the National House of Traditional Leaders in Parliament, Cape Town on 26 February 2016.",0.77757
"[ 0.7650055  -0.20085491 -0.25016418 ...  1.242096    0.82087094
  0.861413  ]","[ 0.03954762  0.00039716 -0.00027829 ...  0.05187708  0.04461935
  0.02002532]","UMongameli umemelele urhulumente, abasebenzi namashishini ukuba basebenze ngokubambisana ukuze bafumane izisombululo eziza kunceda ekukhuliseni uqoqosho ngokuzingiley","who were appointed by President Zuma to provide support to the provincial government, mine owners and affected families following on the tragedy at the Lily Gold Mine in Barberton",0.7079079
[0.5271041  0.03860652 0.02584409 ... 0.35296765 1.4512209  1.8829778 ],"[ 0.01499697 -0.00378386 -0.00043243 ...  0.01663433  0.0205106
  0.02500053]","IKhabhinethi iyawaxhasa amanyathelo okuthoba inkcitho, manyathelo lawo aza kwaziswa nguMphathiswa wezeMali ngomhla wama-24 kweyoMdumb",Cabinet approved the submission of the Courts of Law Amendment Bill of 2015 to ParliamenThe Bill amends the Magistrates,0.7365376
"[ 1.0484781  -0.10952654  0.0891925  ...  0.61711454  0.5693965
  0.5479987 ]","[ 0.03180918 -0.00089218  0.02741301 ...  0.0173828   0.02609756
  0.07105389]",INtetho yoHlahlo Lwabiwo-malii lowama-2016/17 iza kuphinda ibonise indlela yokwabiwa,Upcoming events The first voter registration weekend for the 2016 Local Government Elections will take place from 5 to 6 March 2016.,0.7109147
"[ 0.46051455 -0.08242179 -0.11983399 ...  0.316274    0.31356102
  0.46676287]","[5.8738925e-02 2.5299722e-03 2.3155544e-05 ... 6.1043969e-04 2.2709806e-02
 7.6663382e-03]",kwamancedo ngokweenkqubo ngeenkqubo,Previously DHA was classified as a general administration support services under the Governance and Administration Cluste,0.6052239
"[ 0.8383684   0.00580005 -0.1892874  ...  0.8946229   0.93862015
  0.9921245 ]","[ 3.3837333e-02  3.5029898e-05 -1.0834403e-05 ... -5.9264043e-04
  2.0115392e-02 -2.9904579e-03]","zikarhulumente, ngokokugxinisisa kukaMongamel IKhabhinethi iyamkele iNgqungquthela yezeMigodi ebibanjelwe ngempumelelo eKapa",It has expressed its gratitude to all South Africans who are supporting drought relief effortCabinet extends its appreciation to those who have heeded the call to report any leaks in support of the War on Leaks Campaign led by Minister of Water and Sanitation Nomvula Mokonyan Cabinet appreciates the spirit of Ubuntu shown by the initiative led by Operation Hydrate that has made a difference to communities in distres,0.74066746
[0.47525132 0.0676091  0.25363603 ... 0.9521509  1.3820481  1.1324918 ],"[ 1.1332962e-02  4.2694886e-04 -7.1063485e-05 ...  3.6164865e-02
  4.2570699e-02  2.4939584e-02]",ngomhla we-8 ukuya kowe-11 kweyoMdumb Abameli abaphambili becandelo lezemigodi noorhululumente abaninzi base-Afrika babelana ngeembono zabo malunga nendlela eli candelo elingaluqhuba ngayo utyalo-mali lixhamle nakumathuba akhoyo e-Afrik IKhabhinethi ikuqhwabele izandla ukuzinikela korhulumente waseJapan ekunyuseni utyalo-mali lwayo eMzantsi AfrikIKhabhinethi iphinde yaqinisekisa ukuzinikela kwayo kwicandelo lezemigodi elizinzileyo neliphumelelay IsiCwangciso-sikhokelo sesiVumelwano seCandelo lezeMigodi eliZinzileyo sixhasa icandelo lezemigodi kule meko inzima igqubay IKhabhinethi isoloko inika ingcaciso kunye nesiqinisekiso ngemithetho elawula ezemigodi kwaye iza kuqinisekisa ukuqukunjelwa koMthetho osaYilwayo woPhuhliso lweziMbiwa nePetroliyam osePalamente kungoku nj 2.,"Implementation of key government programmes Cabinet welcomed President Jacob Zuma s State of the Nation Address delivered on Thursday, 11 Februar The speech set the strategic path for the implementation of government s Programme of Actio The President has called on government, labour and business to work together to find solutions for a sustainable economic growt Cabinet supports the cost-cutting measures announced by the President, which will be elaborated by the Minister of Finance on 24 FebruarThe 2016/17 Budget Speech will further map out the allocation of resources to the various government programmes as emphasised by the Presiden Cabinet welcomed the successful Mining Indaba, which was held in Cape Town from 8 to 11 Februar Leading representatives from the mining sector and several governments from Africa shared their insights into how the sector can drive investments and capitalise on the opportunities available in Afric Cabinet appreciated the commitment made by the Japanese government to increase its investment in South AfricCabinet reaffirmed its commitment to a stable and flourishing mining secto The Framework Agreement for a Sustainable Mining Industry supports the mining industry in this current difficult environmen Government continues to provide a regulatory certainty and will ensure the finalisation of the Mineral and Petroleum Resources Development Bill, which is before Parliamen 2.",0.84982675
"[ 0.75131696  0.06761597 -0.21159504 ...  1.0896586   0.78047186
  1.9198767 ]","[ 0.01254993 -0.00137715  0.00483114 ...  0.02316927  0.02522906
  0.06013514]","Izigqibo ezingundoqo zeKhabhinethi IKhabhinethi iwuvumile uMgaqo-nkqubo wokugqibela weSizwe wokuNgcakaza ojongene nemingeni ethintela ukusebenza kakuhle koMthetho weSizwe wezokuNgcakaza, wowama-2004 (uMthetho uNombolo 7 wowama-2007).","Key Cabinet decisions Cabinet approved the final National Gambling Policy, which addresses challenges hampering the effectiveness of the National Gambling Act, 2004 (Act 7 of 2004).",0.89756715
"[ 1.0888294   0.21524224 -0.23054385 ...  1.408441    1.6474949
  0.83661747]","[ 0.02752972  0.00907405 -0.00026526 ...  0.0191703   0.05971447
  0.0005659 ]","Lo mgaqo-nkqubo sele kuboniswene ngawo nolunt Lo mgaqo-nkqubo uza nezilungiso kwimithetho elawula iibhodi zokungcakaza, kwaye iqinisa imiqathango yolawulo ukuze kuhle ukusetyenziswa kakubi kokungcakaz Usebenza kwiikhasino, kwi-bingo, koomatshini bokungcakaza abangahlawuli kakhulu nasekubhejeni emidyharhweni yamahash Lo mgaqo-nkqubo uza kutshintsha iBhodi yeSizwe yezokuNgcakaza,","This policy has already gone through a public consultation proces The policy proposes amendments to the regulatory structural framework of the gambling boards and strengthens the control mechanisms to minimize the abuse of gamblin It is applicable to casinos, bingo, limited payout machines and betting on horseracin",0.85764205
"[ 0.6540796   1.7967592  -0.19970752 ...  1.0994374   0.67112195
  1.8858553 ]","[ 0.02342966  0.05823435 -0.00041319 ...  0.02948285  0.01361684
  0.05465096]","ijike ibe nguMlawuli weSizwe wezokuNgcakaza oza kuba phantsi kweSebe lezoRhwebo noShishin IKhabhinethi ivume ukuba iNgxelo engokuPhononongwa kweYona miNyaka iVumelekileyo ukuba uBani angaBekwa iTyala loLwaphulo-mthetho ingeniswe ePalamente ngokommiselo woMthetho wezoBulungisa baBantwana, wowama-2008 (uMthetho uNombolo 75 wowama-2008).","Cabinet approved the submission of the Report on the Review of the Minimum Age of Criminal Capacity to Parliament, which is required in terms of the Child Justice Act, 2008 (Act 75 of 2008).",0.8038636
