xh,en,src_text,trg_text,Cosine_Score
[0.3202283  0.23104104 2.6710355  ... 0.843078   0.7200043  1.3932855 ],"[ 0.00436155 -0.00046618  0.10326497 ...  0.02534816  0.01753017
  0.008768  ]","IKhabhinethi ibibambe intlanganiso yayo ngoLwesithathu, umhla wesi-7 kweyeSilimela kowama-2017, eTuynhuys, eKapa Imiba engundaba-mlonyeni IKhabhinethi iyalibethelela ikhwelo ebelihlatywe nguMongameli Jacob Zuma lokuba abemi boMzantsi Afrika babambisane balwe ubundlobongela noxhatshazo olwenziwa kwabasetyhini nabantwana, kwaye icela bonke abemi boMzantsi Afrika ukuba bathathe amanyathelo akhawulezileyo okusiphula neengcambu lo mkhuba mbi kangaka kwisizwe sethOku kulandela utyelelo obelwenziwe nguMongameli lusiya e-Elsies River eKapa ngeenjongo zokuxhasa iMbizo yokuLwa uLwaphulo-mthethLe Mbizo iphinde yawucacisa ngokuphandle umba wokuba sesichengeni kwabasetyhini nabantwana kweli lizwe lethUMongameli waye wathembisa ukuba uza kuphinda eze kule ndawo aze kuqwalasela iingxaki zeziganeko ezininzi zolwaphulo-mthetho nokubulawa kwabantu, ingakumbi abantwana kunye nokuba ii-arhente zogcino-mthetho zingenza njani ukuze ziphucule indlela ezisebenza ngayo ukunceda ulunt IKhabhinethi iyakwamkela ukukhutshwa koPhando lowama-2015 ngaMakhaya Ngokubanzi, olubonisa inkqubela kumba wokufezekiswa kweenkqubo zikarhulumente ukuze kuphuculwe ubomi babemi boMzantsi Afrika, ingakumbi abantu abaphuma kwmimandla eyayihlelelekile ngaphambilIinkcukacha-manani zibonakalisa ukuba liyanda inani labantu elakhelwe izindlu ngurhulumente, kangangokuba inani labantu beli abahlala kwizindlu ezisisibonelelo sikarhulumente linyuke lisuka kwi-5% ngowama-2002 laya kutsho kwi-13,5% ngowama-2016.Olu phando lubonakalisa nokuba iinkqubo zezibonelelo zikarhulumente zinyuke zisuka kwi-12,7% ngowama-2003 laya kutsho kuma-29,7% ngowama-2016.Kwakhona nenani labantu abafakelwe amanzi, umbane kunye nezindlu zangasese ezigungxulwayo linyuke kakhulu, into eluphawu olubalulekileyo olubonisa ukuzimisela kukaRhulumente woMzantsi Afrika ukulungisa umonakalo owashiywa ngumbuso wocalu-calulo ngokusa iinkonzo ezisisiseko kubo bonke abantIKhabhinethi iqaphele nokuba nangona inani labantwana ababhalisela ukufunda kumaziko emfundo ephakamileyo linyuka, noxa linyuka kancinci, ngabantu abantsundu abaneminyaka yobudala eli-18 ukuya kwengama-29 abayi-3,3% kuphela abafundayo xa kuthelekiswa ne-18,8% yamaNdiya nama-Asiya kunye ne-17,5% yabamhlophe nabo abayile ntang Abantwana bebala abebefunda ngowama-2016 bona bebeyi-3,5% kuphelOlu phando luphinde labonakalisa ukuhla kwenani lamakhaya athwaxwa yindlala lisuka kuma-23,8% laya kutsho kwi-11,8%, into leyo ebonakalisa ukuba uyabonakala umsebenzi owenziwayo ukulwa indlala kwimimandla ethwaxwa kakhulu yindlal IKhabhinethi iluqaphele uPhando lweKota leCandelo lezeMisebenzi lekota yokuqala yonyaka olubonisa ukuba uqoqosho lweli ludale imisebenzi engama-144 000.","The survey also shows that government s social-assistance programmes indicates an increase from 12, 7% in 2003 to 29,7% in 2016.There is also a marked increase in access to water, electricity and sanitation, which is an important marker for the South African Government s ambition to redress the wrongs of apartheid and provide basic services to all the peoplCabinet has, however, noted that while higher education enrolments are on the increase, albeit at a slow pace, only 3, 3% of black Africans aged 18 to 29 years were studying as opposed to 18, 8% of Indian/Asian individuals and 17, 5% of the white population in this age grou Only 3, 5% of the coloured population was studying during 2016.The survey further indicated a decrease from 23, 8% to 11, and 8% of households that experienced hunger, which shows progress in addressing communities living in extreme povert Cabinet noted the Quarterly Labour Force Survey for the first quarter of the year that showed the economy adding 144 000 job These numbers were offset by an increase in the number of job-seekers by 433 00 peopl Cabinet reaffirms its commitment to continue partnering with the private sector and labour in its attempts to address the country s unemployment challenge Cabinet welcomes the launch of the refurbished Babelegi Industrial Park in Hammanskraal as part of government s plans to accelerate economic development and job creation in the are The R42-million project is part of government s Revitalisation of Industrial Parks Programme and one of six parks that are being revitalised across the country for broader economic and industrial developmenCabinet encourages local industries and businesses to consider expanding operations to industrial parks to access the various support measures which are available to further develop their businesse Cabinet was briefed by Minister of Finance, Mr Malusi Gigaba, on the latest South Africa s Gross Domestic Product (GDP) figures, which contracted",0.89037186
"[ 0.38476852 -0.00564892  0.79217726 ...  0.9028973   0.77128595
  0.91216177]","[ 0.00268142 -0.00062358  0.04526813 ...  0.03688131  0.03155871
  0.03614649]","Umtyhi oze nenani lezi zithuba zemisebenzi uphinde waphelela emoyeni ngenxa yenani labantu abafuna imisebenzi elinyukileyo, langabantu abangama-433 000.IKhabhinethi iyaphinda iyakubethelela ukuzibophelela kwayo kumba wokusebenzisa namashishini abucala kunye nabasebenzi kumalinge ayo okulwa ingxaki ehlupha ilizwe yokunqongophala kwemisebenz IKhabhinethi iyakwamkela ukuvulwa kweBabelegi Industrial Park elungiswe ngokutsha eseHammanskraal njengenxaleye yezicwangciso zikarhulumente zokukhawulezisa uphuhliso loqoqosho nokudala imisebenzi kulo mmandlLe projekthi ityabule imali ezizigidi ezingama-42 zeerandi iyinxalenye yeNkqubo kaRhulumente yokuVuselela imiMandla yeMizi-mveliso kwaye iyenye yeeprojekthi ezintandathu zemimandla yemizi-mveliso ehlaziyiweyo kwilizwe liphela ukuze incedise kuphuhliso olubanzi loqoqosho namashishinIKhabhinethi ikhuthaza imizi-mveliso namashishini eli ukuba acinge ngokuvula amanye amasebe namacandelo kule mimandla yemizi-mveliso ukuze nawo axhamle kwezi zibonelelo zenkxaso zikwezi ndawo ukuze bakhulise nangakumbi amashishini wab IKhabhinethi inikwe amagqabantshintshi nguMphathiswa wezeMali, uMnu Malusi Giba malunga namanani akutsha nje eMveliso yeLizwe yoNyaka (i-GDP) yoMzantsi Afrika, enciphe ngo-0,7% kwikota yokuqala yowama-2017.Esi siphumo se-GDP sibi kuneso besilindelwe singaphantsi kakhulu kuHlahlo Lwabiwo-mali oluHlaziyiweyo lowama-2017, ebeliqikelele ukuba i-GDP yowama-2017 iza kuhluma ngo-.","The agriculture, forestry and fishing industry rebounded in the first quarter of 2017 with an increase of 22, 2%.There are green shoots that the country can leverage to boost its own economic growth outloo These include improving global growth, stabilising commodity prices, more favourable climate conditions, reliable electricity supply and less volatile labour relationAs a matter of urgency, Cabinet calls on business, labour and the broader society to partner with government to intensify our growth programme and improve confidence so as to arrest the decline and set the economy on a higher trajectory, to achieve inclusive economic growt In this regard the Minister of Finance will meet with business leaders in a bid to formulate strategies to counter economic recession and achieve inclusive growtCabinet endorsed a full media briefing by the Minister of Finance to share with South Africans the interventions government will embark upon within the current budget framewor Cabinet further reaffirms the adopted budget framework for the countr The rating agencies Fitch and Standard & Poor s affirmed South Africa s long-term foreign currency debt ratings of",0.870204
"[ 0.6506736  -0.05850523  3.7793586  ...  1.0615051   1.4753096
  1.908583  ]","[1.0643227e-02 6.4776752e-05 3.9638649e-03 ... 3.1844024e-02 4.5678124e-02
 2.1778775e-02]","I-GDP yenziwe ngenxa yokungaqhubi kakuhle kwecandelo lezemizi-mveliso, elezorhwebo, elezokutyisa nelezokuhlalisa iindwendwNoko kunjalo, uqoqosho luxhaswe luhlumo kwicandelo lezemigodi nelekwari wona akhule nge-12,8%.","This has been attributed to, among other things, the contraction of the manufacturing, trade, catering and accommodation industrieThe economy was nevertheless supported by growth in the mining and quarrying industry which increased 1.",0.8409194
[0.3555966  0.01431115 0.74164224 ... 0.8890191  0.83658725 0.9155081 ],"[ 0.01979864 -0.00135362  0.00324526 ...  0.03008545  0.02170202
  0.01490396]","Icandelo lezolimo, elezamahlathi kunye nelezokuloba aqhube kakuhle kwikota yokuqala yowama-2017 kuba akhule nge-2.Zikhona iimpawu ezibonakalisa ukuthembisa eli lizwe elinokuzisebenzisa ukunceda uhlumo loqoqosho lwal Ezi ziquka uhlumo oluncumisayo loqoqosho lwehlabathi, ukuphucuka kwamaxabiso ezimbiwa, iimeko zezulu ezintle, imeko yombane ezinzileyo kunye nobudlelwano obuhle phakathi kwabasebenzi nabaqeshIKhabhinethi icela amashishini, imibutho yabasebenzi kunye noluntu ngobubanzi ukuba basebenzisane norhulumente ukuze kuqiniswe inkqubo yokuhlumisa uqoqosho nokunyusa izinga eli lizwe elithenjwe ngalo ngabatyali-mali ukuze sinqade ukuwa koqoqosho size ngolo hlobo sibuyisele uqoqosho lweli kwimeko yohlumo, ukuze kubekho uhlumo oluxhanyulwa ngumntu wonkKonke oku kufuneka kwenziwe ngaphandle kokuphozisa amasek Ke ngoko uMphathiswa wezeMali uza kudibana neenkokeli zezoshishino bagwadle iqhinga lokulwa le ngxaki yokudodobala koqoqosho lutshintshe luhlume ngenxela eza kuxhanyulwa ngumntu wonkIKhabhinethi ivumile ukuba uMphathiswa wezeMali abambe intlanganiso nonoondaba aze axelele abemi boMzantsi Afrika ngamanyathelo okungenelela urhulumente aza kuwathatha kolu hlahlo lwabiwo-mali lwalo nyaka-mal IKhabhinethi iyaphinda iyazibophelela ekubeni iyaluxhasa uhlahlo lwabiwo-mali lweli lizw","Cabinet welcomes the 2017 Report from the International Congress and Convention Association, which continues to rank South Africa as the top business events destination in Africa and the Middle Eas The report was released in May 2017 in Frankfurt, GermanSouth Africa remains one of the world s most popular tourist destinations and continues to top the rankings also on the World Economic Forum Travel s global travel and tourism competitiveness index as released in April 2017.Cabinet would like to see more of South Africa s smaller towns and cities bidding for smaller meetings where they can meet the hosting requirement This will help to improve the geographic distribution of tourism beyond the major centres and spread the wealth generated by these events more equitabl.",0.83530664
"[ 0.09027729  0.08401081 -0.2147245  ...  0.72543436  1.0034189
  0.4477651 ]","[ 1.1679085e-02  2.0427665e-02 -2.0027053e-05 ...  2.3796976e-02
  1.9070528e-02  9.7978441e-03]","I-arhente zokuhlela amazwe u-Fitch kunye no-Standard & Poor s aziyitshintshanga indawo obekwa kuyo uMzantsi Afrika ngokwasakhono sokubhatala isikweliti setyala langaphandle, indawo leyo engu- BB+ .Oku kwenzeke ngenxa yeentlanganiso uMphathiswa Gigaba ebezibambile namashishini abucala ukuqinisekisa ukuba umsebenzi oqhutywa ngokubambisana phakathi kukarhulumente, amashishini, imibutho yabasebenzi kunye nemibutho yoluntu uyaqhubeka, kwaye nezithembiso ezenziweyo ziyazalisekiswIKhabhinethi iyakubethelela ukuba abemi boMzantsi Afrika kufuneka batsale ngamxhelo-mnye, ingakumbi ngala maxesha anzima futhi basebenze ngokuzimisela ukuqinisekisa ukuba eli lizwe libuyiselwa kwiindawo yalo ngokwesakhono sokukwazi ukubhatala izikwelit IKhabhinethi iyazamkela iingxoxo zendibano yeKomiti yoLawulo eHlangeneyo phakathi koMbutho ongaHlawulisani Rhafu yoRhwebo wamaZwe elizwekazi leMelika eseMazantsi (i- (MERCOSUR) noMbutho wamaZantsi e-Afrika ongaHlawulisani Rhafu yoRhwebo (i-SACU) ebibanjwe kwezi ntsuku zimbalwa zidlulileyo kwelAmazwe abekulo ndibano avumile ukuba kufuneka asebenzisane akhangele amathuba okukhuthaza isiVumelwano sokweNzelelelana kwezoRhwebo (i-PTA) se-MERCOSUR ne-SACU ngokubandakanya ii-arhente zezorhwebo, amaqumrhu ezoshishino, amashishini abucala kunye namaziko kunye nezindlu zozakuzo zamazwe angaphandl Isivumelwano esiphakathi kwe-MERCOSUR ne-SACU siza kunika oosomashishini beli abarhweba ngokuthumela iimpahla ngaphandle ithuba lokuba bathengisele abantu abazizigidi ezingama-280 iimveliso zabIKhabhinethi ihlaba ikhwelo kubo bonke oosomashishini abarhweba ngokuthumela iimpahla kumazwe angaphandle lokuba mabawasebenzise la mathuba eza ne-PTA njengoko iimveliso zeli zikwazi ngoku ukuthunyelwa kumazwe angamalungu e-MERCOSUR zibhatalelwe irhafu yorhwebo enesaphulel IKhabhinethi ivakalise ukudana sisigqibo esithathwe yi-United States of America (i-USA) sokurhoxa kwisiVumelwano sasePariIsiVumelwano saseParis, esiza kuqala ukusebenza ngokupheleleyo ngowama- 2020, sixhomekeke kwimali ehlawulwa ngamazwe angamalungu elungiselelwa ukufezekisa iinjongo zamazwe ehlabathi ekuvunyelwene ngazUMzantsi Africa ucela i-USA ukuba isicingisise esi sigqibo isithathileyo ibuyele kwakhona kwesi sivumelwano samazwe ngamazw IsiVumelwano sokuQondana phakathi kukaNovartis, iBhunga loMzantsi Afrika loPhando ngezoNyango kunye neSebe lezeNzululwazi nobuChwepheshe, siza kunceda ukwandisa umthamo nokuphucula umgangatho wamaphulo ophando ngezonyango futhi siqeqeshe abantu kwizakhono zezophando kweli lizwekazEsi sivumelwano siza kunceda ukuba kuqhutywe amaphulo ophando ngokubambisana ngezifo ezithile ezosulelayo nezingosuleliyo, kuphuculwe indlela izigulane zoMzantsi Afrika eziwafumana ngayo amayeza aluncedo, nokwakha izakhono zezophando nophuhliso zeli lizwekazIKhabhinethi ikholelwa ukuba akhona namathuba okungena kwizivumelwano zentsebenziswano phakathi kukarhulumente namashishini abucala, kwaye iqinisekile ukuba izivumelwano ezifana nezi zingaluncedo kakhulu ekusombululeni imingeni enzima emininzi esijamelene nay.","BB+ .This comes amid Minister Gigaba s engagements with the private sector to ensure that the joint work of government, business, labour and civil society continues, and that the pledges made are fulfilleCabinet reiterates that South Africans must continue to act in unison, especially during difficult times and work even harder to ensure that the country reclaims its investment grade statu Cabinet welcomes deliberations at the inaugural Joint Administration Committee for the Common Market of the South (MERCOSUR) and the Southern Africa Customs Union (SACU) recently held in the countrThe parties agreed to jointly consider opportunities to promote the MERCOSUR-SACU Preferential Trade Agreement (PTA) by including their trade promotion agencies, chambers of commerce, private sector, and their respective embassies and foreign mission The MERCOSUR-SACU agreement provides local exporters with the opportunity to tap into a market of more than 280-million peoplCabinet calls on all the country s exporters to take advantage of the PTA as local products are now able to enter the MERCOSUR bloc at preferential duty rate Cabinet expressed regret at the decision of the United States of America (USA) to withdraw from the Paris AgreemenThe Paris Agreement, which will be fully operational by 2020, is premised on contributions determined by countries themselves towards collectively agreed global goalSouth Africa has called on the USA to reconsider its position and recommit to the multilateral proces The Memorandum of Understanding between Novartis, the South African Medical Research Council and the Department of Science and Technology, paves the way to boost the volume and quality of clinical trials and build research capability on the continenThe agreement will allow for joint research programmes in selected communicable and non-communicable diseases, improve South African patients' access to innovative medicines, and build the country and continent's research and development capabilitieCabinet believes that there is room for more public-private partnerships, and is convinced that these can lead the way in addressing the many pressing challenges we fac",0.8465107
"[ 0.63976866 -0.08610883  0.18462865 ...  0.77916735  1.1151896
  0.9487729 ]",[0.01372402 0.05552156 0.00196921 ... 0.01895779 0.00923167 0.01863729],"IKhabhinethi iyayamkela iNgxelo yowama-2017 yoMbutho weeNkomfa neeNggqungquthela zeHlabathi, ebeka uMzantsi Afrika kwiindawo ephezulu kumazwe okubamba imisitho yezoshishino e-Afrika nakuMbindi-Mpum Le ngxelo ikhutshwe ngoCanzibe wowama-2017 eFrankfurt, eGermanUMzantsi Afrika uselelinye lamazwe athandwa kakhulu ngabakhenkethi kwaye usabambe indawo yokuqala kuluhlu lwehlabathi lokhuphiswano kwezohambo nokhenketho olupapashwa liQonga leHlabathi lezoQoqosho (i-WEF) ngekaTshazimpunzi ngowama-2017.IKhabhinethi ifuna iidolophana nezixekwana ezincinci zaseMzantsi Afrika ukuba zifake izicelo zokusingatha iintlanganiso ezincinci eziza kukwazi ukumelana neendleko nezinye izinto eziza kufuneka ukusingatha umsitho lowOku kuza kunceda ukuba amaqithi-qithi ecandelo lezokhenketho kunye nemali eyingeniso eyenziwa ngokusingatha le misitho ixhanyulwe kwiindawo zonke zeli ingapheleli nje kwizixeko ezikhulu ezaziway.","Issues in the Environment Cabinet reiterates President Jacob Zuma s call for South Africans to unite against violence and abuse of women and children, and calls on all South Africans to take urgent steps to eradicate this scourge in our communitie This follows the President s visit to Elsies River in Cape Town in support of the Fight against Crime Imbiz This visit once again highlighted the vulnerability of women and children in our societThe President undertook to return to the area to look into the many challenges of crime and murder, especially of children and how law-enforcement authorities would improve their services to the communit Cabinet welcomes the release of the General Household Survey 2016, which continues to show progress in the implementation of government programmes to improve the lives of South Africans, especially the previously disadvantaged communitie The statistics show that government is making inroads in providing housing, with South African households living in",0.8087752
[0.6641028  0.37962142 0.02530175 ... 0.6997611  0.84517616 0.6267036 ],"[ 3.22928354e-02  1.18558705e-02 -5.83048604e-05 ...  1.95992496e-02
  8.33876338e-03  1.35303615e-02]","IKhabhinethi ilumkisa abemi boMzantsi Afrika ukuba bahlale bevundlile bakwazi ukuzihluza iindaba zokwenyani kwezingeyonyani, ingakumbi ngoku sekukho iimbalelwano ezingenabunyani ezipapashwa kumakhasi onxibelelwano ezimalunga namantombazana nabantu basetyhini ekuthiwa balahlekile, babiwe nekuthiwa baxhwiliwUdushe oluqhambuke kutsha nje KwaMashu, kufutshane neDurban olubangelwe zingxelo ezingeyonyani zabantwana abaxhwiliweyo kula ndawo kunye nezentombazana yaseNaledi eSoweto ekutyholwa ngokuba ixhwilwe ngabantu abahamba ngemoto eyi-Toyota Quantum ekuye kwakhutshwa nenombolo yayo yokubhalisa bezigcwele kumakhasi onxibelelwan Ezi ngxelo kuye kwaphinda kwafumaniseka ukuba aziyonyanUkusasazwa kwezi ndaba zingeyonyani nolwazi olububuxoki kubangela ukuba abantu bakuthi bahlale besexhaleni besoyika kwaye oku kuchitha ixesha labantu futhi kudlala ngamapolisSiyababongoza abantu ukuba bangazigqithisi futhi bazisasaze kumakhasi onxibelelwano iindaba ezingeyonyani, phambi kokuba baziqinisekise ukuba ziyinyani na ngenen.","Cabinet calls on South Africans to be vigilant of fake news, in particular the increase in false posts on social media over missing, kidnapped and abducted girls and wome The recent outbreak of violence in KwaMashu, near Durban over fake reports of children being abducted in the area and the alleged abduction of a girl in Naledi, Soweto by persons in a Toyota Quantum with registration number included went viral on social media, which was later found to be untruThese hoaxes, fake news and the dissemination of false information cause panic among our communities and waste time and resources of the polic We appeal to people not to repost and disseminate fake news on social media, until they have verified the authenticit.",0.88038206
[0.48613527 0.5319086  0.11496727 ... 0.8881286  0.7071645  0.8630212 ],[0.01260694 0.02105279 0.01411015 ... 0.03182274 0.01259042 0.03725845],"IKhabhinethi ikhathazekile zingxelo zoonondaba ezimalunga nee-imeyile ezipapashwe ngaphandle kwemvume ekuthiwa zinezityholo ezijoliswe kuBaphathiswa, amagosa karhulumente kunye nabanye abantu ezimalunga nezenzo ezinxamnye nomthethIKhabhinethi izimisele kulawulo olungenaziphene kwaye ifuna nokugxininisa ukuba ngokoMgaqo-siseko weli abantu bathathwa ngokuba bamsulwa kude kuziswe ngaphambili ubungqina obuzeleyo obuthi banetyalIKhabhinethi icela bonke abanolwazi olumalunga nezenzo ezinxamnye nomthetho ezenziwayo ngamagosa karhulumente okanye abaphathiswa ukuba balugqithisele kwii-arhente zogcino-mthetho ukuze ziphandwIKhabhinethi iyakuqonda ukuba akhona amanye amatyala asele evuliwe, kwaye namapolisa sele eqalisile ngophand Bonke abo banamagama akhankanyiweyo bayacelwa ukuba basebenzisane nee-arhente zogcino-mthethUMongameli Zuma uzikhabile izityholo ezipapashwe kumaphephandaba angeCawa zokuba uthenge indlu eDubai e-United Arab Emirates Izigqibo zekhabhinethi IKhabhinethi ixelelwe ngeengxelo zekota zesine zenkqubo yomsebenzi zowama-2016/17 (eyoMqungu ukuya kweyoKwindla ngowama-2017) malunga nokufezekiswa kweenjongo eziphambilIndima edlalwa yiKhabhinethi yokuba liliso elijonge ukuphunyezwa kwesiCwangciso-sikhokelo esiQiqiqisiweyo sesiGaba esiPhakathi, ikhokelele ekubeni iphucuke indlela ezihanjiswa ngayo iinkonzOku kusenza ukuba sibe secicini lokuzalisekisa iphupha loMbono wama-2030 wesiCwangciso seSizwe soPhuhliso (i-NDP).","that are purported to implicate Ministers, officials and private individuals in alleged wrongdoinCabinet remains fully committed to good governance and at the same time, it also notes that all persons are presumed innocent until proven guilty in terms of our ConstitutioCabinet urges all who have information about any wrongdoing by government officials or Ministers to inform the law-enforcement agencies so that investigations can be undertakeIt is aware that some cases have already been opened, and the police are undertaking the necessary investigation All who are affected by the emails are urged to cooperate with the law-enforcement agenciePresident Zuma has rebutted the allegation that was published by a Sunday newspaper that he owns a house in Dubai in the United Arab Emirates Cabinet decisions Cabinet was apprised of the 4th performance quarterly progress reports for 2016/17 (January-March 2017) on the implementation of priority outcomeCabinet s oversight over the implementation of the Medium Term Strategic Framework 2014 to 2019, results in improved service deliver This takes us closer to the realization of the National Development Plan s (NDP) Vision 2030.Government has made considerable progress in implementing its 14 priority outcomes and advancing the objectives of the ND Challenges affecting implementation and action required to improve delivery were also identifieThe GCIS is coordinating cluster media briefings, which are scheduled to take place from 9 to18 June 2017.",0.87201625
"[ 0.49199587 -0.05505577  0.24528359 ...  1.5563383   0.94540286
  2.1161997 ]",[0.00551432 0.01713298 0.00784127 ... 0.0299748  0.03657749 0.03687068],"IKhabhinethi sele yenze umsebenzi obonakalayo ekuphumezeni iziphumo eziphambili ezili-14 nokuqhubela phambili iinjongo ze-NDZiboniwe iingxaki nemingeni ekugaganwa nayo xa kuphunyezwa i-NDP kwaye ayaziwa namanyathelo afuna ukuthathwa ukuze kuphuculwe ukuhanjiswa kweenkonzIZiko lezoNxibelelwano nokuSasazwa koLwazi lukaRhulumente (i-GCIS) lenza amalungiselelo eentlanganiso noonondaba eziza kubanjwa zintlanganisela zamasebe ezahlukeneyo, ekuhlelwe ukuba ziza kubanjwa ukusuka ngomhla wesi-9 ukuya kowe-18 kweyeSilimela ngowama-2017.","The Year of OR Tambo: Advancing Youth Economic Empowerment , with a meeting of the Presidential Youth Working Grou This brought together government and leaders of youth organisations, who took stock of progress in the socio-economic advancement of young peoplMinisters and Deputy Ministers will engage in various activities aimed at promoting youth development and empowermen The National Youth Day commemoration event will take place in Ventersdorp, North West on 16 June 2017.",0.7789104
"[ 1.4613829  -0.166858   -0.14923804 ...  0.64239925  1.4004031
  1.7553073 ]","[ 0.0293252  -0.00108108 -0.00056418 ...  0.0066497   0.03175884
  0.04149856]",Uluhlu olunamaxesha nezinye iinkcukacha ezichanekileyo liza kupapashwa kule webhusayithi: wwgoza Imisitho ezayo UMongameli Zuma uphehlelele iNyanga yoLutsha phantsi komxholo othi:,An updated schedule will be posted to wwgoza Upcoming events President Zuma launched Youth Month under the theme,0.8416345
