xh,en,src_text,trg_text,Cosine_Score
"[ 0.8422602   0.0102746  -0.07868274 ...  0.2360476   0.4632242
  0.9567237 ]","[ 2.0932527e-03 -2.0482007e-04  4.8137208e-05 ...  1.0729753e-03
  1.5222355e-03  7.8740353e-03]",Imiba enguNdabalomnyeni1.,MESSAGES1.,0.79530716
"[ 1.3870673   0.15601204 -0.08820844 ...  0.89741445  0.99506265
  1.6444969 ]","[ 0.02435023 -0.0001398   0.00151231 ...  0.00084613  0.00388187
  0.00481936]",Ukuqaliswa kwenkqubo yokugonyela isiFo seNtsholongwane ye-Corona (i-COVID-19),COVID-19 Recovery,0.7436726
"[ 0.9646711   0.9453873  -0.0965709  ...  1.0957489   0.69140255
  0.61459154]","[1.0110038e-02 2.1592286e-05 6.4710733e-03 ... 2.1729706e-02 1.3326902e-02
 2.6229749e-02]","IKhabhinethi ixelelwe liSebe lezeMpilo ngomsebenzi oselwe wenziwe malunga neNkqubo yoGonya, equka inzululwazi ngezifo (icandelo lenzululwazi ngezobugqirha eliphanda ngezifo, indlela ezinwenwa ngayo kunye nezokuzithintela kwakunye neminye imiba enxulumene nempilo) kananjalo","Coronavirus Disease (COVID-19) vaccine roll-out Cabinet was apprised by the Department of Health on the progress of the Vaccination Roll-out Programme, which included epidemiology (the branch of medicine which deals with the incidence, distribution and possible control of diseases and other factors relating to health) and surveillanc Cabinet noted the decline in new infections, as well as hospital admissions and reported death case",0.8388012
"[ 0.67685753  0.16997568 -0.2583366  ...  0.63352734  0.81750005
  0.916013  ]",[0.00684221 0.00437038 0.02805333 ... 0.03458225 0.03138989 0.02398215],"nokubeka phantsi kweliso elibukhal IKhabhinethi ikuqaphele ukuhla kwenani labantu abasulelekileyo, abo balaliswa ezibhedlela kunye nababulewe sesi sif","Cabinet however noted the increase in infection reproduction rate The Department of Health assured Cabinet that more work is being done to understand and contain the reported school cluster outbreaks, particularly in the Eastern Cap",0.7634629
[0.6880177  0.40412858 0.28002483 ... 1.2709032  1.1130136  0.8451183 ],"[ 0.01633913  0.03095438 -0.00014106 ...  0.02026696  0.02664301
  0.00216318]","Noko kunjalo, iKhabhinethi ikuqaphele ukunyuka kwezinga umntu omnye asulela ngalo abanye abant ISebe lezeMpilo liyiqinisekisile iKhabhinethi ukuba mkhulu umsebenzi owenziwayo ngelinge lokuzama ukuqonda futhi nokuqinisekisa ukuba liyakuthintela ukunwenwa kakhulu kwesi sifo ngenxa yabantwana ezikolweni, ingakumbi eMpuma Kolon","Cabinet welcomed the arrest of seven suspects in connection with the recent murder of Ms Babita Deokaran, Acting Chief Director of Financial Accounting in the Gauteng health departmen Ms Deokaran was a dedicated public servant who stood firmly against corruption and was a key witness in a Special Investigating Unit investigation into the fraudulent procurement of personal protective equipment and other illegal activities in the departmen Cabinet reiterated that whistle-blowers are important guardians of our democracy and clean governance, and urged people to continue exposing and reporting corruption and malfeasance without fear or favou",0.76827264
"[ 0.75348955  0.03068613 -0.09385564 ...  0.97477335  1.2459118
  0.91482115]","[ 0.0241888  -0.00071414  0.00441473 ...  0.01314616  0.02012846
  0.01307292]","Ngaxeshanye, iKhabhinethi ihlaba ikhwelo kubazali, abafundi kunye namaqumrhu alawula izikolo ukuba baqinisekise ukuba ziyanxitywa izifonyo, kubetha umoya ezindlini, abantu abasondelelani futhi nezandla ziyahlanjw Ukulandela le miqathango ingengomachiza kubaluleke kakhulu kwidabi lokulwa ukunwenwa kwale ntsholongwan","Meanwhile, Cabinet appeals to parents, learners and school governing bodies to ensure strict adherence to the wearing of masks, ventilation, social distancing and handwashing hygien Strict adherence to the non-pharmaceutical health protocols remains the most effective defence against the spread of the viru By 31 August 2021, more than 12 568 525 doses of COVID-19 vaccines had been administered across the countr The increased number of vaccination sites, and extended vaccination days and the provision of free transport by provinces, will result in a significant increase in the number of people who will be fully vaccinate",0.79211223
[0.6002596  0.43220297 0.24378386 ... 1.0925891  0.9851977  0.74132544],"[ 0.03920054 -0.0013688   0.00219397 ...  0.03074905  0.02926499
  0.03231055]","Ngomhla wama-31 kweyeThupha 2021, bekusele kusetyenziswe amathamo echiza lokugonyela i-COVID-19 azizi-12 568 525 kwilizwe lonk Ukongezwa kwamaziko okugonya, nokwandiswa kweentsuku zokugonya kunye nokubonelelwa kwabantu ngezithuthi simahla ngamaphondo, kuza kubangela ukuba lenyuke kakhulu inani labantu abaza kugonywa ngokugcweley","Team SA amassed nine medals, including breaking the men s Under-20 4x100 metres relay world recorTeam SA for their performance at the Tokyo Paralympic Ntando Mahlangu won gold in the Men s Long Jump, and set a new world record with a jump of",0.7421509
[0.5771989  0.7035695  0.08687707 ... 1.2365422  0.83854985 0.9627432 ],"[ 0.01806193 -0.00168937  0.00796391 ...  0.02746671  0.03141936
  0.03766624]","IKhabhinethi ikhuthaza abantu abangagonywanga kwilizwe lakuthi, ingakumbi abantu abadala kunye nabo basemngciphekweni omkhulu wokuhlaselwa zizifo ezinobungozi, ukuba bagonye ngokukhawulez","Cabinet encourages unvaccinated people in our country, especially adults and those at high risk of developing severe illness, to vaccinate as quickly as possibl",0.8758
[0.67744064 0.6775536  0.02590922 ... 0.947728   0.5675412  0.95834905],"[ 0.02822342 -0.00015107  0.05276563 ...  0.02195062  0.02594817
  0.07203855]","Amachiza okugonya aluncedo kakhulu kwimpilo yakho njengoko ethintela ukugula, ukulaliswa esibhedlela kunye nokuf Masilwe le ntsholongwane ngokubambisana ngokuthi sisasaze ulwazi oluqinisekisiweyo ngamachiza okugonya olusuka kwiSebe lezeMpilo kunye noMbutho wezeMpilo weHlabathi (i-WHO)","Vaccines hold good benefits for our health as they prevent serious illness, hospitalisation and deat Let us fight the virus together by spreading verified information about vaccines provided by the Department of Health and World Health Organisation Quarterly Labour Force Survey (QLFS) The recent QLFS results released by Statistics South Africa for the second quarter of 2021 showed that the unemployment rate increased by percentage points from the 3 recorded in the first quarter of 2021 to 3 in the second quarte",0.771083
"[ 2.2399583   1.0504205  -0.06456405 ...  0.22753777  0.7220896
  0.03321235]","[-0.00139588 -0.00703494 -0.00033369 ...  0.01539518  0.00701857
  0.00779872]",UPhando lweKota lwezeMisebenzi (i-QLFS),Financial Action Task Force Assessment (FATF) Report,0.75806737
[ 1.0591375 -0.1627444  2.4192882 ...  1.0515192  1.4820986  2.3398352],"[ 0.02106705 -0.00074999  0.01007377 ...  0.02648415  0.04402721
  0.06865963]",Iziphumo ze-QLFS zakutsha nje ezikhutshwe liziko lezeeNkcukacha-manani zoMzantsi Afrika (i-Stats SA) zekota yesibini yowama-2021 zibonisa ukuba izinga lentswela-ngqesho lenyuke ngo- lisuka ku-3 wekota yokuqala yowama-2021 laya kutsho ku-3 kwikota yesibin,"CongratulationsCabinet extended its congratulations and well-wishes to: the South African Under-20 athletics team, for their performance at the Under-20 World Athletics Championship held in Nairobi, Kenya from 17 to 22 August 2021.",0.74746406
"[ 1.2319788  -0.04692763 -0.05965982 ...  0.84712857  1.7457683
  1.7211487 ]","[ 2.9415770e-02 -9.3297544e-04 -4.4828706e-05 ...  3.2290597e-02
  3.6767170e-02  4.4259641e-02]",Ezi ziphumo zibi zicacisa ngokuphandle ukuba onke amacandelo asebenzisana norhulumente kufuneka aqalisa ngokukhawuleza ukuphumeza isiCwangciso sokuVuselela nokuHlaziya uQoqosho (i-ERRP) kuliwe nalo monakalo mbi uze ne-COVID-19.,These poor results continue to bring to the fore the urgency for all sectors working with government to expedite the implementation of the Economic Reconstruction and Recovery Plan (ERRP) to deal with the devastating effects of COVID-19.,0.8742973
"[ 0.98267335 -0.07294189 -0.23707855 ...  1.0211629   1.0013303
  0.49537075]","[ 0.01930098 -0.00020863 -0.00050222 ...  0.01363076  0.01849127
  0.02204562]","I-ERRP sisicwangciso esilithemba lokuqina kumalinge karhulumente okwakha ngokutsha kunye nokwenza iinguqu kuqoqosho ukuze kudaleke imisebenzi, yabantu abatsha ikakhul","The full report will be released through the website of the FATF (wwfatf-gaforg), and a full statement outlining government s response on areas of weakness highlighted in the assessment and measures to strengthen its measures will be provide Cabinet appreciated the report Dissolution of the Board of the National Home Builders Registration Council (NHBRC)",0.7261845
"[ 0.5949654   0.011029   -0.07506869 ...  1.1418138   0.9319199
  1.3391107 ]",[0.02503236 0.02429964 0.00566832 ... 0.0232819  0.05537385 0.00824894],"IKhabhinethi iyancunyiswa ngamanye amacandelo afana nelezokwakha, elezorhwebo kunye nelezothutho wona adale imisebenzi emitsha kule kota sithetha ngay Isivumelwano sezentlalo sokwakha ngokutsha kunye nokwenza iinguqu kuqoqosho njengenxalenye yoxanduva lwethu sonke siza kuqinisekisa ukuba sibuyela kwimo yesiqhelo njengesizw 3.","The ERRP is at the heart of government s efforts to rebuild and transform the economy so as to create more jobs, especially for young peopl Cabinet is encouraged by some of the sectors such as construction, trade and transport that have created new jobs during the period under revie A social compact to rebuild and transform our economy as part of a shared responsibility will ensure we recover quickly as a country Gender-based violence and femicide (GBVF) Cabinet expressed its deepest condolences to all families and friends of the women who were gruesomely murdered recentl These include Ms Nosicelo Mtebeni; Ms Palesa Maruping, Ms Pheliswa",0.7986988
[1.1988131  1.0205339  0.24722725 ... 0.12948602 0.5946162  0.24585082],"[ 0.0131655  -0.00290902  0.00892089 ...  0.02423308  0.02377604
  0.02441285]",Ubundlobongelo obusekelwe kwisini nokubulawa kwamanina (i-GBVF),Group of Twenty (G20) Compact with Africa,0.6458532
"[ 1.1767495   0.62608385 -0.05006661 ...  0.7101032   1.818099
  0.48388043]","[ 1.5982460e-02 -1.8432756e-03 -3.5672670e-05 ...  7.1652741e-03
  3.8004644e-02  1.7405322e-02]","IKhabhinethi ithi tutwini, akuhlanga lungehliyo, kuzo zonke iintsapho nabahlobo bamanina abulewe ngolunya kutsha nj La manina aquka uNks Nosicelo Mtebeni; uNks Palesa Maruping, uNks Pheliswa","APPOINTMENTS All appointments are subject to the verification of qualifications and the relevant clearance Ms Andiswa Oyama Jass as Chief Financial Officer at the Department of Forestry, Fisheries and the Environment (DFFE).",0.77736783
"[ 3.3192863  -0.28646022 -0.05821937 ... -0.08370788  0.6211637
  0.07875472]","[ 0.05533432  0.00077838 -0.00161305 ...  0.00274405  0.00913727
  0.00036442]",Dolly,Dolly,0.92754126
"[ 0.59955865  0.78367627 -0.01705302 ...  0.4289518   0.65428394
  0.6275242 ]","[-0.00051858  0.00644579 -0.00014911 ...  0.00301229  0.00357119
  0.03851256]",Sawutana kunye namanye amaninzi abulewe engenzanga nto angapapashwanga ngamajelo eendab,Sawutana and many other innocent women who may not have been reported by the medi,0.7863118
[0.85754526 1.5410911  0.14441946 ... 1.088114   1.3256443  0.9007916 ],[0.02921552 0.06127248 0.0027538  ... 0.03671889 0.01231258 0.0033893 ],"Ezi zenzo zihambisa umzimba zolwaphulo-mthetho zenzeke ngethuba kubhiyozelwa iNyanga yamaNina ngeyeThupha, eyinyanga yokukhumbula imisebenzi esiyenzileyo ukuqinisekisa ukuba kukho ulingwano ngokwesini kwisizwe sakuth","These heinous crimes were committed during the commemoration of Women s Month in August, which was the month to celebrate the strides we have made in bridging the gender inequalities in our societ",0.8264108
"[ 0.8611564   1.6738422  -0.14101216 ...  1.4426118   1.0319995
  0.55123216]",[0.01695644 0.06287661 0.00804979 ... 0.03832537 0.03092125 0.01588425],Ezi zenzo zolwaphulo-mthetho zisikhumbuzile sonke ukuba i-GBVF isesisihelegu esijamelene naso sisizw Oku kufuna ukuba sibe ngathi sonyusa iikawusi ukuze siqinisekise ukuba sikhusela abantu ababhinqiley,These crimes have reminded all of us that GBVF remains the biggest challenge facing the countr It requires all of us to work harder to strengthen the protection of wome,0.84058714
