xh,en,src_text,trg_text,Cosine_Score
"[ 0.3522316  -0.22130679  0.04743213 ...  0.5593474   0.11797779
  0.9564482 ]","[ 0.00980162 -0.0033715  -0.00078007 ...  0.00912488 -0.00173329
  0.03020796]",Imiba kokusiNgqongileyo 1.,Issues in the environment1.,0.7957409
[1.5876039  0.06315667 0.0603634  ... 0.67862463 1.1093705  1.7192067 ],"[ 0.03677363 -0.00095062  0.00016494 ...  0.00786104  0.00158966
  0.00297727]",Ukukhutshwa kwechiza lokugonyela iNtsholongwane yeSifo se-Corona (i-COVID-19),Tropical Cyclone Idai,0.68843496
[0.35126594 0.07463304 0.32138684 ... 0.9252941  0.8404628  0.9183675 ],"[ 0.03093737 -0.00137626  0.01133246 ...  0.00014105  0.02546483
  0.01111867]",IKhabhinethi ivuyiswa kukuba isiGaba sesiBini senkqubo yoMzantsi Afrika yokukhutshwa kwechiza lokugonya siqalise kakuhle nakukuba amawaka abantu abafanelekileyo sele begonyiw,Coronavirus Disease (COVID-19) vaccine roll-out Cabinet is pleased that Phase 2 of South Africa s vaccine roll-out programme commenced smoothly and that thousands of eligible people have already been vaccinate,0.8471736
[0.9266712 0.2004017 0.0751772 ... 1.1319396 1.5170125 1.2511979],"[ 2.1411857e-02 -9.4936237e-05 -4.0524313e-04 ...  2.0293407e-02
  4.4773858e-02  3.1027978e-02]","Zonke iindawo zokugonya kwilizwe liphela zikulungele ukunceda abo sele benikwe isithuba sokugonyw IKhabhinethi ikhumbuza bonke abantu abandwendwela iindawo zokugonya ukuba balandele imithetho yezempilo eqatha yokunxiba isigqubutheli-buso, ukusebenzisa isibulali-ntsholongwane nokuchasela kwabanye abantu ukuzikhusela bona kunye nabanye abant Ezi ndawo zifumaneka ku: https://sacoronavirucza/2021/05/12/active-vaccination-sites/.","All vaccination sites across the country are ready to assist those who have been allocated a vaccination slo Cabinet reminds everyone visiting the vaccination sites to adhere to the strict health protocols of wearing a mask, sanitising and social distancing to protect themselves and other These sites can be found at: https://sacoronavirucza/2021/05/12/active-vaccination-sites/.",0.9013141
[1.4414821  0.35516146 0.17615227 ... 0.92010885 1.298968   1.0161573 ],"[ 0.05115171 -0.00065928  0.02687198 ...  0.02560475  0.05392066
  0.01121047]","Njengokuba sichwechwela kufutshane nokufumanela indalo iphela impilo, iKhabhinethi iyakhuthazwa kukuba abantu abangaphaya kwezigidi ezibini sele bebhalisile kwiNkqubo ye-Intanethi yeeNkcukacha zokuGonya (i-EVDS) ye-COVID-19 ku: https://vaccinenrolhealtgoz","As we edge closer to achieving universal health coverage, Cabinet is encouraged that over two million people have already registered on the COVID-19 Electronic Vaccination Data System (EVDS) https://vaccinenrolhealtgoz",0.9182118
"[ 0.4374877   0.03202514 -0.20980194 ...  1.0108103   1.1742109
  1.0175294 ]","[ 0.00814966 -0.00158171  0.0003164  ...  0.02301863  0.01958916
  0.03088892]","Ukuqinisekisa ukuba akakho umntu oshiyekela ngasemva, kukho inani lamaqonga abangabhalisa kuwo abant IKhabhinethi ihlaba ikhwelo kubo bonke abantu abaneminyaka engama-60 nangaphezulu ukuba babhalise kwi-EVD Amalungu eentsapho nabahlobo babantu abaneminyaka engama-60 nangaphezulu bayakhuthazwa ukuba babakhuthaze nokuba babancedise ukuba babhalis","To ensure that no one is left behind, a number of platforms are available for people to registe Cabinet calls on all those who are 60 years and older to register on the EVD Family members and friends of persons who are 60 years and older are urged to encourage and help them to registe",0.90428567
"[ 0.07516215  0.7199636  -0.55798817 ...  0.4784736   1.0476631
  1.0211217 ]","[ 0.00722385 -0.00157667  0.0039601  ...  0.00671208  0.01463679
  0.03884304]",Abantu bangabhalisa ngo-WhatsApp ngokuthumela igama elithi,People can use WhatsApp to register by sending,0.80933595
"[ 0.81172866 -0.48240837 -0.01517739 ... -0.08931947  0.22495027
  0.29836097]","[ 0.01135432 -0.00155254  0.0011137  ...  0.00071744  0.00324883
  0.0013979 ]",REGISTER,Register,0.940102
"[ 0.8042634  -0.02747144 -0.15679024 ...  0.60346127  0.8064315
  1.0072249 ]","[ 0.04851994 -0.01142011  0.00091843 ...  0.02329996  0.01181248
  0.03026449]",ku-0600 123 456 okanye nge-SMS ngokudayala u *134*832*inombolo yesazisi bese ufaka u-#.,to 0600 123 456 or through SMS by dialing *134*832*ID number#.,0.8928443
"[ 0.7333274  -0.01420211  0.07482329 ...  1.1416671   0.78263706
  2.470981  ]","[ 0.03282093  0.00404589 -0.00060429 ...  0.0376858   0.0251807
  0.06816575]",Le nkonzo isimahla kuzo zonke iinethiwekhi zeselula zoMzantsi Afrik Abantu bangabhalisa nangokutsalela inombolo yasimahla esebenza imini nobusuku: 0800 029 999.,This service is free on all South African mobile network People can also register by calling the toll-free hotline: 0800 029 999.,0.88670075
