xh,en,src_text,trg_text,Cosine_Score
[0.52280706 0.07601475 0.03914013 ... 1.0905792  0.948856   1.2377672 ],"[ 0.01114293  0.00034836  0.00010447 ...  0.02914674 -0.0028093
  0.03862774]","Ukuphunyezwa kweenkqubo zikarhulumente ezingundoqo IKhabhinethi iyalincoma iSebe lezokuHlaliswa koLuntu ngokunikezela ngezindlu kwiprojekthi yezokuHlaliswa koLuntu eDibeneyo yeSixeko i-Savanna kuMasipala weSithili saseSedibeng kubantu abasokolay Ngabemi boMzantsi Afrika abaziwayo abathe bazibandakanya nabadlali-ndima ababalulekileyo kolushishino, kuquka oosodolophu kunye namagosa woMasipala weSithili saseSedibeng, ekupeyinteni nasekulimeni kwizindlu esezigqityiwe ukwakhiwa ngexesha bezimiselwZimalunga nama-18 000 izindlu ezakhiweyo, ezixhamlisa abantu abadala, abakhubazekileyo, kunye namakhaya angesanabazali ondliwa ngabantwana nawondliwa ngabasetyhin Kwakhona iKhabhinethi iyasamkela isibhengezo sokuba kulo nyaka uzayo eli sebe liza kumisela iprojekthi ezakwakha izindlu ezingama-60 002.","Implementation of key government programmes Cabinet commends the progress made by the Department of Human Settlements in the Savanna City Integrated Human Settlements project in the Sedibeng District MunicipalitCompletion of the sustainable and integrated, new town development project, in ten years, will provide 18 399 Integrated housing units which include",0.8576416
"[ 0.5869981  -0.0677015   0.02870182 ...  0.69874454  1.0383725
  1.1282756 ]","[ 0.01912524 -0.00084334  0.00592308 ...  0.02779929  0.02480719
  0.04067587]","IKhabhinethi iyayamkela inkqubela eyenziwe yiprojekthi i-Tshepo 10 000, encedisa ukuncothula intswela-ngqesho kulutsha kwiSixeko saseTshwan Le projekthi yezigidi ngezigidi zeerandi yeSixeko, ngentsebenziswano neDyunivesithi yasePitoli, izimisele ukuqeqesha ama-10 000 olutsha olungaphangeliyo ngokulunika izakhono nobuchwepheshe obudingekayo ukuze lukwazi ukungena kwiiprojekthi zeziniki-maxabisEmva kokugqiba uqeqesho olu lutsha lumisela luze luqhube ookopolotyeni ngokuyimpumelel Ukuza kutsho ngoku, bangaphezulu kwe-190 ookopolotyeni ababonelela uninzi lolutsha ngamathuba emisebenz Ukongeza apho, amasebe esixeko aqesha olunye lolu lutsha selufumene uqeqesh IKhabhinethi iyakwamkela ukuphuculwa kwendlela engu-R25 (P6-1), indlela engama-42 eekhilomitha edibanisa iGauteng neLimpop Le ndlela, inqumla phakathi kweBapsfontein neBronkoro, iqeshe ngaphezulu kwabantu abangama-200.","and bonded houses, educational facilities, clinics, cr ches, churches and retail sitesSince the beginning of construction early this year over 1 000 of the 18 399 houses are being built with over 100 complete Prominent South Africans joined industry stakeholders, including mayors and officials from the Sedibeng District Municipality, in working on three houses for the oldest beneficiarie Cabinet welcomes the upgrading of the R25 (P6-1) road, a 42-kilometre road that links Gauteng and Limpop The project, which stretches between Bapsfontein and Bronkhorstspruit, has employed more than 200 peopl It will also benefit the agricultural and mining sectors in the area by promoting faster movement of freight trucks that transport goods and services Key Cabinet decisions Cabinet was briefed by the Department of Science and Technology, which will be hosting a major public science week: Science Forum South Africa 2015 under the theme:",0.82233286
[0.38275906 0.01916164 0.29941213 ... 0.86204976 1.2469963  2.0172818 ],[0.00333342 0.00356198 0.00642901 ... 0.02345351 0.0348941  0.07350311],"Iza kuxhamlisa nabecandelo lezolimo nelezemigodi kulo mmandla ngokunceda ukuhamba ngokukhawuleza kwezigadla ezithutha imithwalo emikhulu nokunikezelwa kweenkonzo Izigqibo zeKhabhinethi ezingundoqoIKhabhinethi iye yaziswa liSebe lezeNzululwazi nobuChwepheshe, ukuba liza kusingatha iveki yezenzululwazi yoluntu engundoqo: iQonga lezeNzululwazi loMzantsi Afrika lowama-2015 phantsi komxholo othi:","from 8 to 9 December 2015, in PretoriThis event provides stakeholders from South Africa, the continent and international partners with a platform for debate and policy learning on the interface between science and societ Cabinet approved that the International Maritime Organisation (IMO) World Maritime Day Parallel Event be hosted in South Africa in 2020.",0.7829734
"[ 0.43162727 -0.30540478 -0.50570095 ... -0.08884236  0.34147146
  0.15481053]","[ 0.00534726  0.00037306 -0.00025326 ... -0.00322913  0.01053438
  0.00543747]",Ukuqalisa incoko ngezenzululwazi,Igniting conversation about science,0.80417764
"[ 0.4837414  -0.01599181  0.17667295 ...  0.89667034  1.1126693
  1.5478144 ]","[ 0.04120243  0.00305046 -0.00031863 ...  0.03423654  0.03161961
  0.06646806]","ukususela ngomhla we-8 ukuya kowe-9 kweyoMnga yowama-2015, ePitolLo msitho unika iqonga abadlali-ndima ababalulekileyo baseMzantsi Afrika, amaqabane aphuma kweli lizwekazi nakumazwe ehlabathi lengxoxo-mpikiswano nokufunda imigaqo-nkqubo kumda wothungelwano phakathi kwenzululwazi noluntIKhabhinethi ikwamkele ukuba umsitho woMbutho woLwandle weHlabathi oBanjwa ngaXeshanye woMbutho woLwandle weHlabathi (i-IMO)","The 2015 World AIDS Day will further strengthen the dialogue around stigma and discrimination, and mobilise communities to respond to and expand access to prevention, treatment and support serviceThe main event to commemorate World AIDS Day will be held in KwaZulu-Nata This will set the tone for South Africa s hosting of the 21st International AIDS Conference at the Inkosi Albert Luthuli International Convention Centre in Durban from 17 to 22 July 2016.",0.7713679
"[ 0.47224307 -0.11447507 -0.05025252 ...  0.4380472   0.6763816
  1.506481  ]","[ 2.9826682e-04  5.3011929e-05 -7.3305418e-04 ...  8.3529344e-03
  1.4441640e-02  3.1761166e-02]",ukuba mawubanjelwe eMzantsi Afrika ngowama-2020.,Bridging the divide: Building a common South African nationhood towards a national developmental state .,0.69506305
[0.7040527  0.01423924 0.27580237 ... 0.93663186 1.0069047  1.7114972 ],"[ 0.01300311 -0.0012265   0.00309572 ...  0.03652616  0.03257315
  0.04385513]",Ngoko ke uMphathiswa wezoThutho uza kusiphalaza esi sigqibo seKhabhinethi kwintlanganiso yeBhunga le-IMO eza kubanjwa ukususela ngomhla wama-23 kweyeNkanga ukuya kowe-4 kweyoMnga yowama-201 Imisitho ezayo UMongameli uJacob Zuma uza kundwendwelwa nguMongameli wase-China u- Xi Jinping kuTyelelo lasebuRhulumenteni oluntsuku-mbini ukususela ngomhla we-2 ukuya kowe-3 kweyoMng Iinjongo zolu tyelelo kukuqukumbela iNkqubo-sikhokelo yemiNyaka emi-5 ukuya kweli-10 kwiNtsebenziswano ye-China-noMzantsi Afrika eza kuqhubeka ukumisela ukufezekiswa kwezivumelwano zethu ukususela ekuqukunjelweni kwesiBhengezo sase-Beijing ngowama-2010.,The Ministry of Transport will therefore convey this decision of Cabinet to the IMO Council meeting scheduled to take place from 23 November to 04 December 201 Upcoming events President Jacob Zuma will host his Chinese counterpart Xi Jinping for a two-day State Visit from 2 to 3 Decembe The visit aims to finalise the China-South Africa 5-10 Year Framework on Cooperation that will further entrench the implementation of our agreements since the conclusion of the Beijing Declaration in 2010.,0.9049773
"[ 0.16105415 -0.03638057 -0.0290404  ...  0.9782619   0.8264314
  1.548202  ]","[ 4.0274938e-03 -1.2059153e-05 -1.3293214e-05 ...  1.8939637e-02
  3.6018863e-02  3.6814544e-02]","Iza kuqubeka ukwandisa nokunabisa ubuDlelwane bobuChule obuDibeneyo la mazwe mabini abelana ngabUbudlelwane boMzantsi Afrika neChina buza kuhlala buphambili ekuqinisekiseni ngomba wawo wophuhliso ongemigaqo-nkqubo yawo yamazwe angaphandle njengokuba isandisa amalinge okufezekisa isiCwangciso seSizwe soPhuhliso (i-NDP), intsebenziswano kwezolimo, imicimbi yezokusingqongileyo, urhwebo noshishino nezezimali njengokuba eli lizwe liqhubeka ukuqhuba umba wokuqhubela uMzantsi Afrika phambilIkwabonelela ngethuba lokuhlola inkqubela eseyenziwe kwimimandla ekhoyo yezorhwebo nentsebenziswano phakathi kwezi zizwe zibini, nokukhawulezisa ukuqukumbela imimandla emitsha yentsebenziswan UMongameli uZuma uza kukhokela igqiza eliya kwiSeshoni yama-21 yeNkomfa yamaZwe kwiNkqubo-sikhokelo yeNgqungquthela engokuGuquguquka kweSimo seZulu yeZizwe eziManyeneyo (i-UNFCCC) neSeshoni yayo ye-11 yeNkomfa yamaZwe esebenza njengeNtlanganiso yamaZwe kwiSivumelwano sase-Kyoto (i-CMP11) eza kubanjwa ukususela ngomhla wama-30 kweyeNkanga ukuya kowe-11 kweyoMnga yowama-2015 eParis, eFrancIindibano zokubonisana zamazwe ngamazwe","It will further deepen and expand on the Comprehensive Strategic Partnership that the two countries sharSouth Africa s relations with China remain central to realising its developmental agenda through its foreign policy as it increases efforts to implement the NDP, collaborate in agriculture, environmental affairs, trade and industry and finance as the country continues to drive the agenda of moving South Africa forwar It is also provides an opportunity to review progress on existing areas of trade and cooperation between the two nations, and to expedite and finalise new areas of cooperatio President Zuma will lead a delegation to the 21st session of the Conference of the Parties to the United Nations Framework Convention on Climate Change (UNFCCC) and the 11th Session of the Conference of Parties serving as the Meeting of Parties to the Kyoto Protocol (CMP11) to be held from 30 November to 11 December 2015 in Paris, FrancThe international negotiations for a new legal agreement will frame the response to climate change, which will come into effect from 2020 onward In line with South Africa s national interest as an African and developing country that will require post-2020 support, South Africa will continue to defend the UNFCCC s core principles of equity and differentiatioAt the Group of 77+China meeting, South Africa will seek to maintain and strengthen the unity of developing countries to obtain a Paris Agreement that is fair, ambitious, science-based and that produces the development space of developing countrie President Zuma will launch the 16 Days of Activism Campaign for No Violence against Women and Children campaign on 25 November 2015 in Naauwpoort, Mahikeng under the theme:",0.8649721
"[ 0.3225362  -0.06312606  0.02060664 ...  0.95534605  1.1630129
  1.3748385 ]","[ 1.2660396e-02 -4.6295565e-04 -8.0350997e-05 ...  2.5836468e-02
  2.4650911e-02  4.3934453e-02]","ngesivumelwano esitsha esisemthethweni ziuza kugwadlwa indlela emakuhlangatyezwane ngayo nokuguquguquka kwesimo sezulu, neza kuqalisa ukusebenza ngowama-2020 ukubheka phambil Ngokuhambelana nemfuno yoMzantsi Afrika yeSizwe njengelizwe lase-Afrika nelisaphuhlayo eliza kudinga inkxaso nasemva kowama-2020, uMzantsi Afrika uza kuqhubeka ukukhusela imigomo engundoqo ye-UNFCCC yomakulingwane nokuwazi umahlukKwintlanganiso yamazwe angama-77 kunye ne-China, uMzantsi Afrika uza kufuna ukugcina nokomeleza umanyano lwamazwe asaphuhlayo ukugcina iSivumelwano sase-Paris esingenamkhethe, esinokuzingca, esigxile kwinzululwazi nesivelisela amazwe asaphuhlayo ithuba lokuba aphuhl UMongameli uZuma uza kumisela iPhulo lobuTshantliziyo leeNtsuku ezili-16 lokulwa ubuNdlobongela obujoliswe kwabaseTyhini naBantwana ngomhla wama-25 kweyeNkanga eNaauwpoort, eMahikeng phantsi komxholo othi:","Countries will begin exchanging information in 2017, which will be underpinned by legislation currently before Parliamen President Zuma welcomed the conclusion of the 15 action items of the G20/Organisation for Economic Cooperation and Development Base Erosion and Profit Shifting project, which were critical to ensuring fairness and securing sub-Saharan Africa s revenue bas Members of the Southern African Customs Union (SACU) Council of Ministers met on 11 November 2015 in Windhoek, Namibia on the eve of the inauguration of the SACU headquarters and the informal discussion by the SACU Heads of State and Governmen The council used the opportunity to reflect on the progress made on the Six-Point Plan since their last meeting and re-emphasized their commitment to SAC The council agreed that SACU should move beyond revenue-sharing to a developmental initiative that will support integration in the regio Members also adopted a roadmap and work plan towards the summit that will be held in June 2015.",0.8224735
[0.67757416 0.32263383 0.01325889 ... 0.6708395  0.58791965 0.50441706],"[ 0.01288468 -0.0018673  -0.00079059 ...  0.00244232  0.03195793
  0.03458002]",Ndibale Nam: Sikunye siqhubela uMzantsi Afrika ongenabuNdlobongela Phambil,Count Me In: Together Moving a Non-Violent South Africa Forward .,0.78448784
