xh,en,src_text,trg_text,Cosine_Score
"[ 1.5379843  -0.2057841  -0.15362406 ...  1.1322144   1.2838268
  2.4271698 ]",[0.01262428 0.0005633  0.01421708 ... 0.02672846 0.02564352 0.05606877],"Njengoko sisonga unyaka, iKhabhinethi nayo njengabemi boMzantsi Afrika iphawula isikhumbuzo seminyaka emithathu yokusweleka kukaNelson Mandela ngeyoMnga ngowama-2013.","As the year closes, Cabinet joins South Africans in commemorating the third anniversary of Nelson Mandela's passing on 5 December 2013.",0.8497393
[ 0.8051485  0.4554849 -0.179382  ...  1.2019402  1.4059864  0.9235854],"[ 1.2616980e-02  3.7147684e-04 -1.6137669e-07 ...  1.9608198e-03
  4.6956580e-02  3.5125405e-02]","Izinto esizenza imihla ngemihla njengabemi boMzantsi Afrika kufuneka zikhokelele kuMzantsi Afrika obethelela isizwe esikholelwa nesixabise ubulungisa, esigxininisa abantu abazukileyo nempilo esilungekileyo futhi siwagcina amathemba ethu obomi obuthamsanqelekileyo kuhhi sonk","Our daily deeds as ordinary South Africans must produce an actual South African reality that will reinforce humanity s belief in justice, strengthen its confidence in the nobility of the human soul, and sustain all our hopes for a glorious life for al",0.8629846
"[ 0.9058493   0.31948176 -0.23802318 ...  1.2262133   1.4185382
  0.96164536]","[ 0.01448545  0.0010216  -0.00037719 ...  0.03873234  0.01227243
  0.01612926]","Nelson MandelaUMadiba wayekholelwa ngokungagungqiyo kwimimiselo yoMgaqo-siseko wethu kunye nephupha lesizwe esikhululekileyo, esinobulungisa nesimanyeneyo esikhokelela kwintlalo ekufuneka sonke sisebenze sijolise kuy Ukuze kwenzeke oku, abemi boMzantsi Afrika kufuneka batsho ngazwinye bemanyaniswe ngumbono wesizwe esingcono Ukuphunyezwa kweenkqubo zikarhulumenteUqoqowho loMzantsi Afrika IKhabhinethi iyiqhwabela izandla intsebenziswano entle yeQela loMzantsi Afrika (i-Team SA)","Nelson MandelaMadiba subscribed to the values of our Constitution and the vision of a free, just and united nation that underpins the society that we must work toward To do this, South Africans need to be united by a shared vision of a better society Implementation of government programmesSouth African Economy",0.89068466
"[ 0.35984153 -0.16211973 -0.07340953 ...  1.2315139   1.0021473
  1.1859417 ]",[0.01381277 0.00136627 0.00923134 ... 0.0352275  0.04695287 0.0405657 ],"elenziwe ngurhulumente, amashishini, imibutho yabasebenzi kunye nabo bonke abemi boMzantsi Afrika","constituted by government, business, labour and all South Africans",0.905775
"[ 0.4061889   0.10824139 -0.17028752 ...  1.0074754   0.7773879
  0.49566436]",[0.00797349 0.02712534 0.01190487 ... 0.00822789 0.02276577 0.02452375],"ngokutsala ngamxhole-mnye lilwele ukukhusela indawo obekwa kuyo uMzantsi Afrika kwezorhweb Ngokusebenza nzima nangokubambisana, uqoqosho kunye nendlela abatyali-zimali abaluthemba ngayo uqoqosho lweli ziye zazinziswa kula maxesha anzima oqoqosho oludodobalayUMongameli Jacob Zuma waseka i-Team SA ngeenjongo zokukhuthaza amacandelo ahlukeneyo ukuba asebenzisane ukuze kukhwezelwe uqoqosho lweli, kutsalwe utyalo-mali kudalelwe abantu beli imisebenz Le misebenzi mihle kufuneka isikhuthaze ukuba sisebenze nzima nangakumbi ukuze siqhubele uMzantsi Afrika phambil I-Moody s Investor Services, Fitch Ratings kunye neStandard & Poor s ziwugcine kwindawo ubukuyo uMzantsi Afrika ngokwesakhono sokukwazi ukubhatala izikweliti, izinga elo lingaphezulwana kwelo lilelona lisezantsIinkxalabo eziphakanyiswe zezi arhente ziza kuthathelwa ingqalelo futhi ngokusebenzisana namahlakani ethu ezoqoqosho sikhawulezisa amanyathelo okungenelela ukuze kuphuculwe uqoqosho lwel IKhabhinethi isenalo ithemba lokuba iinkqubo ezikwisiCwangciso seSizwe soPhuhliso (i-NDP) kunye nezicwangciso ezikhoyo zokuqinisa isandla kwindlela olulawulwa ngayo uqoqosho, kunye nokuqaliswa ukusetyenziswa kwesiCwangcico esinamaNqaku aliThoba, ziza kunceda uMzantsi Afrika uhlale ukweli zinga ubekwa kulo ngokwezotyalo-mal IKhabhinethi ikuqaphele ukuba isambuku semveliso (i-GDP) yoMzantsi Afrika sikhule nge- kwikota yesithath Amacandelo abenegalelo elikhulu ekukhuliseni i-GDP licandelo lezemigodi nelezekwari, elezemali, elokuthengiswa kwezindlu nemihlaba kunye neleenkonzo zoshishino kwakuye neelenkonzo zikarhulumente ngobubanz Icandelo lezolimo, elezamahlathi kunye nelezokuloba anciphe nge- -; elezemizi-mveliso nge- -; elezombane, igesi kunye namanzi nge- -; elezorhwebo, elozokulungisa ukutya kunye nelezeendawo zokuhlala nge- -.","for working together to safeguard South Africa s investment ratin Through hard work and unified action, the economy and investor confidence has been stabilised in these difficult economic timePresident Jacob Zuma initiated Team SA to get different sectors to work together to reignite our economy, attract investment and create jobs for our peopl These positive developments should motivate us to work even harder to move South Africa forwar Moody s Investor Services, Fitch Ratings and Standard & Poor s kept South Africa's sovereign debt credit rating status above sub-investment gradConcerns raised by the agencies have been noted and together with our social partners we are fast tracking interventions to turnaround the econom Cabinet remains confident that the path set out in the National Development Plan (NDP) and government s planned fiscal consolidation, together with the implementation of the Nine-Point Plan, will help South Africa remain an investment-grade countr Cabinet notes that South Africa s gross domestic product (GDP) grew by",0.87658346
[0.53262913 0.06319068 0.437802   ... 0.897851   0.96343714 0.6846649 ],[0.0303192  0.00213121 0.01630872 ... 0.01530262 0.03834338 0.0367023 ],"Imbalela yiyo esenegalelo elikhulu kwingxaki yokuhla kwezinga elikhula ngalo icandelo lezolim Ukunikezelwe kwamaxwebhu angamalungelo omhlaba nezindlu kwiziphaluka ezihlanu zaseBahurutshe nguMphathiswa woPhuhliso lwamaPhandle noBuyekezo lwemiHlaba, uMnu Gugile Nkwinti, kulelinye lamabango omhlaba amakhulu omhlaba obuyisiweyo eMotsane Game Farm cebu kuhle naseZeerust eMntla NtshonUmhlaba ozihektare ezingaphezulu kwamawaka angamashumi amahlanu anane (54 280), oquka ifama enezilwanyana zasendle, uza kubuyiselwFuthi, kunye nokuphehlelelwa kwenkqubo yokulingwa kwesiCwangciso-sikhokelo soMgaqo-nkqubo wokuLwela amaLungelo Athile Abantu abaSebenza uMhlaba (umgaqo-nkqubo womakulingwane okanye i-50/50) saseMntla Ntshona eStars Away Farm e-Ottoshoop, eZeerust kulandela ukuqukunjelwa kwesivumelwano esiza kukhokelela ekubeni abasebenzi basezifama kunye nomfama babengabanikazi bale fam Iziseko ezingungoqo ziyinxalenye yesiCwangciso sikarhulumente seSizwe seziSeko ezinguNdoqo ukuzisa iinguqu kuqoqosho ngeli thuba sidala imisebenzi emitsha futhi siphucula umgangatho nesantya esinikezela ngaso iinkonzo ezisisisekUkuphehlelelwa kwe-Mokolo and Crocodile River (West) Water Augmentation Project kubonisa ukuzinikela kukarhulumente ekusabeleni kwizidingo zabemi bel Eli ziko lokuhanjiswa kwamanzi liza kusa amanzi kuMasipala weNgingqi waseLephalale, kwizikhululo zombane zika-Eskom (iMatimba neMedupi), kwiziko lokucocwa kwamanzi amdaka laseZeelanda nakumgodi wakwa-Exxaro iGrootegeluk Min Liza kuthumela amanzi asuka kumlambo iCrocodile River West okufutshane naseThabazimbi kummandla waseLephalal Iziko lokuCoca Amanzi Amdaka laseWelgedacht kufutshane naseSprings, eGauteng, landisiwe ukuze likwazi ukumelana neengxaki ezikhulayo zokucocwa kwamanzi amdakUkuze kuphungulwe ukungcola kuMlambo iLigwa, iSebe lezaManzi noGutyulo lilungise ngokutsha iZiko lokuCocwa kwaManzi Amdaka lase-Oranjeville kuMasipala wesiThili iMetsimaholo kunye neZiko lokuCocwa kwaManzi Amdaka laseLeeuwkuil kuMasipala wesiThili wase-Emfuleni ngemali exabise izigidi zeerandi ezingama-4 Futhi imali engaphezulu kwizigidi zeerandi ezingama-300 ibekelwe bucala ukulungiselela ukuvuselela amaziko okucoca amanzi amdaka angama-26 kwiindawo ezithile zaseGauteng naseFreyistath IKhomishini ye-Orange-Senqu River Basin iyaqhuba sithetha nje ukusuka ngomhla wesi-5 ukuya kowesi-9 kweyoMnga ngowama-2016 e-Emperors Palace eKempton Par UMzantsi Afrika, iLesotho, Botswana kunye neNamibia ngamazwe angamalungu ale khomishin Le khomishini iphumeza isicwangciso-sikhokelo esibalulekileyo sokulawulwa kwamanzi amazwe ahlukeneyo kwaye sisebenzela neenjongo zophuhliso zexesha elide zesi sithabazi semilamb Iqonga elitsha le-Afrika iyonke, iVeki yase-Afrika yoRhwebo yowama-2016, ibibanjwe ukusuka ngomhla wama-28 kweyeNkanga ukuya kowesi-2 kweyoMnga phantsi komxholo othi:","Drought is still the largest contributor to the decline in the agriculture secto The handover of title deeds to five Bahurutshe communities by the Minister of Rural Development and Land Reform, Mr Gugile Nkwinti, is one of the biggest land claims to be settled at Motsane Game Farm outside Zeerust in the North WesMore than fifty-four thousand (54 280) hectares of land, which includes a game farm, is being restoreAlso, the launch of the pilot project of the Policy Framework on Strengthening the Relative Rights of People Working the Land (50/50 policy) for North West at the Stars Away Farm in Ottoshoop, Zeerust, follows the conclusion of an agreement which will see farmworkers and the farmer become co-owners of the farming enterpris Water infrastructure is part of government s National Infrastructure Plan to transform our economic landscape while creating new jobs and strengthening the delivery of basic serviceThe launch of the Mokolo and Crocodile River (West) Water Augmentation Project demonstrates government s commitment to respond to the needs of citizen The water transfer infrastructure supplies water to the Lephalale Local Municipality, Eskom's power stations (Matimba and Medupi), the Zeeland water treatment plant, and Exxaro's Grootegeluk Min It also transfers water from the Crocodile River West near Thabazimbi to the Lephalale are The Welgedacht Wastewater Treatment Works near Springs, Gauteng, underwent an extension to cope with the increased demand for wastewater treatmenIn order to alleviate the pollution in the Vaal River System, the Department of Water and Sanitation refurbished the Oranjeville Waste Water Treatment Plant in the Metsimaholo District Municipality and Leeuwkuil Waste Water Treatment Plant in the Emfuleni District Municipality at a cost of R4millio Also, over R300 million has been set aside to upgrade 26 dysfunctional waste water treatment works in parts of Gauteng and the Free Stat The Orange-Senqu River Basin Commission is currently underway from 5 to 9 December 2016 at Emperors Palace in Kempton Par South Africa, Lesotho, Botswana and Namibia are the member countries to the commissio The commission implements the strategic trans-boundary water resources management framework and works towards the long-term development goals in the basi The new Pan-African platform, Africa Trade Week 2016 was held from 28 November to 2 December under the theme:",0.8998948
"[ 0.8529723   0.6194162  -0.06381545 ...  1.0873352   1.3593391
  1.9013197 ]","[ 0.03013375 -0.00024178  0.00164959 ...  0.0423328   0.04374541
  0.05980019]","Ukumilisela iiNguqu kwiziSeko zeNtlalo nezoQoqosho ngokusebenzisa uRhwebo phakathi kwamazwe ase-Afrik Le ndibano inike iqonga elizeleyo, elihlanganisiweyo kunye neliquka onke amazwe lokuba kugwadlwe imigaqo-nkqubo phakathi kwamahlakani ezorhwebo ahlukeneyUMphathiswa wezoRhwebo noShishino uGq Rob Davies, uthathe inxaxheba kwiiNgxoxo zoMmandla weli Lizwekazi oNgahlawulisani ziRhafu zoRhwebo (i-CFTA), owamiselwa ngethuba leNdibano yeMbumba ye-Afrika (i-AU) eyayibanjelwe eMzantsi Afrika ngomhla we-15 kweyeSilimela ngowama-2015.","This provided a comprehensive, integrated and inclusive platform for policy dialogue between various trade-related constituencieThe Minister of Trade and Industry, Dr Rob Davies, engaged on the Continental Free Trade Area (CFTA) Negotiations, which was launched during the African Union (AU) Assembly held in South Africa on 15 June 2015.",0.8616141
"[ 0.6132065  -0.04627629  0.3100383  ...  0.8455589   1.4050314
  1.9369373 ]","[ 0.02689008 -0.0010182   0.02951992 ...  0.02833027  0.04490668
  0.04867156]",Iinjongo ze-CFTA kukukhuthaza urhwebo phakathi kwamazwe ase-Afrika nokwakha i-Afrika emanyeneyo enabantu abayibhiliyoni ne-GDP elinganiselwa kwitriliyoni eziyi-zedola zaseMelik Umjikelo wesibini weNdibano yaseMzantsi Afrika yezeNzululwazi ubanjwe phantsi komxholo othi,The CFTA aims to boost intra-Africa trade and to build an integrated Africa of one billion people and GDP of approximately trillion US dollar The second edition of Science Forum South Africa is being held under the theme,0.897488
"[ 0.45343983 -0.3120572  -0.49567106 ... -0.07677417  0.29690036
  0.19064444]","[ 0.00446816  0.00037881 -0.00026329 ... -0.00602025  0.01042836
  0.00598181]",Ukuqalisa iingxoxo ngezenzululwazi,Igniting conversations about science,0.7997369
"[ 0.5433314  -0.03224757  2.728211   ...  0.9723081   1.26625
  1.9000825 ]",[0.02161622 0.00355681 0.07137671 ... 0.02678174 0.01478729 0.01205894],"ukusukela kumhla wesi-8 ukuya kowesi-9 kweyoMnga e-CSIR International Convention Centr Oosonzululwazi, izikhulu ezinamagunya okuqulunqa imigaqo-nkqubo, abafundi, izifundiswa kunye noluntu bagwadla imiba ebalulekileyo emalunga nezenzululwazi, ezobuchwepheshe kunye nobuchule bokuyilKulo nyaka kuza kugxininiswa kwezenzululwazi yezentlalo, kwaye iingxoxo-mpikiswano ziquka owona mvuzo usezantsi ubani anokuphila ngawo kunye nenani labafundi abashiya phakathi kwiidyunivesiti zoMzantsi Afrika ekuthiwa ngama-60%.","from 8 to 9 December at the CSIR International Convention Centr Scientists, policy-makers, students, academics and the public are engaging on pertinent issues around science, technology and innovatioThe focus is on social sciences, and debates include the minimum living wage and the reported 60% dropout rate at South Africa s universitie Other topics include climate change-induced migration, public perceptions of genetically modified organisms, food security, and how social science can shape Africa s futurLocal Government .",0.85187197
