xh,en,src_text,trg_text,Cosine_Score
[0.51903296 0.47721344 0.19022904 ... 1.0345622  0.73507345 1.1123824 ],[0.02654691 0.02970999 0.02111113 ... 0.04002564 0.03026792 0.06903393],"Ukusebenza kweeNkqubo zikaRhulumente ezinguNdoqo IKhabhinethi ivuyisana noMphathiswa wezeMali uPravin Gordhan neqela lakhe kuNondyebo weSizwe ngohlahlo lwabiwo-mali olwenziwe ngocoselelo kwaye lacingisisw Umgaqo-nkqubo woHlahlo lwabiwo-mali lweSigaba esiPhakathi (i-MTBPS) unika uluntu, abasebenzi kunye namashishini ithuba lokuba basebenzisane norhulumente ukufezekisa iinjongo zoqoqosho zelizwe lethIKhabhinethi ixhasa amalinge aziswe kwi-MTBPS okukhokela uqoqosho kula maxesha oqoqosho anzima, ukufezekisa ukukhula koqoqosho olubandakanyayo nokusebenzisa ngobuchule izixhobo zikarhulument IKhabhinethi ibulela abahlawuli-rhafu abangaphezu kwezigidi ezi-abangenise amaxwebhu abo erhafu ngeXesha leRhafu lowama-2016, kwaye ukhumbuza bonke abahlawuli-rhafu","Cabinet s position on key issues in the environment The decision by the National Prosecuting Authority (NPA) to withdraw fraud charges against Finance Minister Pravin Gordhan brings the matter to finality and allows the country to direct all efforts to advance the economy, build investor confidence and avert an international credit rating downgrad Cabinet was briefed on the impact of the drought on water supplies in South Africa with a particular focus on Gauteng which is supplied with water from the Integrated Vaal River systeSouth Africa received the lowest rainfall since 1904 (114 years) with extremely high temperatures experienced in October and November of 2015.This has severely impacted on our water supplies with national average dam levels decreasing to 4 compared with the same time last year when levels were at 6.",0.8038638
[0.4568319  0.552862   0.11321221 ... 1.1033165  0.81882113 0.94626504],[0.00569008 0.01273752 0.00290435 ... 0.03913033 0.02282593 0.02967655],"abangalungiselelwanga abangekawangenisi amaxwebhu abo ukuba bawangenise kuba liya lisondela kakhulu ixesha elimiselweyo lokuvala elingumhla wama-25 kweyeNkanga ngowama-2016.Abahlawuli-rhafu abalithandayo ilizwe labo bayanceda ekuphuculeni ubomi bezigidi ngezigidi zabemi boMzantsi Afrika ngokusebenzisana norhulumente ngelixa esisa ebantwini iinkonzo ezifuneka ngolona hlobo kunye nenkxaso yoluntu kuwo onke amabandlIKhabhinethi imemelela bonke abemi boMzantsi Afrika ukuba bazibandakanye nemizamo yethu ekukhuliseni uqoqosho ngokudala imisebenzi emitsha, kunye nokwamkela ukuziqhelisa ukugcina nokonga imal Xa sisebenzisana singaqinisekisa sinyusa ukukhula koqoqoshIKhabhinethi ixhasa ikhwelo lokuphanda ngokukhawuleza nakakuhle isityholo sokuvingcelwa kwabantu ekuthe kwenzeka kwii-ofisi zeNkonzo yeNgeniso yoMzantsi Afrika (i-SARS).","Cabinet congratulates Finance Minister Pravin Gordhan and the team at National Treasury for delivering a balanced and well thought-out budge The Medium Term Budget Policy Statement (MTBPS) provides an opportunity for civil society, labour and business to work together with government to achieve the economic objectives of our countrCabinet supports the initiatives announced in the MTBPS to guide the economy through these difficult economic times, achieve inclusive economic growth and efficiently use state resource Cabinet thanks the more than 4, 5 million taxpayers who submitted their tax returns during the 2016 Tax Season and reminds all non-provisional taxpayers who still have to submit a tax return to do so as the deadline for submission on 25 November 2016 is fast approachinPatriotic taxpayers are helping to improve the lives of millions of South Africans by partnering with government as it rolls out much needed services and social support across the communitieCabinet calls on South Africans to join our efforts in growing the economy by creating new jobs, and adopting a culture of savin Working together we can ensure that we boost economic growtCabinet supports calls for a quick and effective investigation into the alleged hostage situation at the South African Revenue Servic Incidents such as these have a negative impact on public confidence in our law enforcement authorities and need to be quickly addresse Funding higher education remains a priority for government and the additional R17 billion allocated to universities over the next three years will help to further ease the burden on financially needy poor and missing middle student This funding will also ensure that more students are able to access higher education as Rbillion of this funding will be allocated to NSFAThis funding is welcomed, however the immediate priority now is to resume learnin Cabinet calls on South Africans to support all efforts to save the 2016 academic programm",0.83846736
[0.5725876  0.03365501 0.22729121 ... 1.1828841  1.0138463  0.94484246],"[ 0.01832151 -0.00198719  0.08600423 ...  0.03525577  0.02506373
  0.02121221]",Iziganeko ezinjengezi zinefuthe elibi malunga nokuthenjwa ngabantu kwamagunya ethu anyanzelisa umthetho kwaye kufuneka ziqwalaselwe ngokukhawulez Inkxaso-mali yemfundo ephakamileyo isoloko iyinto ephambili kurhulumente kwaye i-17 leebhiliyoni zeerandi ezongeziweyo zabelwa iiyunivesithi kule minyaka mithathu izayo iza kunceda ekwenzeni lula umthwalo kwabo bahluphekileyo nabafuna imali kunye nabafundi abalengalengay Le nkxaso-mali iza kuqinisekisa ukuba inani elongezelelweyo labafundi lingakwazi ukufikelela kwimfundo ephakamileyo kuba i-yeebhiliyoni zeerandi yale nkxaso-mali iza kwabelwa i-NSFALe nkxaso-mali iyamkelek Kodwa eyona nto iphambili nengxamisekileyo ngoku kukuba kuqaliswe ukufundw IKhabhinethi imemelela abemi boMzantsi Afrika ukuba baxhase onke amalinge okokuba,"Government grants and tuition fees account for the bulk of university income, with government spending accounting for 43 per cent of university income and tuition fees accounting for 34 per cen These findings demonstrate government s commitment to education and reaffirms our call for those who can afford to pay their fair share, and reveals that tuition fees remain an important part of overall fundinProgress has also been made by the Ministerial Task Team appointment by the Minister of Higher Education and Training, Blade Nzimande, to develop a support and funding model for Poor and",0.8008445
[0.43986437 0.11707888 0.12943436 ... 0.992171   0.8503226  1.4153013 ],"[ 6.4142183e-03 -3.6787369e-05  7.2755367e-02 ...  3.8450252e-02
  2.5654005e-02  5.3995527e-02]","izifundo zowama-2016 zingaphanz Lifikile ixesha ngoku lokuba lonke uqhankqalazo luphele kubuyelwe esikolweni kwaye unyaka wezifundo ugqitywe kungalityaziswangUrhulumente ukholelwa ekubeni uthethathethwano lokuhoya amabango abafundi lungenzeka ngelixa izifundo ziqhub Siyalibethelela kwakhona ilungelo lokuqhankqalaza, kodwa malwenzeke ngokulandela umthetho nangendlela enganyhashi amalungelo abanye abantInkqubela karhulumente ekwenzeni imfundo ephakamileyo ifikeleleke ingqinwa yingxelo yeziko lezeNkcukacha-manani yoMzantsi Afrika (i-Stat SA) malunga neeNkcukacha-manani zeZimali zamaZiko eMfundo ePhakamileyo zowama-2015.","Now is the time to end all protests, return to class and complete the academic year without further delay Government believes that dialogue to address the demands of students can take place while the academic programme is underwa We reaffirm the right to protest but this must be done within the confines of the law and in a manner that does not infringe on the rights of otherGovernment s advances in making higher education accessible are borne out by the Statistics South Africa Financial Statistics of Higher Education Institutions 2015 repor It shows that student enrolment in Higher Education grew by 3per cent from 2006 to 2015.",0.8703781
"[ 0.3160968  -0.13098274  3.783711   ...  0.6419784   0.52834624
  2.845472  ]","[ 9.9249789e-03 -6.2298473e-05  1.3253915e-01 ...  2.6168641e-02
  7.9288585e-03  8.8068292e-02]","Le ngxelo ibonisa ukuba inani labafundi ababhalisileyo kwiMfundo ePhakamileyo linyuke ngama-3 ukususela kowama-2006 ukuya kowama-2015.Ngaphezu koko, izibonelelo zikarhulumente wesizwe kwiMfundo ePhakamileyo zinyuke nge-144% kwiminyaka elishumi ukususela kowa-2006 ukuya kowama-2015.","Further, grants by national government to Higher Education increased by 144 per cent over a ten year period from 2006 to 2015.",0.8614023
"[ 0.41671777 -0.11894349  4.3934054  ...  0.8644392   0.86298585
  1.8665209 ]","[-0.0007329  -0.00091993  0.01839187 ...  0.00833455  0.02677297
  0.01260302]","Izibonelelo zikarhulumente kunye nemali yokufunda zingumthamo omkhulu wengeniso yeeyunivesithi, yona inkcitho karhulumente ingama-43% engeniso yeyunivesithi ize imali yokufunda ibe ngama-34%.","students, but also in addressing amongst other challenges which South Africa faces, including:Reducing the high dropout rates of poor and working class students in the higher education and training sector,Improving the employability of the funded graduates,Improving the skills profile of the country,Improving the partnership between government, the private sector and higher education institutions in supporting poor and",0.70434916
"[ 0.5520491  -0.0019711   0.43317774 ...  0.923034    0.7876768
  0.83188355]","[ 1.7077649e-02 -5.7512411e-04  4.2065392e-05 ...  2.1175321e-02
  1.3649786e-02  1.7849112e-02]",Ezi ziphumo zibonakalisa ukuzinikela kukarhulumente emfundweni kwaye zibethelela kwakhona ikhwelo lethu kwabo banako ukuhlawula esabo isabelo esilingeney Ezi ziphumo zikwabonisa ukuba imali yokufunda isoloko iyinxalenye ebalulekileyo yenkxaso-mali jikelelInkqubela ikwenziwe liQela laBaphathiswa eliChongelwe uMsebenzi nguMphathiswa weMfundo ePhakamileyo noQeqesho uBlade Nzimande wokuqulunqa isicwangciso esiza kubonisa inkxaso kunye nenkxaso-mali yabafundi abaphuma kumakhaya aHluphekayo,"student A blueprint entitled the Ikusasa Student Financial Aid Programme (ISFAP), underwent an engagement process, which saw various inputs incorporated, and agreement obtained across all key stakeholders for the future governance structure of ISFAThe Ikusasa Student Financial Aid Programme makes various recommendations which are currently under consideration for implementatio The proposed model and recommendations contained in the report, will go a long way in not only addressing the funding problems faced by poor and",0.77979183
"[ 2.9829218  -0.20016602 -0.32879946 ... -0.24987134  1.3566245
  0.24799712]","[ 0.00094862  0.00151901 -0.00382524 ...  0.00362385 -0.00237957
  0.00232635]",nabaLengalengay,Missing Middle,0.57296705
"[ 0.30767772  0.10801303 -0.24605988 ...  0.79630566  0.7869558
  1.689164  ]","[ 0.01722864 -0.00114621  0.00122383 ...  0.03908966  0.04333631
  0.00463423]","Umkhombandlela onesihloko esithi INkqubo i-Ikusasa yoNcedo lwaBafundi ngeZimali (i-ISFAP), kuthe kwaboniswana ngawo into leyo ekhokelele ekubeni amahlakani ahlukeneyo nawo afake izimvo zawo ezahlukeneyo kwaze kwafikelelwa nakwisivumelwano ngabo bonke abachaphazelekayo malunga nemo kunye nendlela eza kulawulwa ngayo i-ISFAP kwixesha elizayI-ISFAP yenze izindululo ngezindululo ekungoku ziqwalaselwayo ukuze zisebenz Esi sicwangciso","students financial assistance to cover the full cost of stud While recommending a fully subsidized education to the poor in the form of bursaries and grants, it also proposes progressively reducing bursaries and grants to the",0.76499337
"[ 0.5098803  -0.0542036  -0.16109492 ...  0.4412636   0.7507887
  0.7995862 ]","[ 0.03612811 -0.00097765 -0.00032603 ...  0.02175194  0.03850223
  0.02674528]",sicetywayo kunye nezindululo ezikwingxelo ziza kunceda kakhulu ekuhoyeni iingxaki zenkxaso-mali abajongene nazo abafundi abahluphekileyo,and Douala which left 79 people dea Cabinet also wishes the hundreds who were injured a speedy recovery AppointmentsAll appointments are subject to the verification of qualifications and the relevant clearanc,0.6601869
