xh,en,src_text,trg_text,Cosine_Score
"[ 0.9350657  -0.00781715 -0.11431357 ...  0.2783163   0.45753944
  0.90221626]","[ 2.0932467e-03 -2.0482062e-04  4.8137150e-05 ...  1.0729725e-03
  1.5222376e-03  7.8740409e-03]",Imiba enguNdaba-mlonyeni1.,Messages1.,0.79199374
"[ 0.78218156 -0.02618524 -0.01921095 ...  0.37320113  0.45605347
  1.0276078 ]",[0.01746625 0.01615345 0.00464695 ... 0.00779322 0.05144905 0.02279142],Abafundi beMatriki bowama-2020,in addition to implementing health and safety measures at schools in 2020 to protect teachers and learners from the Coronavirus Disease (COVID-19) pandemic,0.6929711
"[ 0.8267846  -0.07969581  0.4758272  ...  0.7559608   0.9339726
  1.7159534 ]","[ 0.0102188  -0.00067295  0.01872938 ...  0.02426955  0.03391568
  0.05368277]","IKhabhinethi ivuyisana nabafundi abebebhala imatriki ngowama--2020 abye banyamezela nangona bekunzima baza baphumelela emagqabini kwiziphumo zabo zematrik Iimviwo zowama-2020 zibhalwe ngabafundi abaninzi ebebebhala iimviwo zabo zokugqibela xa kuthelekiswa no-2019, kwaye ziphinde zaba nochatha kwinani labafundi abapase ngamanqaku avumela ukuba bavunywe ukuba bayokufunda eyunivesith","Class of 2020 Cabinet congratulated the Class of 2020 who persevered against all odds and obtained a sterling set of matric result The 2020 exams which saw an increase in the number of learners who wrote their final examinations when compared to 2019, also saw an increase in the number of learners who attained a Bachelor s admission pas",0.8707508
[0.54539394 0.03240379 0.05638658 ... 0.7894827  0.89299375 1.0173845 ],"[ 0.01518112 -0.0006958  -0.00020878 ...  0.00799541  0.02177563
  0.02246997]","IKhabhinethi inqwenelela bonke abafundi konke okuhle xa beza kungena kumaziko emfundo ephakamiley Ngaphaya kwezifundo zaseyunivesithi, abafundi bayakhuthazwa ukuba bakhangele nolunye uqeqesho lwezakhono zobizo olufumanekayo ngeekholeji zoQeqesho Lwezakhono i-Technical and Vocational Education and Training (i-TVET) eziyinxalenye yokomeleza isiseko soMzantsi Afrika sezakhono zobugcisa ezingundoqo kuqoqosho lweth Abafundi abangakulungelanga ukungena kwiikholeji ezizi-TVET neeyunivesithi bayakhuthazwa ukuba bakhangele iNkqubo yeThuba lesiBini likaMatrik","Cabinet wishes all the learners well as they embark on their respective post-schooling year In addition to university studies, learners are encouraged to also explore vocational skills training that is available through Technical and Vocational Education and Training (TVET) colleges as part of strengthening South Africa s technical skills base that is essential for our econom Learners who do not qualify for the TVET colleges or universities are encouraged to explore the Second- Chance Matric Programm Cabinet also congratulated all officials and the management of the Department of Basic Education who",0.8717606
"[ 0.37292546 -0.08489812 -0.15204984 ...  0.6369766   0.6329585
  0.78931284]","[-0.00104833 -0.0034977  -0.00048963 ...  0.05068839  0.02665713
  0.00851893]",IKhabhinethi ikwavuyisene nawo onke amagosa nabaphathi beSebe leMfundo esisiSeko abathe,Cabinet approved the amendment of the agreement between the government of South Africa and the government of the Kingdom of Netherlands on social security cooperatio,0.7223635
"[ 1.136076    0.0374785  -0.08916532 ...  0.571124    1.4946314
  1.3198028 ]","[ 0.02400839 -0.00195887 -0.00010242 ...  0.02948697  0.02125563
  0.00749734]",phezu komsebenzi wokuqinisekisa ukuba kuthathwa amanyathelo ezempilo nokhuseleko ezikolweni ngo-2020 ukukhusela ootitshala nabafundi kubhubhane weSifo seNtsholongwane ye-Corona (i-COVID-19),"COVID-19 vaccine roll-out Cabinet appreciated the commencement of the national roll-out of the COVID-19 vaccination programme, with the first doses of the Johnson & Johnson vaccine being administered to healthcare workers (HCWs) in both the public and private sector",0.779552
"[ 1.135986   -0.19498745 -0.33870357 ...  0.30998877  0.6891477
  0.48608446]","[ 2.0129494e-02 -1.4318771e-03  1.0685315e-05 ... -1.7254364e-03
  5.6764935e-03  1.7796680e-02]",basebenza nzima ukufikelela kwiziphumo zematriki ezincomekay,worked tirelessly to achieve the impressive matric result,0.79600245
"[ 0.34808716 -0.09422082 -0.21448255 ...  0.74652034  0.87642634
  1.5649521 ]","[-0.00056749 -0.00110539 -0.00030921 ...  0.04139072  0.02202458
  0.03663961]","IKhabhinethi inqwenela ukuvakalisa umbulelo wayo kubo bonke ootitshala, abalawuli bezikolo, amagosa esebe lemfundo esisiseko, kwimibutho yootitshala, imibutho yabafundi, abafundi nabazali babo ngokusebenza kwabo nzima nokuzinikela kwabo xa bebonke ekuqinisekiseni ukuba sifumana iziphumo esingazingca ngazo nangona besijamelene nobunzima ku-2025.","Cabinet wishes to express its appreciation to all the teachers, school managers, officials within the basic education systems, teacher unions, learner organisations, the learners and their parents for their hard work and collective dedication to ensure that we achieve the kind of results we can be proud of despite the difficulties experienced in 2020.",0.89321077
"[ 0.15289007  0.0130823  -0.23184875 ...  0.8846296   0.9135466
  0.7615075 ]","[ 0.02091685 -0.00102252 -0.00013668 ...  0.02444555  0.04354614
  0.04069797]","IKhabhinethi iyavuyiswa kukuqala ngokusesikweni konyaka wokufunda ka-2021 kwaye iqinisekile ukuba amanyathelo abekiweyo akwanele ukufundisa nokufund Wonke umntu unoxanduva lokuhlala ethe qwa nokulandela imithetho yempilo nokhuseleko, eyilelwe ukugada impilo nokhuseleko lootitshala nabafundi, ngendlela engqongq IKhabhinethi ihlaba ikhwelo kubo bonke abemi boMzantsi Afrika ukuba baxhase abafundi bethu nokuba baqinisekise ukuba bayaphumelela","Cabinet is pleased that the 2021 school year has officially started and is confident that the measures in place are sufficient for safe teaching and learnin Everyone has a responsibility to remain vigilant and to strictly adhere to health and safety protocols, which are designed to safeguard the health and safety of teachers, staff and learner Cabinet calls on all South Africans to support our learners and to ensure that they succeed State of the Nation Address (SoNA) Cabinet welcomed the 2021 SoNA that was delivered by His Excellency, President Matamela Cyril Ramaphosa, to a hybrid Joint Sitting of the two houses of Parliament",0.8593548
"[ 0.78526473 -0.11177986 -0.43709633 ...  1.1063987   1.5071489
  0.59710187]","[ 0.01275367 -0.00324153 -0.00116426 ...  0.03098615  0.02266153
 -0.00167327]",INtetho engoBume beSizwe (i-SoNA),the National Assembly and National Council of Provinces,0.68409395
