xh,en,src_text,trg_text,Cosine_Score
"[ 0.9350657  -0.00781715 -0.11431357 ...  0.2783163   0.45753944
  0.90221626]","[ 2.0932467e-03 -2.0482062e-04  4.8137150e-05 ...  1.0729725e-03
  1.5222376e-03  7.8740409e-03]",Imiba enguNdaba-mlonyeni1.,Messages1.,0.79199374
"[ 0.922835   -0.4881786  -0.34147975 ... -0.3263396   0.2606817
  0.5357154 ]","[ 2.2909919e-02 -9.5295621e-04  5.1244791e-04 ... -4.9503292e-03
 -2.7860571e-05  1.1610115e-02]",Amalinge okuhlangula nokwakha ngokutsha emva kwezikhukhula,Recovery and rebuilding efforts after the floods,0.8912731
[1.288617   0.0024353  0.04255159 ... 0.8869648  1.1478415  0.53633815],[0.03227906 0.00215473 0.0039819  ... 0.03382038 0.03064805 0.02167883],"IKhabhinethi ibulela futhi ibamba ngazibini kubo bonke abantu kunye nemibutho ethatha inxaxheba kumalinge ohlangulo nokwakha ngokutsha emva kwezikhukhula zakutsha nje ezenze umonakalo omkhulu kwiindawo ezithile zezwe lakuthi, ingakumbi kwiphondo laKwaZulu-Nata Iye futhi yabulela nayo yonke imibutho engekho phantsi kukarhulumente (ii-NGO), imibutho yezenkolo, uluntu, oosomashishini kunye nemibutho yoncedo ethe yabonelela iintsapho ebezingamaxhoba ezikhukhula ngokutya, iimpahla, iingubo kunye nezinye izinto eziluncedo ukuze ezi ntsapho zikwazi ukuqhawulisa izinto ezincinci zemihla ngemihl","Cabinet expressed its praise and appreciation to all people and organisations involved in recovery and rebuilding efforts following the recent devastating floods in some parts of the country, especially in KwaZulu-Nata It thanked all non-governmental organisations, faith-based organisations, communities, business people and relief organisations that have provided food, clothes, blankets, dignity packs and school uniforms to vulnerable families to meet their basic need",0.8977623
"[ 1.7570575  -0.1221495   0.38604146 ...  0.9952317   1.5486451
  0.8036444 ]","[ 0.03811953 -0.00015136  0.0150414  ...  0.02081149  0.04141019
  0.02027956]",Iziko leSizwe loLawulo lweeNtlekele liyaqhubeleka nokukhokela amaphulo adibanisa onke amaqoqo karhulumente okunikezela ngoncedo lwezentlalonte kuwo onke amakhaya achaphazelekiley Abantu abangaphezulu kwama-7 000 abaphuma kwizithili ezine ezithwaxwe ngamandla zaKwaZulu-Natal babonelelwe ngeendawo zokufihla iintlok,The National Disaster Management Centre continues to coordinate all spheres of government in its efforts to provide humanitarian relief to all affected household Sheltering services are being provided to over 7 000 people in the four worst affected districts in KwaZulu-Nata,0.8896851
"[ 1.2790328  -0.01071922 -0.05469695 ...  1.1259995   0.73132354
  1.1354359 ]","[ 3.1284057e-02 -1.2333689e-03  1.0377923e-05 ...  4.8664887e-02
  2.6895640e-02  3.8435921e-02]",Sele uqalile umsebenzi wokwakhela amakhaya achaphazelekileyo izindlu zethutyana kumhlaba wombuso ofunyenwe kwiphondo laKwaZulu-Nata La makhaya asenokufuduselwa kwezi ndaw IKhabhinethi iphinde yakubethelela ukuzinikela kukarhulumente ekulawuleni ngobunono nangendlela eselubala imali yokunceda kwizikhukhul UMphicothi-zincwadi-Jikelele woMzantsi Afrika lelinye lamaqumrhu aza kubeka iliso kwindlela eza kusetyenziswa ngayo le mali kwaye le mali ixulwe ngokwemigaqo karhulumente yokuhlahla nokwaba imali,Work has started on building temporary residences for affected families on state-owned land parcels that have been identified in KwaZulu-Natal for possible resettlemen Cabinet affirmed government s commitment to managing the flood relief funds prudently and transparentl The Auditor-General of South Africa is providing an additional monitoring service and the reprioritisation of funds is in line with the government s budgeting syste 2.,0.88059336
"[ 1.5220243  -0.06937422  0.0444198  ...  0.7387504   0.9307733
  1.633628  ]",[0.02482489 0.00301801 0.00053305 ... 0.02591358 0.0244434  0.04936528],Eza kutsha nje ngesiFo seNtsholongwane i-Corona (i-COVID-19),Update on the Coronavirus Disease (COVID-19),0.9040694
"[ 0.8646983  -0.03475491  0.28533217 ...  0.69669765  1.0906911
  1.8437344 ]",[0.02064149 0.00028869 0.03297935 ... 0.02009055 0.03993477 0.05384359],IKhabhinethi ibongoza bonke abantu eMzantsi Afrika ukuba bazikhusele ukuze bathintele ukunwenwa kwe-COVID-19 emva kokuba iingxelo zakutsha nje zibonakalisa ukuba kweli lizwe lenyuke kakhulu inani labantu abosulelwe yile ntsholongwane kunye nabo banezifo ezinxulumene nexesha lasebusik,Cabinet urged all people in South Africa to take precautionary measures to prevent the spread of COVID-19 after latest statistics showed a marked increase in the rate of infections and illnesses associated with the winter season in the countr,0.8984728
"[ 0.7116916   0.05516157 -0.07077461 ...  1.2310482   1.0108086
  0.79317164]",[0.01426848 0.00295529 0.00174219 ... 0.04218714 0.03370523 0.00270216],"IKhabhinethi isikhumbuzile ukuba masiqhubeleke sizikhusele thina buqu kunye nabanye abantu ngokuthi sihlambe izandla ngesepha okanye ngesibulala-ntsholongwane rhoqo, sinxibe izifonyo xa singaphakathi kwizakhiwo, singasondelelani nabanye abantu, sivule iifestile ukuze kubethe umoya endlini size sigony","Cabinet reminded everyone to continue safeguarding ourselves and other people by washing or sanitising our hands regularly, wearing a mask when indoors, maintaining a safe social distance, opening windows for ventilation and vaccinatin",0.8849722
[0.92992824 0.31996298 0.23191223 ... 0.99733806 1.0019999  1.3762679 ],"[ 0.02079907 -0.00022323  0.00094256 ...  0.0174309   0.02869958
  0.02565911]","Ukugonya isesesona sixhobo sinaso sokulwa i-COVID-19 njengoko kuthintela ukugula kakhulu, ukulaliswa esibhedlela kunye nokubulawa yile ntsholongwan Akunyanzelekanga ukuba ube nendawo ohlala kuyo enedilesi esesikweni ukuze ugony Nabani na, futhi nokuba akanayo incwadi-sazisi, angagonywa simahla kumaziko okugonya karhulumente akho kulo lonke eli lizw 3.","Vaccination remains the best defence against COVID-19 as it prevents severe illness, hospitalisation and even deat You do not need a home address to vaccinat Any person, with or without an identity document, can get vaccinated for free at all public vaccination sites across the country",0.88759845
"[ 1.0186864   0.05651343 -0.21025921 ...  0.28235084  0.58299583
 -0.09376343]",[0.00060514 0.00620822 0.00033699 ... 0.00941589 0.00106058 0.00071958],Phantsi ngobuhlanga!,Stop racism!,0.7033967
