xh,en,src_text,trg_text,Cosine_Score
"[ 0.61293256  0.20292062 -0.07929239 ...  0.9650005   1.212191
  0.7734479 ]","[-0.00057633  0.00157325  0.00925336 ...  0.02281448  0.0339427
  0.04356897]","Xiyimo xa Khabinete eka timhaka ta nkoka eka mhaka ya sweswi Khabinete yi tsundzuxa maAfrika-Dzonga hinkwavo leswaku vumbiwa ri tiyisisa mfanelo yo lwela na ku sirhelela endzeni ka ku arisa hi naw Khabinete yi tekela enhlokweni hi ku khumbeka hi mhaka ya ku humelela ka madzolonga na switeroko leswi nga sirheleriwangiki leswi nga ha vaka na nxungeto eka xidemokirasi xa hin Mirhukano leyi veke kona eka xitereko lexi xa ha ku vaka kona xa Nhlangano wo Ntshuxeka wa Vadyondzisi va Afrika-Dzonga (Sadtu) leyi kongomisiweke ka Holobye wa Dyondzo na ku kombisiwa ka xirhangiso xa vavasati loko ku ri karhi ku kombisiwa ku vilela swi kombisa ku tekela ehansi swinene vamanana naswona a swi amukelek MaAfrika-Dzonga va lwele xidemokirasi xa hina nkarhi wo leha naswona hi matimba swinene, hikokwalaho hi fanele hi hambana na matikhomelo lama nga amukelekiki ku vuriwa eka vanhu leswi fanaka na ku pfumaleka ka naw","Cabinet s position on prominent issues in the current environment Cabinet reminds all South Africans that our constitution guarantees the right to strike and protest within the confines of the la Cabinet has noted with concern the spate of violent and unprotected strikes which may become a threat to our democrac The insults during the recent South African Democratic Teachers Union (Sadtu) directed at the Minister of Education and the display of women s underwear whilst protesting reflects total disregard for women and is unwarrante South Africans fought long and hard for our democracy, and we should therefore disassociate ourselves from socially reprehensible conduct which is tantamount to anarchSouth Africa will soon be entering the period of salary negotiations and Cabinet wish to call on all communities, workers and labour unions to desist from any actions that undermines our democrac Cabinet re-emphasis that our struggle for freedom and democracy ensured that our country s laws make provision for protected peaceful strike Cabinet reiterates its call on workers to use existing, regulated channels to address grievances and wage negotiations in the spirit of our hard-fought democrac Cabinet commended the success of policies and programmes aimed at entrenching South Africa s status as a major international tourism and business events destinatio This was confirmed by the Annual Tourism Statistics, which were launched by President Jacob Zum The Statistics show that in 2012, a total of million international tourists visited South Africa, up from million in 2011.",0.8448733
[0.6019963  0.2793949  0.0046356  ... 0.79449046 0.99390805 1.4577246 ],[0.00278846 0.0001406  0.02591446 ... 0.03359139 0.01866606 0.06222546],"Ku nga ri khale Afrika-Dzonga ri ta nghena eka nkarhi wa mikanerisano ya miholo kutani Khabinete yi rhandza ku kombela hinkwavo vaakitiko, vatirhi na mihlangano ya vatirhi ku papalata maendlelo man wana na man wana lama sandzaka xidemokirasi xa hin Khabinete yi tlhela yi tshikilela leswaku nyimpi ya hina yo lwela ntshunxeko na xidemokirasi yi tiyisisa leswaku milawu ya tiko ra hina yi pfumelela ku kombisa ku vilela loku nga sirhelela hi ku rhul Nakambe Khabinete yi kombela vatirhi ku tirhisa tindlela leti nga kona, leti nga enawini ku lulamisa swivilelo na ku nghenela eka mikanerisano ya miholo hi moya wa matimba wo lwela xidemokirasi xa hin Khabinete yi bumabumerile ku humelela ka tipholisi na tiphurogireme leti lavaka ku lulamisa xiyimo xa Afrika-Dzonga tanihi ndhawu ya nkoka ya vugimamusi eka timhaka ta swa vupfhumba na swa mabindzu emisaveni hinkway Leswi swi tiyisisiwile hi xiyenge xa Tinhlayo ta swa Vupfhumba ta Lembe, lexi simekiweke hi Phuresidente Jacob Zum Tinhlayo ti komba leswaku hi 2012, ntsengo wo ringana wa mamiliyoni ya vapfhumba vo huma ematikweni mambe va endzerile eAfrika-Dzonga, yi yile ehenhla ku suka eka wa mamiliyoni hi 2011.",Delivering on Africa s promise .WEF-Africa is a regionally focused economic forum that provides an opportunity for local and regional businesses and investors interested in the region to exchange and even explore partnerships with governmentHosting the event will provide South Africa with an added opportunity to actively engage and lobby African leaders and international and regional businesses on possible interventions to integrate and enhance growth in South Africa and the regio Cabinet approved that the sixth edition of Development Indicators (2012) be publishe The Development Indicators have become an annual publication and the 2012 edition summarises data on trends mainly for the period leading up to mid-year 2012.,0.8371296
"[ 0.31467128 -0.14584157  5.4088874  ...  0.49001884  0.35636976
  2.4482095 ]",[0.00497448 0.00042155 0.1073134  ... 0.01218379 0.01358171 0.06273998],Tinhlayo ta vapfhumba ti tlakukile hi 1wa tiphesente hi 2012,"Tourist figures to South Africa grew by 10, 2 per cent in 2012",0.7745315
"[ 0.3662922  -0.15419896  4.7278714  ...  0.35461062  0.82667506
  1.4498034 ]","[ 0.01446067 -0.00060466  0.06752581 ...  0.0177235   0.04119628
  0.04783176]",yi tlakukile hi kambirhi eka nhlayoxikarhi ya misava ya 4%.,more than double the world average of 4%.This remarkable growth in tourism is tangible proof of the warm and welcoming nature of South Africans and the range of tourism experiences the country offer The 2013 Tourism Indaba in Durban from 11 to 14 May provides an opportunity to once again showcase South Africa and its peopl,0.53944
[0.5312822  0.6996038  0.07490215 ... 0.9671861  1.2630483  1.1139646 ],"[ 2.1643173e-03 -7.7993478e-05  1.5993444e-02 ...  2.0878054e-02
  2.4015838e-02  4.1819468e-02]",Ku tlakuka loku eka swa vupfhumba i vumbhoni lebyi nga ntiyiso bya tintswalo na ku va na rirhandzu bya maAfrika-Dzonga hi ntumbuluko naswona tinhlayo ta ntokoto wa vapfhumba tiko ri swi endlak Nhlengeletano ya Vupfhumba ya 2013 eDurban ku suka hi 11 ku fika 14 Mudyaxihi yi nyika nkarhi nakambe ku kombisa Afrika-Dzonga na vanhu va ron Afrika-Dzonga i vugimamusi bya swa vuvekisi lebyi kumeke nseketelo wun wana hi ku hlula eka Masagwati ya Lembe ya 2013 eka European Outsourcing Association (EOA) eka ku va Ndhawu ya swa Mabindz Leswi swi endliwile leswaku swi koteka ku yisa emahlweni vuvekisi ku suka eka vanhu lava va nga na mabindzu emisaveni hinkway Sagwati ri amukela tindhawu ta vugimamusi na vanhu lava va nga na mabindzu lama tirheke swinene eka ku pfuna ku xava eka timakete ta le Yurop Sagwati ri na vutihlamuleri lebyikulu bya ntalo wa vuvekisi lebyintshwa eka 2013 na ku ya emahlwen,"This was made possible through the continued investment from global operator The Award acknowledges destinations and operators that have excelled in servicing the European outsourcing marke The Award holds the potential for an influx of new investment in 2013 and beyon Cabinet commended the success of the South African Renewable Energy Independent Power Producer Procurement Programme (REIPPP) Program which was recognised when it won the Green Project Infrastructure of the Year Award by Global infrastructure Leadership Foru Cabinet appreciates the part played by all South Africans in helping the country save 3 586 Mega Watts (MW) of energy since 2005, the equivalent of the output of a single power statioIn this spirit, Cabinet calls for a national effort this winter for further reductions in the use of electricity as energy supply will once again come under seasonal pressur Together, let us conserve energy by switching off non-essential appliance All South Africans have the power to keep the lights oCabinet highlights that currently there are no plans for load-sheddin South Africans will be informed in advance should the need arise for any such action, so that we can all plan sufficientlCabinet reiterates that the precarious energy situation is due both to essential maintenance as well as unintended technical issues including cable thefCabinet assures South Africans that various programmes are in place to ensure that electricity demand is met and that the integrity of the power system is maintained at all time The infrastructure build programme aims to ensure that the economy is supported by the requisite infrastructure in the years ahea Cabinet extends congratulations to all recipients of the National Orders and expresses its gratitude for their contribution towards the advancement of our democracy and for improving the lives of South African Cabinet calls on all South African parents and guardians who have children from 9 months to 5 years of age to secure their health by using the nationwide polio and measles immunization campaign for childreThe Department of Health began this immunization campaign on 29 April 2013, offering a booster dose to all eligible children, over and above routine immunizatio Cabinet fully supports the United Nations (UN) Road Safety Week which takes place from 6 to 12 May 2013 under the theme of",0.8151486
"[ 0.7251695  -0.07431107  0.45959815 ...  0.89453375  0.80656654
  1.131872  ]",[0.01070185 0.00264325 0.05545203 ... 0.00685226 0.0418341  0.04438925],"Khabinete yi bumabumerile ku humelela ka South African Renewable Energy Independent Power Producer Procurement Programme (REIPPP) Programme leyi nga tiveka loko yi wina Green Project Infrastructure of the Year Award hi Huvo ya Vurhangeri bya Miako eMisaven Khabinete yi khensa eka xiphemu lexi endliweke hi maAfrika-Dzonga hinkwavo eka ku pfuneta ku hlayisa 3 586 wa Timegawati (MW) ta eneji ku suka hi 2005, ku nga mpimo lowu ringanaka na xitici xin we xa gezHi endlelo leri, Khabinete yi kombela tiko ku endla matshalatshala eka xixika lexi ku yisa emahlweni ku hunguta ku tirhisa gezi tanihileswi mphakelo wa gezi nakambe wu nga ta va na ntshikelelo eka nguv Kun we, a hi hlayiseni gezi hi ku tima switirhisiwa swa gezi leswi nga riki swa nkok MaAfrika-Dzonga hinkwavo va na matimba yo lumeka mavon","Pedestrian Safety .Cabinet calls on all South Africans, especially motorists and pedestrians, to be more responsible, vigilant and cautious on our road Cabinet highlighted that pedestrians make up a significant proportion of road deaths in South AfricCabinet further calls on all South Africans to be vigilant during this period and observe all rules of the road Following the successful working visit by President Jacob Zuma to the Federal Republic of Nigeria in mid-April 2013, Nigerian President Goodluck Jonathan will conduct a State Visit to South Africa from 6 to 7 May 2013.",0.7876092
[0.30761108 0.12595406 0.16376653 ... 0.7633514  0.9318725  0.85335934],[0.01176618 0.00857351 0.00107295 ... 0.03000799 0.01905412 0.04025621],"Khabinete yi lemukisa leswaku eka nkarhi wa sweswi a ku na makungu yo tima gezi eka layeni yo karhi loko ku ri na ku laveka ka le henhla ka gez MaAfrika-Dzonga ma ta tivisiwa hi nkarhi loko swo tshika swi lavekile ku teka goza rero, ku endlela leswaku hinkwerhu hi ta kota ku pulana hi mfanelNakambe Khabinete yi vuyelela leswaku xiyimo xa swipimelo swa eneji swa fanele eka vuhlayisi bya nkoka nakambe na le ka timhaka ta swa xithekinikali leti endliwaka ku nga ri hi vomu ha vumbirhi ku katsa vukhamba bya ka yiviwa ka tikhebul Khabinete yi tshembisa maAfrika-Dzonga leswaku tiphurogireme to hambanahambana ti le ndleleni ku vona leswaku gezi leri lavekaka ra fikeleriwa na leswaku xiyimo xa matimba ya gezi xa hlayisiwa mikarhi hinkway Phurogireme yo aka miako yi kongomisa eka ku lava ku vona leswaku ikhonomi ya seketeriwa hi miako leyi nga fanela eka malembe lama tak Khabinete na yona yi tlangerisa lava nga amukela Masagwati ya Rixaka (National Orders) na ku kombisa ntsako wa yona lowukulu ka ku hoxa xandla mayelana na ku humelerisiwa ka xidemokirasi na ku antswisiwa ka vutomi bya maAfrika-Dzong Khabinete yi kombela hinkwavo vatswari na vahlayisi va Afrika-Dzonga lava nga na vana lava nga na malembe yo suka eka tin hweti ta kaye ku fika eka ntlhanu wa malembe hi vukhale ku sirhelela rihanyo ra vona hi ku tirhisa mapfhumba ya nsawutiso wa pholiyo na swimungwamungwana ka vana etikweni hinkwarNdzawulo ya Rihanyo yi sungurile pfhumba leri ra nsawutiso hi 29 Dzivamisoko 2013, hi ku nyika xipfuneti xo lwa na mavabyi eka vana lava nga fanela hinkwavo, mayelana na ntirho wa nsawutis","A special media briefing will be arranged to unpack the repor Cabinet declared 31 August 2013 as the cessation date in the Republic of South Africa for affected Angolan refugee This is in line with the cessation declared by the United Nations High Commissioner for Refugees (UNHCR) during October 2009, and gives effect to efforts to enhance regional integratioFundamental changes have taken place since the end of the civil war in Angol It is considered that Angolan refugees should be able to reclaim citizenship of their country of origin, because the circumstances that recognized a person as a refugee no longer exisSouth African government will ensure that every Angolan citizen in South Africa is informed about the cessation process to affected communities and to encourage affected Angolans to voluntarily avail themselves for repatriatio Cabinet noted that the Union Buildings will have its 100th anniversary in Decembe It further approved that the centenary be marked through various projects such as celebrations on Reconciliation Day, 16 December 2013, under a theme to promote social cohesion, national unity, inclusivity and reconciliatio Cabinet approved that the report on Performance of Sector Education and Training Authorities (SETAs) emanating from the Ministerial Task Team on SETAs be released for public commen The report provides recommendations on how SETAs performance can be improved through focused analysis of various key areas, such as Planning and Deliver, Compliance and Governance, and Funding and Financial Managemen Cabinet approved the Information Communication Technology (ICT) Research, Development and Innovation (RDI) Roadmap as a long-term investment and implementation plan for ICT RDI in South Africa to support socio-economic developmenRDI in the ICT sector is important for boosting the competitiveness of economie As highlighted in the 2012 National Development Plan, South Africa has lost its status as continental leader in Internet and broadband connectivitThis Roadmap is an appropriate strategic implementation mechanism, consisting of a set of action plans and implementation frameworks, to guide and manage South Africa s investment in ICT RDI over the next 10 yeaThe ICT RDI Strategy has already begun yielding significant tangible achievements such as the wireless mesh technology demonstrator project, which supports the cost-effective delivery of broadband connectivity to more than 200 rural schools in Mpumalanga and Limpop Cabinet noted the hosting of the 2014 International Union of Architects (UIA) World Congress in Durban by the South African Institute of Architects (SAIA).SAIA won the bid to host at the 2008 UIA World Congress which was held in Turin, Ital The 2014 Congress will play a significant role in promoting architecture in the continent and also expose the world architectural community to a dynamic and diverse architectural environment Appointments Cabinet approved the following appointments:a) Mr Coceko Bambihlelo Johan Pakade to the post Director-General at the Department of Social Developmenb) Mr Fhumulani Peter Netshipale to the post Deputy Director-General: Integrated Development at the Department of Social Developmenc) Mr Harold Maloka to the post Deputy Chief Executive Officer: Content Processing and Dissemination in the Government Communication and Information Systed) Ms Mogogodi Doris Dioka to the post of General Manager (Deputy Director-General) at Government Printing Worke) Ms Constance Glerah Nxumalo to the post Deputy Director-General: Welfare Services in the Department of Social Developmen Cabinet noted the appointment of Mr Asogan Moodley to the post of Chief Executive Officer to the National Regulator for Compulsory Specifications (NRCS) with effect from 01 June 2013 and for the remaining term of the office expiring on 31 December 2013.",0.8283843
"[ 0.53472215 -0.23157267  0.3634889  ...  0.19219919  0.8255455
  2.8113446 ]","[ 0.00594509 -0.00186764  0.00308385 ... -0.00231734  0.05315768
  0.08461694]",Khabinete yi seketela hi matimba swinene Vhiki ra Nhlayiseko Emagondzweni ra Nhlangano ya Misava leri nga ta va kona ku suka hi 6 ku fika 12 Mudyaxihi 2013 ehansi ka nhlokomhaka leyi nge,South Africa as an investment destination received a further boost by winning the European Outsourcing Association (EOA) Offshoring Destination of the Year Award 2013.,0.70181835
[0.6409364  0.07814815 0.21236663 ... 0.82303566 1.0785018  2.3830304 ],"[ 0.0116222  -0.00140982  0.00920289 ...  0.04009583  0.02488326
  0.06200805]","Vuhlayiseki bya N wamilenge .Khabinete yi rhamba maAfrika-Dzonga hinkwavo, ngopfungopfu vachayeri na van wamilenge, ku va na vutihlamuleri lebyikulu, ku va na vukheta swinene na ku va na vuxiyaxiya emagondzweni ya hin Khabinete yi boxile leswaku nhlayo ya mafu ya van wamilenge yi le henhla swinene emagondzweni eAfrika-DzongKhabinete yi ya emahlweni yi kombela maAfrika-Dzonga hinkwavo ku va na vukheta hi nkarhi lowu na ku xiyaxiya milawu hinkwayo ya le magondzwen Hi ku landza ku humelela ka rendzo ra Phuresidente Jacob Zuma eka Mfumo wa Riphabuliki ya Nigeria exikarhi ka n hweti ya Dzivamisoko 2013, Phuresidente Goodluck Jonathan u ta va na Rendzo ra Ximfumo eAfrika-Dzonga ku suka hi 6 ku fika 7 Mudyaxihi 2013.","Cabinet welcomed the visit by the ruling party to former President Nelson Mandel The visit was in line with the accepted norms of Ubuntu and how we value elderly members of communitie The office-bearers concerned reflected the nation s interest in the condition of the former President and used this opportunity to inform the nation, the continent and the world on the condition of our beloved statesman Key Cabinet discussions and decisions Cabinet was appraised of South Africa s participation and priorities for the World Economic Forum (WEF) Africa 2013 to be held in Cape Town from 8 to 10 May 2013, under the theme:",0.8083719
"[ 0.49199504 -0.22711219 -0.0813181  ...  0.87392133  1.2639084
  1.498408  ]","[ 3.4277891e-03 -1.3258749e-03 -7.8987159e-06 ...  2.8191797e-02
  5.8209680e-02  1.4505790e-02]","Hi nkarhi wa rendzo ra yena, mitwanano exikarhi ka matiko mambirhi yi ta kurisiwa na ku kaneriwa ehansi ka switsundzuxo swa Khomixini ya Matiko Lamambirhi ya Afrika-Dzonga","During the visit, bilateral relations will be enhanced and discussed under the auspices of the South Africa-Nigeria Bi-National CommissioCabinet reaffirms the South African government s commitment to strengthening its relationship with Nigeria to increase bilateral trade and co-operation for a better Afric.",0.7522553
