xh,en,src_text,trg_text,Cosine_Score
"[ 0.8788828   0.03101685 -0.06078941 ...  0.20173371  0.48246408
  0.87736976]","[ 0.00781695 -0.00468108  0.00519049 ...  0.01886174 -0.00070666
  0.03514789]",Imiba enguNdabamlonyeni1.,"Statement of the virtual cabinet meeting of Wednesday, 09 February 2022 ISSUES IN THE ENVIRONMENT1.",0.5847965
[0.9507335  0.07657935 0.16599052 ... 0.97718376 0.7453247  1.2732179 ],"[ 4.2871181e-03  8.4803794e-03 -4.2403091e-05 ...  1.4705620e-02
  2.4217583e-02  1.5344780e-02]","INtetho kaMongameli engoBume beSizwe (i-SoNA) IKhabhinethi iyamkele i-SoNA yama-2022 ethiwe thaca nguMongameli u-Cyril Ramaphosa kwiNdibano ibidityanisiwe yeNdlu yoWiso-mthetho yeSizwe neyeBhunga leSizwe lamaPhondo ebibanjelwe kwiHolo leSixeko saseKapa ngoLwesine, umhla we-10 kweyoMdumba 2022, neyindawo yokuhlanganela isizwe siphel I-SoNA sisiganeko esibalulekileyo kwikhalenda karhulumente wentando yesininzi njengoko inika iNtloko yesiGqeba esiLawulayo ithuba lokucinga ngeemeko yezentlalo noqoqosho nezopolitiko zelizwe, kwaye inika ithuba lokwazisa ngezicwangciso zikarhulumente zonyaka ozayo kubameli bezopolitiko nakwisizwe ngokubanz Kwezi veki zizayo abaPhathiswa abahlukeneyo baza kucacisa ngeeNkqubo zokuSebenza zikarhulumente zama-2022, eziza kukhokelwa yiNtetho yoHlahlo Lwabiwo-mali yeSizwe ezakwenziwa ngoLwesithathu, umhla wama-23 kweyoMdumba 2022 kunye nohlahlo lwabiwo-mali awo onke amasebe karhulumente Ukuthatha inxaxheba kuBalo lwaBantu lwama-2022 IKhabhinethi ibongoza bonke abemi boMzantsi Afrika kunye nabantu abahlala kweli lizwe ukuba bathathe inxaxheba kuBalo lwaBantu lwama-2022, oluqale ngoLwesine, umhla wesi-3 kweyoMdumba 2022 ukuya kutsho ngoMvulo, umhla wama-28 kweyoMdumba 2022.","African leaders will convene in Brussels, Belgium for the sixth European Union-AU Summit on 17 and 18 February 2022, which will focus on concerns facing the world such as climate change, and the renewal of peace and security African Peer Review Mechanism (APRM) South Africa has concluded its two-year chairship of the African Peer Review Forum, a structure of the APRM, which aims to promote and protect human rights, consolidate democracy and advance good governance and the rule of law among African countrie In its 2021 peer review assessment, South Africa received favourable reviews for the rule of law, oversight bodies like Chapter 9 institutions, the advancement of women s rights, strong refugee protection and the evolution of our electoral system, strong corporate governance, open budget processes and for the proliferation of corporate social responsibility initiative The country was also cited for its leadership and management of the COVID-19 pandemi",0.85084534
"[ 0.51277333 -0.3281359   0.6344359  ...  0.80965054  0.7170972
  2.4059904 ]","[ 0.0089536  -0.00033588 -0.00012486 ...  0.01358674  0.0288541
  0.06208554]",Olu lubalo lwesine lwabemi boMzantsi Afrika emva kwentando yesininzi elokugqibela phambi kolu laqhutywa ngama-2011.,This is the fourth post-democracy population count and the last one was conducted in 2011.,0.81494343
[0.45503238 0.01495865 0.3120575  ... 0.98762566 0.9668889  1.0677218 ],[0.00946876 0.02695762 0.00038593 ... 0.02330246 0.02156406 0.02208297],"Iziphumo zoBalo lwaBantu zidlala indima ebalulekileyo kakhulu ekwabiweni kwemithombo yoncedo, ukuze urhulumente akwazi ukuhlangabezana nonikezelo lweenkonzo kunye neemfuno ezisisiseko zoluntu lweth Abemi boMzantsi Afrika banokukhetha ukuthatha inxaxheba kuBalo lwaBantu lwama-2022 ngokubalwa ngemfonomfono, ngekhompyutha yedijithali encediswayo okanye ngokuthi abantu bobalo-bantu bandwendwele indlu ngany Ukubalwa ngekhompyutha yedijithali encediswayo kusebenza kuphela kwabo bathe babhalisa kwi-intanethi ngaphambi kwe-5 kweyoMdumba Ukwazisa ngeSifo seNtsholongane ye-Corona (i-COVID-19) IKhabhinethi iqhwabele izandla abemi boMzantsi Afrika ngokuzimisela kwabo nokulwana ne-COVID-19, okuncedise kakhulu ukugcina ulosuleleko olutsha lusezantsi nangona kukho umngcipheko wokuba kungakho ityeli lesin I-COVID-19 seyiyinxalenye yobomi bethu, ngoko ke zonke izikhokelo zempilo nokhuseleko kufuneka zilandelwe ngamaxesha onke, oku kubandakanya ukugcina umgama kubanye abantu, ukuhlamba kunye nokufaka isibulali zintsholongwane ezandleni, kunye nokunxiba isigqubutheli-buso esidlangalaleni esivala umlomo kunye neempuml Njengoko le ntsholongwane iqhubeka nokuthatha ubomi babantu, ukugonya kuhlala ikokona khuseleko lweth Xa abantu abaninzi begonya, kukhona siya sikhuseleka ngakumbi sisizw","Cabinet welcomed the outcome of the 35th AU Summit held in Addis Ababa, Ethiopia on 5 and 6 February 2022, which sought to advance peace and security on the continent and strongly condemned unconstitutional changes of governments in Afric South Africa presented the Africa Governance Report 2021 to the AU Assembly, which noted progress in consolidating democracy and moving towards economic integration through the African Continental Free Trade Are It also recommended that leaders take urgent steps to address drivers of instability such as growing youth unemployment, extremism, mass migration and deepening inequalit In setting a new public health order for the continent, the summit endorsed South Africa s concept to establish an African pandemic response fund and proposals on how the continent can cushion itself from any further health shock Cabinet",0.85244036
[0.45381066 0.13414685 0.10815868 ... 0.7287882  0.79058594 0.99182045],[0.0152937  0.0124264  0.00110497 ... 0.02792149 0.03362818 0.03966305],"IKhabhinethi ihlabe ikhwelo kubo bonke abantu abangagonywanga abangaphezulu kweminyaka eli-12 ukuba bagonye ngokukhawuleza, njengoko ilizwe lithe chu ngcembe libuyela kwisimo sesiqhelo, ngokuthi kuvulwe kwakhona ezoqoqosho kwaye nezikolo ziphinde zaqalisa ukusebenza yonke imihla nabafundi bafunde ixesha elizeley Abo bangagonywanga kufuneka bafike nakweliphi na iziko lokugonya, nangaphandle kwedinga, ukuze babhalise kwaye bagonywe simahl IKhabhinethi ikwakhuthaze abo bagonywe ngokupheleleyo ukuba bayokufumana isitofu sokuzomeleza, esinceda ukonyusa amanqanaba wamadlala ukuze kuthonyalaliswe ngempumelelo iintlobo ezahlukeneyo ze-COVID-19.Isigonyo sokomeleza siyafumaneka kuye nabani na ofumene isigonyo sakhe sokugqibela ubuncinci kwiinyanga ezintandathu ezidluliley Ukuhlaziywa kwezigonyo akunciphisi kuphela umngcipheko wokugula kakhulu, ukulaliswa esibhedlele kunye nokufa, kodwa kukwanciphisa umngcipheko wentlobo ezahlukeneyo ezinobungozi ezizayo INkundla yeKomishoni yoPhando ngeNgxelo yokuBanjwa koMbuso Ngobhongwane IKhabhinethi ikuqaphele ukunikezelwa kwakutsha nje kuMongameli Ramaphosa kwecandelo lokuqala nelesibini leNgxelo yokuBanjwa koMbuso Ngobhongwane yiNkundla yeKomishoni yoPhando njengenyathelo elibalulekileyo lokulwa norhwaphiliz IKhabhinethi iyixhasa ngokupheleleyo inkqubo eza kwenza ukuba uMongameli enze isicwangciso sokungenelela, ukuze kuphunyezwe izindululo zale komishoni xa engenisa ingxelo epheleleyo ePalamente ungadlulanga umhla wama-30 kweyeSilimela 202 Ingxelo yophando malunga ngeziDube-dube zaseKuhlaleni ngenyanga yeKhala 2021 IKhabhinethi izibandakanye noMongameli Ramaphosa ekwamkeleni ukukhutshwa kwengxelo liGqiza leeNgcali ebelichongiwe ukuba liphonononge uhlobo urhulumente aphendule ngalo kubundlobongela, kutshatyalaliso kunye nakukonakaliswa obucetyiweyo basekuhlaleni okwenzeka kweyeKhala 2021.","Cabinet applauded South Africans for their continued determination in the fight against COVID-19, which helped keep new infections relatively low despite the menace of the fourth wav COVID-19 remains a part of our lived experience, and all health and safety protocols must be followed at all times, including maintaining social distancing, washing and sanitising hands, and wearing a mask in public that covers both the mouth and nos As the deadly virus continues to claim lives, vaccination remains our best defenc The more people vaccinate, the more safer we will be as a natio As the country gradually returns to normality with the economy reopening and schools having resumed daily attendance and full-time learning, Cabinet called on all unvaccinated persons over the age of 12 to vaccinate as soon as possibl You only need to present yourself at any vaccination site, even without an appointment, to be registered and vaccinated for fre Cabinet also encouraged those who are fully vaccinated to go for a booster shot, which helps increase antibody levels to effectively neutralise COVID-19 variant Booster shots are available to anyone who received their last and primary dose at least six months ag By being up to date with vaccinations, we do not only reduce the risk of serious illness, hospitalisation and death, but we also reduce the risk of future deadly variants Judicial Commission of Inquiry into State Capture Report",0.8778925
"[ 0.76735604  0.19613391 -0.19209273 ...  0.9124166   0.7520745
  0.65723294]",[0.03369026 0.02017746 0.00432026 ... 0.02583904 0.02618285 0.02400748],"UMongameli uthe thaca ingxelo yeGqiza leeNgcali kwintlanganiso yeSizwe yeBhunga lezoKhuseleko ngoLwesihlanu, umhla we-4 kweyoMdumba 2022 kwaye emva koko wagunyazisa ukuba le ngxelo ifumaneke kuye nabani na oyifunay Eli gqiza belichotshelwe nguNjingalwazi u-Sandy Africa, iGqwetha u-Mojanku Gumbi kunye noMnu Silumko Sokupa njengamalungu, kunye noMnu Michael Sarjoo obesebenza njengonobhala weli gqiz Eli gqiza lagunyaziswa ukuba liphonononge yonke imiba engqongene nezokhuseleko kwizidube-dube ezenzekileyo, ikakhulukazi KwaZulu-Natal nase-Gauteng, kwaye lenze izindululo ngendlela yokomeleza amandla okhuselek Ingxelo, ukuqonda umsebenzi kunye nemingeni ejongene neenkonzo zokhuseleko, nee-arhente zogcino-mthetho kunye namaqumrhu afanelekileyo karhulumente ziya kukhokela uhlobo urhulumente amele ukuphendula ngalo kwizidube-dube Ubundlobongela obusekelwe kwisini kunye nokubulawa kwabasetyhini (i-GBVF) Njengenxalenye yokulwa ne-GBVF, uMongameli Ramaphosa kutsha nje utyikitye iMithetho emithathu ukuba ibe yimithetho ukuqinisa iinzame zokuphelisa i-GBVF","The President tabled the report of the Expert Panel at a meeting of the National Security Council on Friday, 4 February 2022 and subsequently authorised that it be made publi The panel was chaired by Professor Sandy Africa and included Advocate Mojanku Gumbi and Mr Silumko Sokupa as members, with Mr Michael Sarjoo serving as the secretary of the pane The panel was mandated to examine all aspects of the security response to the unrests that took place mainly in KwaZulu-Natal and Gauteng and to make recommendations on how to strengthen security capabilitie The report and the insights it provides on the work of and challenges faced by security services, law-enforcement agencies and relevant organs of state will guide government s response Gender-based violence and femicide (GBVF) As part of the country s fight against GBVF, President Ramaphosa recently signed into law three Acts that strengthen efforts to end GBVF",0.8963975
[0.53128165 1.7054849  0.10977357 ... 0.84904426 0.7929059  0.81647885],"[ 0.00683275  0.04719258 -0.00015128 ...  0.00340381  0.03011808
  0.00866373]","uMthetho olungisiweyo woLwaphulo-mthetho neMiba eNxulumene noko, uMthetho olungisiweyo woLwaphulo-mthetho (uLwaphulo-mthetho lwezeSondo kunye neMiba eNxulumene noko) kunye noMthetho olungisiweyo woBundlobongela baseKhay IKhabhinethi ikholelwa ekubeni ukutyikitywa kwale mithetho mitsha linyathelo elikhulu lokoyisa i-GBVF kwaye ihlaba ikhwelo kwiNkonzo yesiPolisa yaseMzantsi Afrika kunye neGunyabantu leSizwe loTshutshiso ukuba lisebenzise amagatya amatsha ukuze kunikezwe ubulungisa kwabo baphulukene nabo babathandayo, izihlobo okanye oogxa babo kwesi sibeth IKhabhinethi ijonge ukunyanzeliswa ngokukhawuleza kwale mithetho ukunika ukhuseleko olunamandla kumaxhoba obundlobongela nokuxhatshazw Khumbula ukuxela izehlo ze-GBVF kwisikhululo samapolisa sengingqi yakho, ngokuthi utsalele le nombolo ingahlawulelwayo yokuThintela uLwaphulo-Mthetho: 086 00 10111 okanye utsalele umnxeba we-GBV Command Centre yeeyure ezingama-24: 0800 428 42 Utyelelo olusebuRhulumenteni e-Mozambique IKhabhinethi ikwamkele ukuqukunjelwa ngempumelelo koTyelelo olusebuRhulumenteni kwiRiphabhliki yase-Mozambique nguMongameli Ramaphosa ngoLwesine, umhla wesi-3 kweyoMdumba 2022, ngokumenywa nguMongameli u-Filipe Nyusi, uMongameli weRiphabliki yase-Mozambiqu Kwisikhundla sakhe njengoSihlalo weZiko loMbutho woPhuhliso lwaMazwe aseMazantsi e-Afrika (i-SADC) lezoPolitiko, iNtsebenziswano yoKhuselo noKhuseleko, uMongameli Ramaphosa utyelele amajoni ayinxalenye yoMbutho we-SADC e-Mozambique waze wathatha inxaxheba kwiSikhumbuzo sama-53 sokubulawa kukaGqr Eduardo Mondlane, umseki kunye noMongameli wokuqala we-Mozambique Liberation Front (i-FRELIMO).","the Criminal and Related Matters Amendment Act, Criminal Law (Sexual Offences and Related Matters) Amendment Act and Domestic Violence Amendment Ac Cabinet believes the signing of the new laws is a major advance to defeat GBVF and calls on the South African Police Service and National Prosecuting Authority to leverage the new provisions to provide justice for those who lost loved ones, friends or colleagues to this scourg",0.8550471
"[ 0.24659362  0.08828421 -0.06365059 ...  0.8503601   1.1055456
  0.8684382 ]","[ 8.5985707e-03 -2.3879520e-04 -1.1662247e-05 ...  2.3648158e-02
  2.4308400e-02  4.4890855e-02]","UMongameli Ramaphosa nogxa wakhe wase-Mozambique baxoxe ngemiba yalamazwe omabini, yelizwekazi kunye neyehlabathi, kwaye baqinisekisa ukuzinikezela kwabo ekusebenziseni ngakumbi imiba yamazwe ngamazwe INgqungquthela yeManyano ye-Afrika (i-AU) IKhabhinethi yamkele iziphumo zeNgqungquthela ye-AU yama-35 ebibanjelwe e-Addis Ababa, e-Ethiopia ngomhla wesi-5 nowe-6 kweyoMdumba 2022, ebizama ukuqhubela phambili uxolo nokhuseleko kwilizwekazi i-Afrika yaze yagxeka kabukhali utshintsho loorhulumente base-Afrika olungekho kumgaqo-sisek UMzantsi Afrika uthe thaca iNgxelo yoLawulo lwe-Afrika lwama-2021 kwiNdibano ye-AU, ephawule inkqubela phambili ekuzinziseni intando yesininzi nokuqhubela phambili ekudityanisweni koqoqosho ngoMmandla ongaHlawulisani iRhafu woRhwebelwano weLizwekazi i-Afrik Ikwacebise ukuba iinkokeli mazithathe amanyathelo angxamisekileyo ukujongana nezinto ezibangela ukungazinzi okunjengokukhula kwentswela-ngqesho kulutsha, iimbono ezibaxiweyo, imfuduko yabantu abaninzi kunye nokwanda kokungalingan Ukumisela umyalelo omtsha wezempilo woluntu kwilizwekazi, ingqungquthela ivumelene nombono woMzantsi Afrika wokusekwa kwengxowa-mali yokusabela ubhubhane wase-Afrika kunye nezindululo malunga nokuba ilizwekazi lingazikhusela njani na kulo naluphi utshintsho kwezempil IKhabhinethi ikwamkele ukunyulwa koMzantsi Afrika kwiBhunga loXolo noKhuseleko le-AU (i-AUPSC).","are being addressed in our planning and government programme SADC Media Awards1 Cabinet encouraged South African media to submit their entries for the 2022 SADC Media Awards competitio The awards promote regional integration and cooperation, and recognise excellence in journalism in the area of print, photo, television and radio, and encourage media practitioners in member states to cover issues pertaining to the regionThe first prize winners will be announced on the margins of the 42nd SADC Summit of Heads of State and Governmen The forms and rules of the 2022 competition can be found at wwgcigoza/newsroom/media-releases/launch-2022-sadc-media-awards-c... Education 1 Cabinet commended the Class of 2021 and thanked everyone who contributed to the achievement recorded by learners despite the challenges presented by COVID-19.",0.8404961
"[ 0.24021316 -0.02823576  0.01776148 ...  0.7203262   0.995886
  1.0221741 ]","[ 1.7775752e-02  3.2299880e-03 -7.7488519e-05 ...  1.5926320e-02
  3.5173740e-02  3.3969373e-02]","I-AUPSC liziko elimile le-AU ekwenzeni izigqibo ekuthinteleni, ekulawuleni nasekusonjululweni kweengxaban Ilukhuselo oluhlangeneyo kwaye ilungiselela izilumkiso kwangethuba ezijoliswe ekuququzeleleni iimpendulo kwiimeko zongquzulwano nezentlekele e-Afrik Ikwayintsika engundoqo yoXolo noKhuseleko lwe-Afrika, nesisakhelo sokukhuthaza uxolo, ukhuseleko nozinzo e-Afrik I-AUPSC inamalungu ali-15 anamagunya alinganayo okuvot Iinkokeli zase-Afrika ziza kuhlanganisana e-Brussels, e-Belgium kwiNgqungquthela yesithandathu yeManyano ye-European neyase-Afrika ngomhla we-17 nowe-18 kweyoMdumba 2022, eza kugxila kwizinto ezikhathaza ihlabathi ezifana nokutshintsha kwemozulu, kunye nokuhlaziywa koxolo nokhuseleko INkqubo yokuvavanywa ngamanye amazwe i-African Peer Review Mechanism (i-APRM) UMzantsi Afrika uqukumbele ukuba ngusihlalo weminyaka emibini kwi-African Peer Review Forum, iqumrhu le-APRM, elijonge ukukhuthaza nokukhusela amalungelo abantu, ukuqinisa intando yesininzi nokuqhubela phambili ulawulo olululo kunye nomthetho phakathi kwamazwe ase-Afrik Kuvavanyo lwayo ngamanye amazwe lwama-2021, uMzantsi Afrika ufumene uphononongo oluncomekayo kulawulo lomthetho, kwimibutho yokongamela efana namaziko eSahluko se-9 somgaqo-siseko, ukuqhubela phambili amalungelo abantu basetyhini, ukhuseleko oluluqilima lweembacu kunye nenkqubo yethu yonyulo, ulawulo oluluqilima lweshishini, iinkqubo zohlahlo lwabiwo-mali ezisekuhleni kunye nasekwandiseni amaqumrhu olunt Ilizwe likwaqhwatyelwa izandla ngobunkokeli balo kunye nolawulo lwalo kubhubhane we-COVID-13.","The AUPSC is the standing decision-making organ of the AU for the prevention, management and resolution of conflict It is a collective security and early warning arrangement intended to facilitate timely and efficient responses to conflict and crisis situations in Afric It is also the key pillar of the African Peace and Security Architecture, which is the framework for promoting peace, security and stability in Afric The AUPSC comprises 15 members with equal voting power",0.8504169
[0.95694774 0.35835215 0.06173385 ... 0.8382509  0.7622919  0.7395628 ],[0.01628518 0.00657246 0.0030667  ... 0.01634502 0.00823341 0.01277131],"Imiba exhalabisayo ephakanyiswe kolu vavanyo - efana nokunyuka kokungalingani kunye nentswela-ngqesho, urhwaphilizo, izehlo zokubukulwa kwabemi bamanye amazwe kunye nokuhanjiswa kweenkonzo okulambathayo","such as rising inequality and unemployment, corruption, incidents of xenophobia and poor service delivery",0.85805416
"[ 0.11373489 -0.12225109 -0.07406108 ...  1.1372483   1.2803265
  2.2345994 ]","[ 2.7636146e-02 -8.0814079e-04 -5.6667701e-05 ...  3.5125319e-02
  1.8074382e-02  2.9693717e-02]",konke oku kuyasonjululwa kucwangciso lwethu nakwiinkqubo zikarhulument IiMbasa zooNondaba ze-SADC1 IKhabhinethi ikhuthaze amajelo eendaba aseMzantsi Afrika ukuba angenise amangenelo awo kukhuphiswano lweeMbasa zooNondaba ze-SADC zama-2022.,"The results of the Census play an essential role in the allocation of resources to meet the service-delivery and basic needs of our communitie South Africans can choose to participate in Census 2022 through telephone, digital computer-assisted counting or physical door-to-door visit",0.76194507
"[ 0.44343248 -0.00459984  0.07489759 ...  0.8115092   1.0465745
  1.3827075 ]","[ 0.02617536 -0.00182572 -0.00013832 ...  0.0263049   0.03128686
  0.01516092]","La mabhaso akhuthaza intsebenziswano kunye nokudibana ngokommandla, kwaye athathela ingqalelo ukugqwesa kubuntatheli kwezoshicilelo, kwezeefoto, kumabonakude nakunomathotholo, kwaye akhuthaze oonondaba kumazwe angamalungu e-SADC ukuba asasaze imiba ephathelele naloo mimandlaAbaphumelele kwindawo yokuqala kumabhaso baya kubhengezwa kwiNgqungquthela yama-42 ye-SADC yeeNtloko zaMazwe nooRhulument Iifomu kunye nemithetho yokhuphiswano lwama-2022 ziyafumaneka ku- wwgcigoza/newsroom/media-releases/launch-2022-sadc-media-awards-c.. Ezemfundo1 IKhabhinethi iqhwabele izandla iKlasi lama-2021 kwaye ibulela wonke umntu othe wanegalelo kwimpumelelo yabafundi nangona bekukho imingeni ebangelwe yi-COVID-19.","The policy provides the general pricing principles, the wholesale energy and transmission pricing structure, and the distribution and retail pricing structur The EPP will be published in the Government Gazette and can be accessed from the Department of Mineral Resources and Energy (DMRE) website: wwdmgoz BILLS1.",0.7939267
