xh,en,src_text,trg_text,Cosine_Score
"[ 0.39924383 -0.41582647 -0.09230132 ...  0.7254464  -0.07612222
  0.92271215]","[ 0.00980163 -0.0033715  -0.00078007 ...  0.00912487 -0.00173329
  0.03020796]",Issues in the environment1.,Issues in the environment1.,0.86281985
"[ 0.8778178  -0.04309964  0.01015639 ...  0.3634731   0.20773867
  0.4077995 ]","[ 0.00185158 -0.00058161 -0.00363038 ...  0.01149646  0.00906613
  0.0159486 ]",Just Energy Transition Investment Plan (JET-IP),Just Energy Transition Investment Plan (JET-IP),0.9156908
"[ 1.1208209  -0.24761924  0.6783302  ...  1.2911367   1.7520208
  2.7040756 ]","[ 0.02718856 -0.00168779  0.01778064 ...  0.03000804  0.04922096
  0.07423483]","South Africa s JET-IP received widespread acclaim at the 27th session of the United Nations (UN) Climate Change Conference of the Parties (COP27) being held in Sharm El-Sheikh, Egypt from 6 to 18 November 2022.","South Africa s JET-IP received widespread acclaim at the 27th session of the United Nations (UN) Climate Change Conference of the Parties (COP27) being held in Sharm El-Sheikh, Egypt from 6 to 18 November 2022.",0.93944716
"[ 0.5772824  -0.29134825 -0.35245785 ...  0.76773864  0.6037744
  0.37079418]","[ 0.02652427 -0.00098626  0.00199681 ...  0.01057259  0.01803586
  0.01053958]",The bold plan that was endorsed by the International Partners Group,The bold plan that was endorsed by the International Partners Group,0.91319466
"[ 0.3356503  -0.17428575 -0.33543682 ...  1.2707115   0.62054753
  0.7307225 ]","[ 0.00780339 -0.00309247 -0.00064063 ...  0.03175799  0.01671145
  0.02081816]","the United Kingdom, United States, Germany, France, European Union and other social partners","the United Kingdom, United States, Germany, France, European Union and other social partners",0.9396976
"[ 0.82867867  0.05867131 -0.04330585 ...  1.1336166   1.6696512
  1.1220727 ]","[ 0.02283869  0.00242993 -0.00010749 ...  0.02549753  0.04240511
  0.01669549]","outlines our transition to a low carbon econom It also contributes to global efforts to ensure climate resilience and sustainable development for current and future generations Hailed as a ground-breaking new model for tackling climate change, the JET-IP is based on the financial responsibility of developed countries to assist developing nations meet their climate change commitment It identifies investment priorities in the areas of clean energy, electric vehicles and green hydrogen, to pave the way for a sustainable and fair transition towards cleaner energ 2.","outlines our transition to a low carbon econom It also contributes to global efforts to ensure climate resilience and sustainable development for current and future generations Hailed as a ground-breaking new model for tackling climate change, the JET-IP is based on the financial responsibility of developed countries to assist developing nations meet their climate change commitment It identifies investment priorities in the areas of clean energy, electric vehicles and green hydrogen, to pave the way for a sustainable and fair transition towards cleaner energ 2.",0.9310019
"[ 0.57592493 -0.13173522  0.07199129 ...  0.591615    0.85806435
  0.11621615]","[ 0.00701741 -0.0023328   0.00390184 ...  0.00552703  0.02014841
  0.00409047]",Climate Change Conference of the Parties,Climate Change Conference of the Parties,0.9242828
"[ 1.008486   -0.11097835  0.5997837  ...  1.3074828   1.3993326
  1.8759248 ]","[ 0.04795196 -0.00106133  0.00427262 ...  0.03659812  0.02566987
  0.04092334]","Cabinet supported calls at the COP27 being held in Sharm El-Sheikh, Egypt from 6 to 18 November 2022 for countries to remain on track to meet the Paris Agreement goal of limiting the global temperature rise to degrees Celsiu Our support for the degree Celsius target is of utmost importance to South Africa as an African and developing country that is highly vulnerable to environmental, social and economic effects of climate chang","Cabinet supported calls at the COP27 being held in Sharm El-Sheikh, Egypt from 6 to 18 November 2022 for countries to remain on track to meet the Paris Agreement goal of limiting the global temperature rise to degrees Celsiu Our support for the degree Celsius target is of utmost importance to South Africa as an African and developing country that is highly vulnerable to environmental, social and economic effects of climate chang",0.9253256
"[ 5.17945051e-01 -1.21775836e-01 -1.17590791e-03 ...  1.79051328e+00
  1.07787323e+00  1.84009290e+00]","[ 0.01159309 -0.00145657  0.00153532 ...  0.05439126  0.0377323
  0.05710905]",Cabinet also endorsed the Africa group position to call on developed countries to honour their pledges and commitments made under both the UN Framework Convention on Climate Change and its Paris Agreemen These include a call for developed countries to take the lead on reducing emissions and providing developing countries with financial resources for their own climate actio 3.,Cabinet also endorsed the Africa group position to call on developed countries to honour their pledges and commitments made under both the UN Framework Convention on Climate Change and its Paris Agreemen These include a call for developed countries to take the lead on reducing emissions and providing developing countries with financial resources for their own climate actio 3.,0.9455187
"[ 0.94908935  1.5256016  -0.03802028 ...  1.44298     0.94299406
  0.8312483 ]",[0.02660697 0.02047084 0.00613016 ... 0.02950112 0.0216675  0.01728912],"Fight against corruption Cabinet welcomed the recent arrests and freezing of assets of individuals allegedly linked to State Captur These developments are a testament that the work of the Judicial Commission of Inquiry into Allegations of State Capture, Corruption and Fraud in the Public Sector including Organs of State is now bearing frui","Fight against corruption Cabinet welcomed the recent arrests and freezing of assets of individuals allegedly linked to State Captur These developments are a testament that the work of the Judicial Commission of Inquiry into Allegations of State Capture, Corruption and Fraud in the Public Sector including Organs of State is now bearing frui",0.92199016
