xh,en,src_text,trg_text,Cosine_Score
"[ 1.6266954  -0.01361617 -0.1712323  ...  0.7692175   0.9860324
  1.2345914 ]",[0.01445078 0.00087045 0.01778808 ... 0.02939129 0.02476078 0.06492767],"IKhabhinethi ibihleli intlanganiso yayo yokugqibela yowama-2017 kwiZakhiwo zoMdibaniso, ePitol IZigqibo zeKhabhinethi1.",Upcoming EventsCommemoration of Nelson MandelaCabinet joins South Africans in commemorating the fourth anniversary of Nelson Mandela's passing on 5 December 2013.,0.68729985
"[ 0.9986793  -0.04137946  0.15265405 ...  0.8378379   1.1940215
  1.559673  ]","[ 1.3710434e-02  1.8870450e-03 -5.1495917e-06 ...  1.7413089e-02
  1.4876372e-03  2.1637736e-02]",IKhabhinethi ikwamkele ukuphunyezwa kwesiCwangciso-qhinga seCandelo lezoKhenketho seSizwe (i-NTSS) sowama-2017-2026.,"The Development Indicator Report focuses on South Africa s development since democracy and monitors implementation of the National Development Plan Vision 2030.Cabinet approved measures to strengthen the management of discipline of public servants in relation to officials conducting business with organs of stat It gives effect to the Public Service Regulations 2016, which prohibits public servants from conducting business with the Stat",0.7544023
"[ 0.5666433   0.1291015  -0.0439924  ...  0.91538084  0.91005486
  0.9309905 ]","[ 0.01087041  0.00584459 -0.00012778 ...  0.04117208  0.02597933
  0.02384419]","I-NTSS izinze kwiintsika ezintlanu ezibalulekileyo, ezo ke lubhengezo-thengiso, ukuqinisekisa ukuba abakhenkethi bayakwazi ukungena nokuhamba lula kweli, ukuphucula indlela abaphathwa bantendwe ngayo abakhenkethi, ulawulo lwendawo ezityelelwa ngabakhenkethi nezibonelelo ezibanzIxwebhu elipheleleyo liyafumaneka kwiwebhusayithi yeSebe lezoKhenketho, eyile: wwtourisgoza IKhabhinethi iyamkele inkqubo-sikhokelo yokusekwa kweNkampani yeSizwe ye-Intanethi Ekhawulezay Iza kusekwa ngendibanisela kaSentech noBroadband Infrac Oku kuza kukhawulezisa umsebenzi wokuqaliswa kwamacandelo asebenzisanayo ngendlela engenamagingxi-gingxi kuze kudalwe inkampani enkulu engumakhwekhwetha kweze-intanethi ekhawulezayo IKhabhinethi iyamkele iNgxelo yeNkqubela yokuQala yoNyaka engokuPhunyezwa koMgaqo-nkqubo ongamaLungelo waBantu abaKhubazekileyo (i-WPRPD).","Cabinet convened for its last 2017 meeting at the Union Buildings in Pretori Cabinet DecisionsCabinet approved the National Tourism Sector Strategy (NTSS) 2016-2026 for implementatio The NTSS is anchored on five strategic pillars, namely marketing, facilitation of ease of access for tourists, enhance visitor experience, destination management and broad-based benefit The full document is available on the Department of Tourism s website: wwtourisgozCabinet approved the framework for the establishment of a National Broadband Network Compan It will be formed out of the merger of Sentech and Broadband Infrac This will facilitate the roll-out of the interdependent elements in a coordinated manner and create a national broadband champioCabinet approved the First Annual Progress Report on Implementation of the White Paper on the Rights of Persons with Disabilities (WPRPD).",0.8605183
[0.38080102 0.04315361 0.09263507 ... 1.1024897  0.6067298  1.3612441 ],[0.01153951 0.03220819 0.00014117 ... 0.03913446 0.010395   0.04904792],"Le ngxelo iquka ixesha elisuka kumhla woku-1 kweyoMqungu ukuya kowama-31 kweyoMnga wama-2016.Le ngxelo inika uvavanyo olukwizinga eliphezulu ngomgama osele uhanjiwe ngamasebe karhulumente ukufaka imigaqo-nkqubo ye-WPRPD kwizicwangciso zawo, uhlahlo lwabiwo-mali, nenkqubo yonikezelo-nkonzo neyokwenza ingxelo IKhabhinethi ikwamkele ukupapashwa kweNkqubo-sikhokelo yoMgaqo-nkqubo wabaKhubazekileyo wobuChule weNkqubo yezeMfundo ePhakamileyo noQeqesho ukuze uluntu luhlomle IKhabhinethi yazisiwe ngeziphumo zokuHlaziywa kweNkqubo yokuVuselelwa kweeTeksi okwenziwe ukususela kweyeNkanga yowama-2015 ukuya kweyoMsintsi yowama-2016.","The report covers the period from 1 January to 31 December 2016.The report gives a high-level assessment of the extent to which government departments have started embedding the policy directives of WPRPD into their respective planning, budgeting, and service delivery and reporting systemCabinet approved the publication of the Strategic Disability Policy Framework for the Post-School Education and Training System for public commenCabinet was briefed on the outcomes of the Review of the Taxi Recapitalization Programme conducted from November 2015 until September 2016.",0.88321
"[ 0.6143487  -0.02450746  0.08246441 ...  1.4915845   1.4848086
  1.0816339 ]","[-0.00060464 -0.00098156  0.000942   ...  0.02245483  0.01224578
  0.04362863]","Le nkqubo iyinxalenye yesiCwangciso-qhinga seziThuthi zikaWonkewonke, nesijolise ekuboneleleni ngenkqubo yezothutho edibeneyo, ekhuselekileyo nesebanzayo eMzantsi Afrik","The programme is part of the broader Public Transport Strategy, which aims to provide an integrated safety and efficient transport system in South AfricCabinet approved that more consultation and work must be done with relevant departments before the National Department of Transport can embark on the revised approacCabinet approved the public release of the 8th edition of the Development Indicators (2016).",0.75076747
"[ 0.67927164  0.02089538 -0.18622136 ...  0.86937165  1.3754841
  2.1356947 ]","[ 2.4835726e-02  3.0724850e-02 -5.5696564e-05 ...  9.8620607e-03
  4.1247167e-02  5.5725142e-02]",IKhabhinethi ikwamkele ukuba kubanjwe ezinye iindibano zokufakana imilomo namasebe achaphazelekayo phambi kokuba iSebe lezoThutho leSizwe libe nokusebenzisa le ndlela yokusebenza ihlaziyiweyo IKhabhinethi ikwamkele ukukhutshwa koshicilelo lwe-8 lwezaLathisi zoPhuhliso (2016).,"It creates an enabling regulatory environment to enhance economic activity within the real estate industry while also addressing a need to ensure transformation in the sectorNational Qualifications Framework Amendment Bill of 2016The Bill strengthens the current National Qualifications Framework Act, 2008 (Act 67 of 2008).",0.7714113
"[ 0.33242998  0.10207397 -0.09114806 ...  0.9640641   0.48329565
  1.7940886 ]","[ 0.00833652 -0.00168057  0.09498897 ...  0.01664136  0.01676818
  0.05190364]",INgxelo yezaLathiso zoPhuhliso igxile kuphuhliso loMzantsi Afrika ukususela oko kwangena ulawulo lwentando yesininzi ize ibeke phantsi kweliso umsebenzi wokuphunyezwa kwesiCwangciso soPhuhliso seSizwe: uMbono wama-2030.,"Issues in the EnvironmentGDP Growth ResultsCabinet is pleased with South Africa s economy growth which grew by an annualised 2% in the third quarter of 2017, from an upwardly revised",0.739647
[0.33806062 0.1757283  0.05140335 ... 1.271805   0.7616457  0.9637652 ],"[ 0.01474291 -0.00158781  0.0444677  ...  0.03112271  0.01358059
  0.01862939]","IKhabhinethi iwamkele amanyathelo okomelezwa kolawulo lwendlela yokuziphatha kwabasebenzi bakarhulumente ngokumalunga nokwenza ushishino namaqumrhu karhulument Iqalisa ukusebenza kweMimiselo yeNkonzo kaRhulumente yowama-2016, ethintela abasebenzi bakarhulumente ukuba bangenzi lushishino norhulument Ukususela ngomhla woku-1 kweyoKwindla, uNondyebo weSizwe, exhaswa liSebe lezabaSebenzi bakaRhulumente noLawulo (i-DPSA), iza kuhlola zonke izicelo zokubhalisa ezintsha kuLuhlu lweSizwe lwabaNikeli-zinkonzo olukwi-intanethi zize zithelekiswe neNkqubo ye-Persal IKhabhinethi iyamkele iNkqubo eNtsha yoLawulo loKwenziwa koMsebenzi noPhuhliso yeeNtloko zaMasebe, nebonakalisa ngokuchanekileyo uqhagamshelwano phakathi kokwenziwa komsebenzi ngumntu buqu kunye nokwenziwa komsebenzi lizik Iza kuqala ukusebenza ngomhla woku-1 kuTshazimpuzi wowama-201 IKhabhinethi ikwamkele ukuveliswa nokufezekiswa kweNkqubo-sikhokelo yeSkimu sokuFumana abaThweswa-zidanga seNkonzo kaRhulument Oku kwenza inxalenye yenkqubo yophuhliso ngaphakathi kwiNkonzo kaRhulumente ukutsala abathweswa-zidanga bangene kwiNkonzo kaRhulument","From 1 March, National Treasury, supported by the Department of Public Service and Administration (DPSA), will monitor all new registrations on the online Central Supplier Database against the Persal SysteCabinet approved the New Performance Management and Development System for Heads of Department, which accurately reflects the link between individual and organisational performanc It comes into effect on 1 April 2018.Cabinet approved the introduction and implementation of the Public Service Graduate Recruitment Scheme Framewor This forms part of the development programme within the Public Service to attract talented graduates into the Public ServicThe framework includes earmarking a percentage of each department s vacant posts for the recruitment of graduates in scarce occupation The Minister of Public Service and Administration will also align this framework to the Youth Employment Service ProgrammCabinet approved for the publication of the following Notices in the Government Gazette relating to the Rationalisation of Courts Jurisdiction, which aims to increase access to justice for previously marginalised and under-serviced rural village",0.8587563
"[ 0.35566217  0.07504765 -0.20666596 ...  1.1642818   0.90088254
  0.9121118 ]","[ 0.00682144  0.01126567 -0.00011531 ...  0.03550287  0.02727786
  0.03968438]","Le nkqubo-sikhokelo iquka ukubekela bucala inani elithile lezithuba ezikhoyo kwisebe ngalinye kusenzelwa ukuba kuzo kuqeshwe abathweswa-zidanga kwimisebenzi enezakhono ezinqabiley UMphathiswa wabaSebenzi bakaRhulumente noLawulo uza kwenza ukuba le nkqubo-sikhokelo ihambelane neNkqubo yeNkonzo yokuQeshwa koLutsh IKhabhinethi ikwamkele ukupapashwa kwezi Zaziso zilandelayo kwiPhepha-ndaba loMbuso zinxulumene nokuQwalaselwa Ngokutsha koMmandla woLawulo lweeNkundla, okugxile ekwandiseni indlela ubulungisa obufikeleleka ngayo kwabo babehlelelekile ngaphambili kunye neelali ezingafumani zinkonzo ngokwaneley Oku kuqwalaselwa ngokutsha kuza kwenzeka kwizithili zomantyi eFreystata naseMntla Koloni, kwakunye nokususwa kweZithili zoMantyi ezithile kwiCandelo leNkundla ePhakamileyo yaseGauteng zaze zafakwa phantsi kommandla wolawulo weCandelo leNkundla ePhakamileyo yaseMntla Ntshon","The summit provided an opportunity for South Africa to enhance strategic economic and diplomatic relations through various engagements in the summit and in side events such as the Business Forum and Youth Summit, with a focus on inclusive economic growth, youth employment and entrepreneurshiSlave trade of African migrantsCabinet joins the international community in condemning the reports of auctioning of African migrants in Libya as slave Such inhumane acts go against the ideals of the AU, and relevant African and international instruments, including the African Charter on Human and Peoples",0.8015642
"[ 8.0525750e-01 -9.4006667e-05 -1.4059870e-01 ...  7.6279318e-01
  3.8591504e-01  1.7606058e+00]",[0.01874528 0.00298968 0.00049377 ... 0.02447414 0.03133501 0.03896068],"IKhabhinethi iyamkele iMimiselo yeMithetho yoLamlo ngokwemimiselo yoMthetho woKhuselo loTyalo-mali, wama-2015 (uMthetho 22 wama-2015).","The rationalisation is in magisterial districts in the Free State and Northern Cape, and the removal of certain Magisterial Districts from the Gauteng Division of the High Court and placing them under the jurisdiction of the North West Division of High CourCabinet approved the Regulations on Mediation Rules in terms of the Protection of Investment Act, 2015 (Act 22 of 2015).",0.72242385
